name	taxRank	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
S15A-MN91	F	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	2	0
ST-12K33	F	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	0	0	0
KD3-93	F	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	2	1	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	2	1	1	0	1	0	0	0	0	1	0	2	0	0	0	0	2	1	0	0	0	1	2	0	0	1	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
Flavobacteriaceae	F	610	644	569	602	609	666	615	603	614	628	589	655	645	608	647	616	650	610	626	641	612	615	645	604	629	620	619	664	581	577	619	598	647	633	640	673	608	671	638	603	661	612	651	624	630	641	631	593	597	632	637	634	639	592	633	596	612	629	635	626	596	608	632	609	612	618	601	590	659	650	645	624	612	623	612	615	632	645	629	615	627	607	651	621	645	660	596	590	657	635	619	647	626	579	602	606	582	613	630	616
Crocinitomicaceae	F	195	157	166	187	177	174	162	158	155	161	166	154	182	174	170	170	167	182	151	206	179	158	191	175	165	161	179	176	189	162	174	178	145	183	169	185	200	165	180	156	180	187	165	191	181	172	166	178	178	168	193	165	173	165	185	174	166	184	159	195	191	144	171	187	180	171	165	174	175	182	170	162	162	192	166	196	178	176	177	170	178	182	174	179	216	156	180	170	157	178	174	181	156	182	155	180	180	192	190	143
Cryomorphaceae	F	4	4	5	4	3	3	3	4	4	3	3	3	2	3	5	4	5	6	4	3	1	4	4	3	2	5	3	6	2	2	3	7	5	3	3	4	5	9	2	4	6	3	1	6	5	8	4	1	1	1	3	4	2	2	3	2	4	1	2	5	7	2	1	3	4	7	4	2	5	0	7	4	4	9	6	3	5	4	1	5	6	5	6	7	7	4	3	2	3	2	8	2	4	0	2	6	6	1	3	4
NS9 marine group	F	2	4	1	6	2	3	6	9	2	5	3	9	7	4	4	6	4	4	4	2	3	5	6	8	4	11	4	0	6	3	5	8	5	4	3	8	6	6	5	2	6	0	4	10	5	6	2	8	5	3	4	4	6	6	3	5	2	4	5	2	10	3	3	8	3	3	3	5	4	6	3	3	5	8	7	2	2	7	3	5	4	3	2	2	7	2	7	5	6	1	1	2	4	5	3	3	5	3	4	3
Weeksellaceae	F	2	8	8	2	6	7	4	7	5	5	4	6	7	5	5	5	9	2	10	7	6	8	6	6	8	2	5	6	5	1	7	7	4	11	3	6	5	6	2	4	4	3	5	4	6	3	2	5	5	5	7	3	5	6	7	4	6	6	3	0	6	4	1	6	4	4	2	5	4	6	8	7	5	5	6	7	6	3	1	1	4	4	5	4	7	2	6	3	6	3	5	7	6	1	2	3	5	6	9	5
Chitinophagaceae	F	71	63	77	62	63	72	69	78	54	71	62	59	64	53	65	60	72	58	68	69	63	63	69	67	48	70	60	64	65	67	75	67	60	54	58	65	76	72	55	65	60	53	76	68	60	77	78	55	70	61	66	67	51	64	57	60	88	66	50	66	62	78	74	65	61	63	44	62	66	56	49	61	65	61	76	70	77	59	71	64	61	72	84	62	68	66	67	79	74	76	62	62	74	67	60	64	73	61	62	67
Saprospiraceae	F	16	15	23	9	15	11	16	13	10	14	8	18	7	14	15	14	10	10	18	7	19	24	25	19	15	13	18	17	7	11	12	14	13	11	21	16	16	8	15	17	20	14	17	13	14	15	17	18	17	22	16	14	13	14	13	19	16	15	10	16	18	20	14	16	12	21	13	11	14	12	10	11	13	19	11	11	16	13	13	10	12	20	17	8	16	19	12	17	17	14	11	11	22	10	22	18	15	15	12	8
Chitinophagales (uncultured)	F	7	7	4	3	3	5	4	8	5	1	4	4	5	2	1	7	10	2	5	4	7	3	5	3	5	2	3	5	2	6	3	9	5	2	2	4	2	5	4	6	6	5	3	5	4	4	9	2	3	3	4	4	3	8	3	4	3	2	6	7	2	2	8	6	2	6	6	2	2	1	4	4	4	2	6	1	6	6	3	5	4	9	5	2	3	3	3	6	2	4	8	8	5	6	8	1	4	3	10	5
37-13	F	2	1	3	2	2	0	1	3	0	3	2	1	4	1	3	0	2	1	3	1	4	3	0	0	6	6	2	2	5	1	1	1	1	0	3	3	5	4	1	3	2	1	4	4	0	3	3	2	2	1	2	2	3	4	2	3	1	2	0	5	3	4	1	3	1	2	0	3	0	2	0	3	1	1	2	0	3	3	0	2	2	2	4	1	2	2	1	4	1	0	2	0	2	1	1	3	3	0	2	0
Rikenellaceae	F	5	4	7	4	13	10	7	11	3	8	6	10	11	7	7	10	7	14	6	8	7	13	7	12	9	7	10	7	8	12	5	7	8	5	3	11	11	5	11	8	7	6	8	9	10	6	12	9	10	10	5	6	4	6	7	5	6	8	5	8	8	7	8	10	10	8	9	5	7	6	4	10	8	7	6	7	9	8	8	8	4	12	11	7	8	9	3	13	5	14	12	7	8	11	9	11	13	6	7	7
Bacteroidaceae	F	7	6	9	6	8	12	10	8	9	7	12	11	8	6	7	6	9	10	9	4	8	8	4	5	6	9	5	7	8	4	9	8	8	10	8	14	3	9	7	9	8	7	10	10	4	11	6	9	11	7	5	8	7	11	8	8	6	9	8	8	9	8	6	9	11	10	10	5	10	13	8	12	8	4	8	7	5	6	11	4	8	7	9	4	4	5	15	16	7	12	9	5	7	10	8	6	9	13	10	12
Prevotellaceae	F	3	3	3	3	3	1	2	6	1	3	5	1	1	2	4	6	4	2	1	3	2	1	2	1	4	6	2	5	4	0	3	1	5	3	1	2	2	2	2	5	3	5	3	2	3	2	0	4	1	2	6	1	4	2	3	1	1	4	3	3	2	2	5	2	1	1	2	4	1	2	4	2	2	3	3	2	3	3	7	0	1	3	3	3	2	4	5	3	3	4	1	3	5	3	1	3	3	2	6	1
Prolixibacteraceae	F	8	9	6	3	2	8	5	8	8	6	6	4	9	4	1	3	3	8	8	10	6	10	8	4	3	4	2	7	3	6	4	2	6	5	4	9	6	6	4	8	8	7	13	2	3	7	9	7	2	6	7	10	7	6	4	10	3	4	7	7	6	5	3	2	6	6	6	4	11	5	8	8	9	4	7	6	6	9	5	4	7	4	3	6	8	8	4	6	7	8	8	8	9	6	10	5	1	3	5	5
Marinilabiliaceae	F	3	5	4	6	3	3	5	4	2	4	4	4	4	2	2	6	1	2	1	4	0	4	2	3	3	3	5	7	5	5	3	3	3	3	3	2	0	1	4	2	3	6	3	4	4	0	5	4	3	2	3	4	3	4	3	5	3	3	4	1	3	0	2	2	0	3	2	5	3	0	6	5	4	2	5	2	3	4	4	2	2	1	3	4	2	2	2	5	3	3	4	4	2	7	4	2	1	1	7	0
Muribaculaceae	F	5	2	3	1	2	2	5	2	3	4	2	4	1	1	5	5	1	2	1	4	4	5	4	1	3	1	1	3	5	2	1	1	1	3	3	1	1	1	3	2	1	2	1	4	3	3	2	5	2	3	1	5	2	3	3	2	4	0	4	2	4	2	3	2	1	1	5	3	1	2	6	2	2	3	5	2	2	2	3	4	4	3	3	2	3	4	2	1	1	2	2	2	3	2	0	1	3	4	4	1
Paludibacteraceae	F	1	2	2	0	2	3	0	2	0	0	4	1	4	0	3	2	5	3	0	2	2	0	1	0	0	2	1	0	3	0	1	1	2	0	2	3	2	0	1	1	0	0	2	1	0	0	2	2	0	1	1	1	1	1	0	2	1	3	1	2	1	2	1	0	1	1	2	0	1	0	0	0	1	1	1	2	2	0	1	1	0	1	2	1	1	4	2	3	1	1	4	0	0	0	2	2	1	2	1	0
Bacteroidetes BD2-2	F	3	2	2	2	3	2	0	3	0	3	4	3	1	1	2	0	1	1	1	0	4	0	0	1	1	4	1	3	1	1	6	0	3	2	0	2	1	5	1	0	1	1	3	2	3	1	1	0	1	2	1	1	3	2	2	0	1	1	0	0	2	5	1	1	2	2	1	0	2	2	1	2	1	2	1	0	2	2	1	1	2	4	2	0	1	4	1	3	0	1	0	1	5	2	5	3	6	2	1	2
SB-5	F	3	0	1	2	2	1	3	3	2	3	2	0	2	1	2	1	0	2	2	1	4	2	1	1	3	5	1	3	2	2	3	1	1	1	4	2	0	1	2	1	1	3	2	0	2	2	2	3	0	1	5	3	3	2	2	1	3	3	1	3	3	2	3	5	1	0	1	2	3	1	3	3	2	1	3	3	4	2	1	2	4	2	4	2	3	1	0	3	3	4	1	3	1	4	0	3	1	2	2	2
Marinifilaceae	F	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	2	0	1	1	0	1	2	1	3	0	2	1	1	0	1	2	0	1	0	3	1	3	0	1	1	2	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	3	0	0	0	2	0	1	1	0	1	0	0	1	0	0	2	0	1	1	0	0	2	0	1	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0
Dysgonomonadaceae	F	3	2	3	1	3	4	1	1	0	1	1	1	2	0	0	2	3	2	0	6	2	1	1	5	4	2	0	1	1	0	1	0	2	1	2	2	3	1	0	0	2	1	2	3	1	1	3	2	3	2	2	5	1	7	0	2	0	2	1	0	1	5	1	1	2	2	3	1	6	0	2	1	1	2	1	2	1	3	4	3	2	0	3	2	2	3	3	1	3	2	0	1	1	1	1	3	1	1	1	0
Porphyromonadaceae	F	0	2	2	1	2	3	2	3	0	0	0	0	3	2	3	0	1	1	0	1	1	1	2	0	1	3	2	1	1	2	0	1	9	0	1	3	1	1	1	3	2	2	0	1	2	0	2	3	1	0	0	3	1	2	2	1	3	0	0	1	0	1	4	3	3	1	1	1	1	2	0	1	1	3	1	2	2	3	2	2	2	0	1	1	2	2	2	0	0	2	3	1	0	1	3	0	3	2	2	1
Tannerellaceae	F	1	0	0	1	2	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0	1	1	1	1	1	0	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	1	2	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	2	1
ML635J-40 aquatic group	F	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	2	0	0	0	1	0	1	3	0	2	0	0	3	0	0	1	1	3	1	0	0	0	1	0	1	1	1	1	0	0	2	0	0	0	0	1	4	1	1	2	1	0	0	0	2	0	1	0	0	0	1	0	2	1	1	3	0	0	1	2	0	0	0	1	0	0	1	0	2	0	1	0	2
PeH15	F	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	2	0	1	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F082	F	0	1	1	0	0	1	0	0	3	1	0	0	1	0	0	1	0	0	1	0	1	0	0	2	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	2	2	0	1	1	1	0	2	0	1	1	1	1	1	0	0	1	0	2	1	1	0	1	2	1	0	0	1	0	1	2	0	1	0	0	0	0	0	2	0	1	0	2	0	0	0	2	0	0	1	0	1
CR-115	F	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1
Bacteroidales BS11 gut group	F	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M2PB4-65 termite group	F	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroidales UCG-001	F	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0
Bacteroidetes vadinHA17	F	0	0	1	1	2	0	0	1	1	1	2	0	0	1	0	0	0	0	0	0	0	3	2	1	0	0	0	1	0	2	1	1	0	0	1	0	0	1	2	1	0	2	1	2	3	0	0	0	1	0	0	1	0	3	1	1	1	1	0	1	2	3	0	0	1	0	0	0	0	2	0	2	1	0	0	0	0	0	1	0	0	1	3	0	1	0	1	1	0	1	0	4	1	0	1	0	0	0	2	1
p-251-o5	F	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
BSV26	F	2	6	3	4	3	6	3	1	2	3	5	3	5	2	2	4	3	2	1	3	3	3	3	2	3	3	1	3	4	0	5	4	3	3	0	1	1	3	1	1	1	2	2	2	0	3	1	4	2	3	4	5	1	0	1	0	2	1	1	4	0	3	2	3	1	1	1	1	1	4	2	1	2	4	6	3	1	4	2	3	2	3	2	1	4	2	0	3	1	3	3	5	1	4	2	6	1	2	2	1
Rhodothermaceae	F	2	0	1	0	1	0	2	0	0	0	1	2	0	0	2	1	0	0	1	1	0	1	0	0	1	0	0	1	3	0	0	2	2	2	1	1	0	0	0	3	1	2	0	1	0	2	1	1	0	0	2	0	1	1	0	0	2	5	0	1	2	1	1	0	0	2	3	0	0	1	1	0	1	4	0	0	1	0	1	1	1	0	0	0	0	1	1	0	3	2	1	0	0	2	0	1	3	1	2	0
Rhodobacteraceae	F	587	609	589	605	597	572	606	579	586	549	584	547	617	606	590	569	553	606	545	599	617	585	594	565	586	601	610	580	589	593	629	591	591	553	551	546	574	576	629	577	621	614	596	635	579	564	592	593	569	600	588	574	588	576	558	601	586	534	600	577	575	585	608	603	553	568	584	541	561	574	591	623	564	605	576	637	591	605	579	605	643	633	539	570	566	585	552	552	625	598	618	596	562	563	606	559	567	573	608	566
Sphingomonadaceae	F	347	378	317	342	328	330	343	340	326	353	370	366	332	340	324	322	335	330	306	316	313	323	333	317	339	323	340	363	331	334	329	308	318	333	341	349	355	301	352	347	303	360	335	352	329	320	336	356	338	324	302	368	346	347	333	354	321	349	303	337	305	344	307	375	351	325	371	331	346	358	360	320	333	337	361	326	339	332	328	327	349	329	364	337	358	337	338	334	355	378	319	340	346	318	316	352	370	345	340	353
Rhizobiales Incertae Sedis	F	22	25	34	31	28	28	30	34	32	37	36	27	31	26	15	21	30	34	34	19	34	19	26	39	32	31	35	34	26	30	29	29	37	28	28	26	34	26	23	25	33	34	35	29	31	34	33	31	31	29	21	34	32	21	39	28	32	23	25	26	33	30	29	34	25	34	29	22	34	29	25	29	37	31	26	26	28	31	27	25	29	29	29	30	37	17	35	29	29	30	29	28	21	31	28	27	38	30	27	33
Rhizobiaceae	F	35	44	42	34	40	36	39	36	43	28	47	43	39	32	33	33	36	42	36	31	40	40	41	34	40	47	30	37	41	33	34	33	36	26	27	31	35	26	40	39	38	41	43	33	40	24	38	38	34	35	32	38	38	43	44	25	36	35	34	39	42	27	37	37	34	39	34	32	35	33	29	46	32	34	27	38	35	29	35	34	31	25	27	51	44	33	43	35	49	34	40	29	38	36	29	50	37	27	29	32
Xanthobacteraceae	F	28	24	29	17	22	23	29	25	23	27	15	23	14	33	16	28	21	30	25	27	21	19	26	28	18	25	25	26	20	23	24	20	16	29	21	30	26	15	28	20	34	38	24	20	25	28	17	29	16	17	35	23	24	25	18	23	26	16	23	21	37	22	19	26	33	15	21	25	28	22	26	30	33	17	23	20	23	23	20	22	27	22	27	33	27	21	18	16	25	12	19	22	30	23	24	32	30	17	28	24
Beijerinckiaceae	F	10	12	14	12	9	18	15	9	11	12	10	17	8	7	15	7	6	8	10	8	15	15	14	10	10	8	9	9	11	12	8	8	10	19	9	19	10	5	10	9	10	12	9	7	9	11	6	11	15	6	9	12	11	10	5	6	9	7	11	8	11	11	6	11	11	11	16	8	9	14	8	5	6	7	10	15	9	6	9	14	14	12	7	16	13	8	11	7	7	7	5	12	8	11	9	8	15	15	4	6
Hyphomicrobiaceae	F	24	17	15	16	10	19	20	13	18	15	16	21	15	23	19	22	15	11	11	13	12	9	16	12	22	24	15	15	12	23	18	17	16	19	14	14	15	17	16	19	16	17	14	14	22	22	14	20	26	18	26	19	12	19	14	13	17	26	18	20	25	14	17	17	19	20	16	12	12	19	17	22	16	16	17	18	15	17	15	24	22	18	8	11	17	17	17	10	14	9	25	10	16	12	15	17	17	14	18	14
Devosiaceae	F	20	22	20	17	20	16	16	18	18	19	17	26	26	13	18	17	21	21	13	12	17	27	20	14	18	18	15	18	21	24	18	15	14	17	17	17	14	24	12	16	13	11	15	10	22	16	12	22	10	20	15	23	12	14	19	18	26	18	13	21	19	8	14	17	18	20	20	16	15	15	17	19	14	14	18	13	13	17	14	9	19	15	18	19	9	12	17	19	25	15	18	13	20	27	15	18	17	17	13	23
Pleomorphomonadaceae	F	0	0	1	1	0	0	1	4	2	0	1	0	0	1	0	2	3	1	2	0	1	1	4	1	3	1	1	1	2	1	2	1	0	2	1	1	1	3	5	1	1	2	1	1	1	1	0	0	2	0	2	1	1	1	1	1	1	1	0	2	0	1	0	1	1	1	5	1	1	0	0	0	1	0	1	0	2	0	1	1	2	1	0	1	3	0	3	1	0	0	2	2	2	0	1	1	1	2	2	1
A0839	F	0	2	2	1	1	3	0	3	1	1	1	0	3	3	1	2	1	3	0	1	2	3	0	2	0	5	2	1	2	0	1	2	1	2	2	1	1	2	2	2	0	4	1	1	1	1	2	1	3	1	2	0	1	1	3	2	3	2	3	3	1	3	0	5	2	2	0	0	1	3	1	2	1	1	2	2	5	3	1	3	1	1	1	2	2	3	2	2	3	3	0	4	2	0	0	1	2	0	1	2
Methyloligellaceae	F	6	13	8	5	8	8	8	8	9	10	5	1	7	9	11	11	9	6	9	9	9	5	7	2	8	9	8	7	5	10	6	7	4	7	12	9	4	10	7	9	9	10	3	7	5	10	12	13	5	5	5	7	13	11	4	11	8	6	11	11	11	9	8	5	8	9	11	6	9	9	12	12	8	10	13	17	6	6	4	8	6	11	7	8	13	7	7	7	7	8	14	4	7	13	4	3	4	15	11	9
Labraceae	F	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	0	0	2	0	1	0	1	1	2	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	2	2	1	0	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
Stappiaceae	F	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0
