	1-April_family.tsv	1-August_family.tsv	1-June_family.tsv	2-April_family.tsv	2-August_family.tsv	3-April_family.tsv	4-April_family.tsv	4-August_family.tsv	5-April_family.tsv	5-August_family.tsv	6-August_family.tsv	6-June_family.tsv	7-April_family.tsv	8-April_family.tsv	9.1-August_family.tsv	9.2-August_family.tsv	Mock-April_family.tsv	Mock-August_family.tsv	Mock-June_family.tsv	N-August_family.tsv
Porticoccaceae	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotellaceae	5.0	0.0	3.0	2.0	0.0	7.0	5.0	3.0	1.0	2.0	3.0	0.0	3.0	14.0	8.0	0.0	0.0	0.0	0.0	0.0
Prolixibacteraceae	22.0	5.0	7.0	1.0	2.0	9.0	7.0	13.0	29.0	11.0	9.0	0.0	19.0	11.0	7.0	0.0	0.0	0.0	0.0	0.0
Propionibacteriaceae	0.0	1.0	5.0	3.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	67.0	5.0	0.0	0.0	0.0	0.0	0.0
Pseudanabaenaceae	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudohongiellaceae	4.0	6.0	15.0	3.0	3.0	7.0	7.0	3.0	0.0	2.0	4.0	4.0	358.0	3.0	9.0	13.0	0.0	0.0	0.0	0.0
Pseudomonadaceae	106.0	22.0	103.0	126.0	12.0	23.0	85.0	25.0	26.0	3.0	10.0	8.0	2159.0	76.0	3.0	0.0	259.0	274.0	278.0	27.0
Pseudonocardiaceae	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Puniceicoccaceae	6.0	2.0	7.0	16.0	1.0	9.0	39.0	15.0	36.0	2.0	5.0	34.0	39.0	8.0	3.0	0.0	0.0	0.0	0.0	19.0
Reyranellaceae	1.0	10.0	10.0	23.0	24.0	1.0	2.0	24.0	8.0	4.0	1.0	8.0	63.0	62.0	10.0	12.0	0.0	0.0	0.0	5.0
Rhizobiaceae	21.0	36.0	79.0	108.0	90.0	23.0	66.0	236.0	36.0	23.0	29.0	72.0	474.0	122.0	25.0	35.0	0.0	0.0	0.0	9.0
Rhizobiales Incertae Sedis	16.0	42.0	75.0	125.0	229.0	11.0	50.0	250.0	25.0	81.0	139.0	125.0	367.0	113.0	342.0	323.0	0.0	0.0	0.0	99.0
Rhodanobacteraceae	16.0	24.0	23.0	195.0	14.0	20.0	43.0	34.0	68.0	23.0	16.0	28.0	35.0	399.0	27.0	39.0	0.0	0.0	0.0	0.0
Rhodobacteraceae	173.0	271.0	1192.0	801.0	1250.0	190.0	551.0	1229.0	165.0	482.0	778.0	2303.0	2347.0	851.0	1068.0	1050.0	3.0	6.0	10.0	109.0
Rhodocyclaceae	221.0	281.0	297.0	665.0	169.0	129.0	292.0	330.0	467.0	216.0	148.0	176.0	1614.0	4607.0	136.0	264.0	1.0	0.0	4.0	208.0
Rhodomicrobiaceae	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodopirillaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodospirillaceae	1.0	5.0	1.0	2.0	17.0	0.0	1.0	47.0	2.0	15.0	13.0	0.0	26.0	3.0	9.0	10.0	0.0	0.0	0.0	0.0
Rhodothermaceae	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Rickettsiaceae	5.0	0.0	0.0	0.0	6.0	5.0	10.0	7.0	10.0	6.0	11.0	5.0	67.0	9.0	21.0	17.0	0.0	0.0	0.0	0.0
Rikenellaceae	27.0	7.0	7.0	9.0	12.0	19.0	13.0	4.0	12.0	4.0	4.0	0.0	6.0	19.0	21.0	12.0	0.0	0.0	0.0	0.0
Roseiflexaceae	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubinisphaeraceae	0.0	1.0	1.0	9.0	6.0	0.0	4.0	5.0	2.0	1.0	3.0	3.0	18.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0
Rubritaleaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubrobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae	139.0	19.0	35.0	293.0	36.0	114.0	60.0	63.0	85.0	42.0	45.0	8.0	161.0	192.0	60.0	40.0	0.0	0.0	0.0	133.0
S15A-MN91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S25-593	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SB-5	0.0	0.0	0.0	1.0	0.0	2.0	3.0	1.0	12.0	0.0	2.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
SC-I-84	9.0	87.0	95.0	355.0	78.0	11.0	48.0	138.0	79.0	79.0	128.0	102.0	54.0	81.0	21.0	17.0	0.0	0.0	0.0	31.0
SG8-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SM2D12	13.0	13.0	5.0	5.0	15.0	22.0	32.0	13.0	27.0	7.0	8.0	0.0	75.0	14.0	16.0	9.0	0.0	0.0	0.0	0.0
SS1-B-06-26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ST-12K33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharospirillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sandaracinaceae	3.0	12.0	1.0	27.0	7.0	7.0	6.0	31.0	10.0	10.0	2.0	5.0	153.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
Sanguibacteraceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saprospiraceae	50.0	20.0	21.0	29.0	14.0	34.0	47.0	19.0	103.0	31.0	34.0	34.0	27.0	860.0	21.0	21.0	0.0	0.0	0.0	24.0
Schlesneriaceae	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sedimenticolaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shewanellaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sneathiellaceae	0.0	0.0	0.0	4.0	3.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Solibacteraceae (Subgroup 3)	0.0	3.0	0.0	0.0	0.0	0.0	0.0	12.0	2.0	1.0	1.0	0.0	1.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
Solimonadaceae	5.0	7.0	7.0	4.0	6.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	33.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Solirubrobacteraceae	1.0	0.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	2.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Sphingobacteriaceae	38.0	22.0	2.0	25.0	67.0	33.0	13.0	16.0	34.0	18.0	8.0	2.0	8.0	23.0	18.0	24.0	0.0	0.0	0.0	11.0
Sphingomonadaceae	292.0	375.0	788.0	926.0	1436.0	321.0	646.0	748.0	494.0	401.0	660.0	870.0	4877.0	581.0	2007.0	1627.0	1.0	2.0	3.0	428.0
Spirochaetaceae	2.0	0.0	4.0	3.0	0.0	0.0	7.0	3.0	7.0	5.0	2.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Spirosomaceae	8152.0	15449.0	8453.0	1465.0	13527.0	9679.0	5783.0	5011.0	4627.0	4748.0	4449.0	1156.0	2224.0	2525.0	9960.0	7798.0	3.0	12.0	18.0	13035.0
Spongiibacteraceae	10.0	17.0	7.0	9.0	9.0	2.0	37.0	24.0	4.0	3.0	7.0	4.0	289.0	16.0	4.0	5.0	0.0	0.0	0.0	272.0
Sporichthyaceae	87.0	210.0	349.0	67.0	754.0	92.0	83.0	342.0	107.0	223.0	243.0	77.0	26.0	53.0	1461.0	1475.0	0.0	0.0	0.0	120.0
Staphylococcaceae	0.0	0.0	4.0	1.0	0.0	1.0	0.0	1.0	3.0	6.0	4.0	7.0	3.0	2.0	2.0	11.0	3437.0	3556.0	3689.0	0.0
Steroidobacteraceae	9.0	22.0	34.0	45.0	25.0	3.0	12.0	34.0	21.0	18.0	24.0	26.0	20.0	14.0	15.0	11.0	0.0	0.0	0.0	403.0
Streptococcaceae	3.0	2.0	7.0	8.0	2.0	3.0	3.0	5.0	0.0	6.0	3.0	0.0	1.0	20.0	2.0	0.0	0.0	0.0	0.0	0.0
Streptomycetaceae	0.0	1.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Succinivibrionaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfuricellaceae	18.0	15.0	0.0	36.0	7.0	12.0	8.0	16.0	27.0	4.0	4.0	0.0	28.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfurospirillaceae	101.0	25.0	40.0	61.0	49.0	121.0	114.0	87.0	108.0	17.0	16.0	2.0	65.0	142.0	101.0	52.0	0.0	0.0	0.0	59.0
Sulfurovaceae	0.0	2.0	0.0	3.0	3.0	2.0	1.0	2.0	3.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Synechococcales Incertae Sedis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Syntrophaceae	2.0	4.0	0.0	48.0	7.0	2.0	19.0	16.0	32.0	15.0	8.0	9.0	147.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophobacteraceae	0.0	2.0	0.0	9.0	0.0	0.0	4.0	0.0	2.0	3.0	3.0	5.0	28.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophorhabdaceae	0.0	0.0	0.0	9.0	0.0	0.0	5.0	5.0	2.0	2.0	1.0	0.0	25.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
T34	4.0	3.0	3.0	3.0	0.0	0.0	4.0	1.0	0.0	1.0	2.0	0.0	4.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
TC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRA3-20	17.0	13.0	6.0	26.0	9.0	9.0	16.0	24.0	40.0	8.0	11.0	10.0	12.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0
TSAC18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tannerellaceae	4.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Tepidisphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Terasakiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoactinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoanaerobaculaceae	0.0	0.0	0.0	10.0	3.0	0.0	2.0	4.0	2.0	4.0	6.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	20.0
Thioalkalispiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiotrichaceae	1.0	4.0	10.0	14.0	1.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	32.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiovulaceae	655.0	86.0	74.0	252.0	204.0	616.0	715.0	379.0	784.0	132.0	126.0	28.0	293.0	420.0	103.0	56.0	0.0	1.0	0.0	0.0
Trueperaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UASB-TL25	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA12409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA12411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VHS-B3-70	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0
VHS-B4-70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonellaceae	15.0	5.0	2.0	16.0	4.0	8.0	3.0	24.0	13.0	21.0	18.0	5.0	6.0	24.0	10.0	4.0	0.0	0.0	0.0	0.0
Vermiphilaceae	1.0	3.0	0.0	2.0	2.0	1.0	3.0	5.0	2.0	5.0	5.0	3.0	6.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
Verrucomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Vibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	3.0	0.0
Victivallaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	0.0	13.0	8.0	0.0	0.0	0.0	0.0
Vulgatibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WD2101 soil group	0.0	2.0	0.0	11.0	3.0	0.0	1.0	3.0	0.0	1.0	4.0	0.0	20.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0
Weeksellaceae	0.0	4.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	0.0
Woeseiaceae	0.0	2.0	0.0	3.0	0.0	0.0	2.0	4.0	11.0	4.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Wohlfahrtiimonadaceae	1.0	2.0	0.0	0.0	3.0	0.0	6.0	1.0	1.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xanthobacteraceae	14.0	23.0	16.0	108.0	114.0	20.0	32.0	88.0	25.0	26.0	28.0	32.0	283.0	119.0	42.0	28.0	0.0	0.0	0.0	1801.0
Xanthomonadaceae	95.0	137.0	113.0	582.0	103.0	85.0	209.0	274.0	283.0	128.0	187.0	253.0	157.0	291.0	83.0	86.0	0.0	1.0	1.0	90.0
Xenococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
bac2nit3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bacteriap25	0.0	1.0	0.0	15.0	3.0	0.0	1.0	9.0	5.0	0.0	4.0	4.0	22.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0
env.OPS 17	14.0	1.0	0.0	2.0	0.0	24.0	12.0	0.0	13.0	4.0	5.0	4.0	12.0	6.0	10.0	10.0	0.0	0.0	0.0	0.0
mle1-27	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	11.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
vadinBE97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
