	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Klebsiella	20.0	9.0	26.0	24.0	0.0	5.0	12.0	7.0	1.0	0.0	2.0	0.0	23.0	18.0	5.0	36.0	29.0	12.0
Kluyvera	14.0	7.0	4.0	9.0	0.0	4.0	5.0	5.0	0.0	1.0	0.0	0.0	15.0	22.0	2.0	3.0	2.0	0.0
Kosakonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	11.0	4.0
Koukoulia	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Kouleothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
Kurthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Labrys	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	2.0	1.0	0.0	0.0	0.0
Lachnoclostridium	7.0	0.0	0.0	3.0	0.0	9.0	0.0	0.0	8.0	1.0	1.0	0.0	0.0	4.0	5.0	0.0	0.0	0.0
Lachnoclostridium 5	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospira	1.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0
Lachnospiraceae FCS020 group	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Lachnospiraceae NC2004 group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae ND3007 group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Lachnospiraceae NK3A20 group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Lachnospiraceae NK4A136 group	8.0	0.0	0.0	23.0	0.0	10.0	3.0	1.0	8.0	1.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0
Lachnospiraceae UCG-004	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Lachnotalea	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lacibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Lacibacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Lacihabitans	47.0	6.0	27.0	31.0	5.0	53.0	54.0	24.0	72.0	20.0	6.0	69.0	27.0	34.0	6.0	0.0	0.0	0.0
Lactobacillus	0.0	4.0	5.0	1.0	3.0	2.0	2.0	4.0	0.0	11.0	5.0	13.0	1.0	7.0	2.0	1727.0	1693.0	1817.0
Lactococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
Lacunisphaera	12.0	20.0	17.0	30.0	20.0	18.0	46.0	54.0	56.0	47.0	21.0	52.0	158.0	18.0	9.0	0.0	0.0	0.0
Laribacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Lautropia	4.0	3.0	10.0	24.0	6.0	5.0	2.0	26.0	32.0	21.0	24.0	1.0	2.0	123.0	13.0	0.0	0.0	0.0
Leadbetterella	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leeia	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Legionella	26.0	32.0	13.0	37.0	31.0	17.0	27.0	71.0	20.0	31.0	31.0	16.0	327.0	56.0	22.0	0.0	0.0	0.0
Leifsonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lelliottia	3.0	6.0	8.0	16.0	0.0	1.0	5.0	12.0	0.0	1.0	2.0	0.0	6.0	10.0	9.0	0.0	0.0	0.0
Lentimonas	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0	6.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Lentisphaera	5.0	5.0	8.0	3.0	12.0	1.0	5.0	7.0	6.0	3.0	7.0	7.0	25.0	0.0	5.0	0.0	0.0	0.0
Leptolinea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptolyngbya LEGE-06070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptospira	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	0.0	0.0	33.0	2.0	0.0	0.0	0.0
Leptospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Leptothrix	36.0	40.0	43.0	77.0	13.0	17.0	31.0	94.0	31.0	42.0	26.0	49.0	23.0	224.0	10.0	0.0	0.0	0.0
Leucobacter	0.0	1.0	2.0	2.0	6.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0
Leuconostoc	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lewinella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Limnobacter	15.0	13.0	9.0	11.0	15.0	11.0	14.0	44.0	17.0	9.0	13.0	5.0	20.0	16.0	7.0	0.0	0.0	0.0
Limnohabitans	9139.0	12137.0	14418.0	13463.0	10530.0	8449.0	12674.0	16512.0	10135.0	19626.0	20324.0	26083.0	4172.0	5800.0	4523.0	8.0	20.0	41.0
Listeria	0.0	2.0	7.0	1.0	2.0	0.0	1.0	2.0	0.0	4.0	2.0	12.0	0.0	6.0	5.0	2798.0	2666.0	2967.0
Loktanella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Luteibacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Luteimonas	0.0	1.0	0.0	4.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Luteitalea	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Luteolibacter	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0
Lutispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Lysinibacillus	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysinimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysobacter	1.0	7.0	9.0	22.0	4.0	3.0	2.0	18.0	5.0	1.0	6.0	3.0	6.0	74.0	2.0	0.0	0.0	0.0
Lyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M2PT2-76 termite group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MD3-55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
MM1	0.0	2.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MM2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MND1	9.0	18.0	19.0	70.0	22.0	4.0	14.0	46.0	27.0	20.0	10.0	12.0	9.0	12.0	0.0	0.0	0.0	0.0
MSBL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
MWH-Ta3	1.0	91.0	86.0	4.0	157.0	7.0	11.0	123.0	5.0	83.0	63.0	20.0	2.0	4.0	33.0	0.0	0.0	0.0
MWH-UniP1 aquatic group	0.0	2.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	3.0	4.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0
Macellibacteroides	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Macrococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetococcus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
Magnetospira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetospirillum	0.0	4.0	1.0	1.0	7.0	2.0	3.0	21.0	2.0	3.0	4.0	0.0	37.0	0.0	3.0	0.0	0.0	0.0
Malikia	285.0	11.0	100.0	642.0	34.0	354.0	284.0	30.0	536.0	41.0	25.0	128.0	133.0	78.0	13.0	0.0	0.0	0.0
Mangrovibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinagarivorans	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Marinimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinoscillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Marivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marmoricola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Massilia	513.0	44.0	37.0	590.0	17.0	353.0	355.0	75.0	493.0	32.0	14.0	11.0	262.0	189.0	2.0	1.0	0.0	0.0
Megamonas	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	6.0	3.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0
Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Meniscus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mesorhizobium	1.0	1.0	10.0	15.0	6.0	1.0	3.0	13.0	1.0	4.0	2.0	9.0	36.0	17.0	3.0	0.0	0.0	0.0
Methylibium	0.0	1.0	0.0	3.0	0.0	3.0	0.0	5.0	4.0	3.0	11.0	0.0	5.0	2.0	13.0	0.0	0.0	0.0
Methylobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylobacterium	2.0	0.0	6.0	5.0	0.0	3.0	2.0	0.0	1.0	0.0	2.0	0.0	643.0	2.0	2.0	0.0	0.0	0.0
Methyloceanibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Methylocystis	0.0	2.0	0.0	7.0	3.0	0.0	0.0	6.0	0.0	6.0	4.0	7.0	20.0	3.0	4.0	0.0	0.0	0.0
Methylomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methyloparacoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0
Methylophilus	11.0	12.0	23.0	10.0	9.0	12.0	11.0	59.0	11.0	16.0	17.0	18.0	7.0	6.0	1.0	0.0	0.0	0.0
Methylorosula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	45.0	15.0	0.0	0.0	0.0
Methylosinus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Methylotenera	428.0	72.0	188.0	107.0	11.0	117.0	206.0	66.0	116.0	27.0	36.0	78.0	567.0	154.0	17.0	0.0	1.0	0.0
Methyloversatilis	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Methylovorus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microbacterium	1.0	0.0	4.0	18.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Microlunatus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micromonospora	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micropepsis	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micropruina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0
Microvirga	0.0	0.0	0.0	2.0	5.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
Microvirgula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mitsuaria	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moraxella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Morganella	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mucilaginibacter	11.0	6.0	0.0	16.0	7.0	11.0	14.0	5.0	17.0	6.0	0.0	0.0	3.0	7.0	2.0	0.0	0.0	0.0
Mucinivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mucispirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycoplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nannocystis	0.0	1.0	0.0	5.0	1.0	0.0	0.0	4.0	0.0	1.0	2.0	0.0	10.0	70.0	0.0	0.0	0.0	0.0
Negativibacillus	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Neisseria	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Neorhizobium	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Nevskia	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Nitratireductor	0.0	2.0	7.0	8.0	11.0	0.0	0.0	14.0	1.0	3.0	7.0	10.0	33.0	4.0	6.0	0.0	0.0	0.0
Nitrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Nitrosomonas	1.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	1.0	2.0	2.0	0.0	21.0	50.0	3.0	0.0	0.0	0.0
Nitrosospira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Nitrospira	6.0	7.0	5.0	50.0	15.0	7.0	21.0	29.0	43.0	13.0	8.0	0.0	247.0	662.0	6.0	0.0	0.0	0.0
Nitrospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Niveibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Niveispirillum	0.0	11.0	4.0	0.0	37.0	0.0	3.0	89.0	0.0	19.0	7.0	2.0	9.0	0.0	2.0	0.0	0.0	0.0
Nocardioides	0.0	2.0	3.0	3.0	4.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0
Nordella	3.0	6.0	2.0	16.0	33.0	2.0	4.0	8.0	1.0	4.0	6.0	2.0	36.0	5.0	7.0	0.0	0.0	0.0
Novibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Noviherbaspirillum	25.0	5.0	14.0	23.0	0.0	34.0	29.0	7.0	49.0	29.0	83.0	12.0	26.0	11.0	14.0	0.0	0.0	0.0
Novispirillum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Novosphingobium	38.0	47.0	156.0	188.0	213.0	47.0	91.0	258.0	122.0	95.0	175.0	303.0	796.0	149.0	359.0	0.0	0.0	0.0
OLB12	0.0	2.0	0.0	1.0	3.0	0.0	5.0	0.0	10.0	2.0	1.0	0.0	4.0	22.0	1.0	0.0	0.0	0.0
OLB15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
OLB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
OM27 clade	0.0	6.0	3.0	23.0	2.0	0.0	3.0	46.0	7.0	30.0	52.0	40.0	48.0	12.0	12.0	0.0	0.0	0.0
OM43 clade	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
OM60(NOR5) clade	2.0	2.0	0.0	3.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	7.0	10.0	0.0	0.0	0.0	0.0
Oceanobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Ochrobactrum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Odoribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oleiphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oleomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Oligoflexus	11.0	3.0	3.0	6.0	3.0	3.0	9.0	4.0	7.0	4.0	4.0	0.0	120.0	1.0	0.0	0.0	0.0	0.0
Opitutus	1.0	6.0	3.0	7.0	6.0	3.0	5.0	32.0	6.0	8.0	7.0	6.0	38.0	7.0	2.0	0.0	0.0	0.0
Ornithinibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
Oscillibacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ottowia	0.0	5.0	0.0	3.0	0.0	0.0	2.0	1.0	3.0	6.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
Oxalicibacterium	5.0	0.0	0.0	7.0	0.0	2.0	4.0	2.0	10.0	2.0	2.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0
Oxalobacter	0.0	0.0	0.0	5.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
Oxobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenarthrobacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenibacillus	4.0	7.0	3.0	6.0	15.0	0.0	1.0	47.0	4.0	21.0	12.0	11.0	0.0	5.0	1.0	0.0	1.0	0.0
Paeniclostridium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenirhodobacter	0.0	2.0	19.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenisporosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Pajaroellobacter	0.0	1.0	0.0	4.0	0.0	0.0	3.0	0.0	2.0	2.0	4.0	0.0	2.0	32.0	0.0	0.0	0.0	0.0
Paludibacter	5.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	5.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Paludibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0
Paludibaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0
Paludisphaera	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Panacagrimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0
Pantoea	5.0	21.0	21.0	3.0	8.0	0.0	3.0	23.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	3.0	2.0
Parabacteroides	1.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Parablastomonas	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Paraclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paracoccus	0.0	1.0	4.0	8.0	4.0	0.0	4.0	0.0	2.0	2.0	4.0	0.0	15.0	32.0	2.0	0.0	0.0	0.0
Paraperlucidibaca	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
Parapusillimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pararhodospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Patulibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paucibacter	19.0	11.0	14.0	25.0	11.0	11.0	15.0	34.0	26.0	18.0	9.0	7.0	9.0	16.0	0.0	0.0	0.0	0.0
Pectobacterium	0.0	14.0	15.0	0.0	3.0	0.0	0.0	64.0	0.0	2.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Pedobacter	25.0	1.0	3.0	8.0	2.0	12.0	15.0	0.0	23.0	1.0	0.0	0.0	5.0	33.0	2.0	0.0	0.0	0.0
Pedomicrobium	0.0	4.0	7.0	37.0	22.0	1.0	7.0	22.0	6.0	12.0	10.0	5.0	60.0	23.0	5.0	0.0	0.0	0.0
