	9.1	9.2	8	7	6	5	4	P	3	2	1	N
Synergistaceae	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Syntrophaceae	2.0	0.0	2.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Syntrophobacteraceae	0.0	0.0	1.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophorhabdaceae	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
T34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
TRA3-20	4.0	0.0	1.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0
TSAC18	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tannerellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0
Tepidisphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Thalassobaculaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoactinomycetaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoanaerobaculaceae	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiotrichaceae	2.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0
Thiovulaceae	31.0	1.0	26.0	0.0	42.0	0.0	0.0	1.0	0.0	0.0	135.0	0.0
UASB-TL25	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UBA12409	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unknown Family	13.0	0.0	16.0	0.0	41.0	0.0	0.0	1.0	0.0	0.0	59.0	0.0
VHS-B3-70	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonellaceae	1.0	0.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
Vermiphilaceae	14.0	0.0	8.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Verrucomicrobiaceae	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vibrionaceae	0.0	0.0	0.0	0.0	1.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Victivallaceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
WD2101 soil group	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Weeksellaceae	25.0	1.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Woeseiaceae	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Wohlfahrtiimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
Xanthobacteraceae	34.0	1.0	26.0	0.0	59.0	0.0	0.0	2.0	0.0	0.0	40.0	0.0
Xanthomonadaceae	89.0	1.0	51.0	0.0	421.0	0.0	0.0	5.0	0.0	0.0	207.0	0.0
Xenococcaceae	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
bac2nit3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
bacteriap25	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
env.OPS 17	14.0	0.0	8.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
mle1-27	1.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
uncultured	31.0	0.0	26.0	0.0	36.0	0.0	0.0	1.0	0.0	0.0	43.0	0.0
