	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Bdellovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Beggiatoa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beggiatoaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beijerinckia	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	8.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Beijerinckiaceae (uncultured)	0.0	1.0	3.0	13.0	5.0	0.0	2.0	13.0	7.0	2.0	2.0	0.0	38.0	12.0	4.0	3.0	0.0	0.0	0.0	0.0
Belnapia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastocatellaceae (uncultured)	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastochloris	0.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	4.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
Blastomonas	0.0	1.0	0.0	3.0	4.0	0.0	6.0	1.0	3.0	1.0	2.0	0.0	7.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Blastopirellula	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia	16.0	5.0	4.0	23.0	8.0	32.0	12.0	5.0	32.0	13.0	8.0	2.0	11.0	64.0	6.0	0.0	0.0	0.0	0.0	3.0
Bordetella	14.0	6.0	10.0	19.0	4.0	10.0	8.0	7.0	11.0	6.0	11.0	10.0	4.0	21.0	6.0	14.0	0.0	0.0	0.0	5.0
Bosea	0.0	1.0	4.0	5.0	7.0	1.0	3.0	15.0	0.0	3.0	4.0	4.0	30.0	9.0	3.0	9.0	0.0	0.0	0.0	0.0
Boseongicola	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brachybacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Brachymonas	90.0	68.0	71.0	103.0	60.0	47.0	103.0	70.0	76.0	90.0	102.0	138.0	26.0	69.0	22.0	38.0	0.0	0.0	0.0	28.0
Bradyrhizobium	8.0	5.0	10.0	68.0	27.0	7.0	19.0	30.0	10.0	13.0	20.0	6.0	157.0	73.0	32.0	11.0	0.0	0.0	0.0	1848.0
Brenneria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacterium	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Brevundimonas	20.0	4.0	12.0	132.0	45.0	50.0	70.0	27.0	54.0	14.0	22.0	39.0	363.0	49.0	33.0	24.0	0.0	0.0	0.0	0.0
Brochothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brooklawnia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brucella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bryobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Buchnera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
Budvicia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Burkholderia-Caballeronia-Paraburkholderia	507.0	325.0	390.0	640.0	194.0	315.0	509.0	473.0	484.0	410.0	568.0	483.0	352.0	718.0	148.0	220.0	2.0	0.0	1.0	184.0
Burkholderiaceae (uncultured)	362.0	302.0	425.0	599.0	238.0	317.0	426.0	435.0	483.0	477.0	476.0	708.0	194.0	358.0	142.0	203.0	1.0	0.0	0.0	245.0
Buttiauxella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricicoccus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio 2	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Byssovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-B045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C39	0.0	5.0	4.0	4.0	6.0	5.0	4.0	9.0	0.0	10.0	8.0	0.0	6.0	2.0	16.0	20.0	0.0	0.0	0.0	14.0
CL500-29 marine group	1.0	4.0	20.0	13.0	7.0	3.0	2.0	22.0	4.0	22.0	18.0	0.0	1.0	24.0	99.0	95.0	0.0	0.0	0.0	0.0
CL500-3	0.0	2.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
CM1G08	3.0	0.0	0.0	7.0	0.0	0.0	8.0	0.0	7.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Caedibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caedibacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Caenimonas	19.0	23.0	16.0	24.0	4.0	15.0	18.0	25.0	33.0	27.0	29.0	25.0	10.0	37.0	7.0	13.0	0.0	0.0	0.0	5.0
Caldilineaceae (uncultured)	0.0	1.0	0.0	2.0	2.0	0.0	2.0	2.0	3.0	0.0	1.0	0.0	1.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0
Caldimonas	2.0	1.0	0.0	1.0	0.0	0.0	3.0	6.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Calothrix KVSF5	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Calothrix PCC-6303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Camelimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caminicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter	3.0	0.0	0.0	0.0	0.0	4.0	2.0	4.0	7.0	7.0	2.0	0.0	0.0	6.0	13.0	9.0	0.0	0.0	0.0	0.0
Candidatus Accumulibacter	10.0	6.0	3.0	18.0	2.0	8.0	7.0	8.0	12.0	9.0	1.0	10.0	57.0	41.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Actinomarina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Alysiosphaera	0.0	0.0	6.0	5.0	7.0	0.0	1.0	1.0	0.0	3.0	6.0	2.0	5.0	30.0	2.0	3.0	0.0	0.0	0.0	0.0
Candidatus Amoebophilus	1.0	2.0	0.0	0.0	0.0	9.0	3.0	0.0	1.0	2.0	3.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Anammoximicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Ancillula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Annandia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Aquiluna	8.0	97.0	97.0	26.0	141.0	25.0	11.0	52.0	6.0	42.0	50.0	7.0	1.0	6.0	48.0	31.0	0.0	0.0	0.0	125.0
Candidatus Aquirestis	26.0	2.0	0.0	12.0	0.0	20.0	7.0	0.0	37.0	5.0	19.0	6.0	12.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bacilloplasma	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bealeia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Benitsuchiphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0
Candidatus Berkiella	1.0	2.0	0.0	3.0	0.0	0.0	1.0	3.0	0.0	2.0	2.0	0.0	15.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Blochmannia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Captivus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Candidatus Competibacter	0.0	0.0	0.0	9.0	0.0	0.0	3.0	1.0	2.0	1.0	3.0	0.0	25.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Endoecteinascidia	0.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	11.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Endomicrobium	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Finniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Flaviluna	0.0	4.0	6.0	0.0	8.0	0.0	0.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Glomeribacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Gortzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Hartigia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Jidaibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Kinetoplastibacterium	2.0	3.0	0.0	4.0	4.0	3.0	2.0	4.0	1.0	5.0	6.0	1.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Liberibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Limnoluna	0.0	7.0	18.0	2.0	14.0	0.0	0.0	6.0	4.0	8.0	4.0	3.0	0.0	0.0	7.0	11.0	0.0	0.0	0.0	8.0
Candidatus Megaira	1.0	2.0	0.0	0.0	0.0	5.0	7.0	3.0	9.0	2.0	1.0	0.0	19.0	7.0	17.0	17.0	0.0	0.0	0.0	0.0
Candidatus Methylomirabilis	2.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Methylopumilus	5.0	1.0	4.0	3.0	0.0	2.0	0.0	4.0	3.0	3.0	5.0	4.0	3.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Microthrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Midichloria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Moduliflexus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Nitrotoga	0.0	0.0	0.0	4.0	0.0	0.0	2.0	2.0	6.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Omnitrophus	3.0	3.0	7.0	7.0	6.0	16.0	22.0	14.0	36.0	27.0	11.0	20.0	8.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Candidatus Ovatusbacter	5.0	1.0	0.0	1.0	1.0	2.0	3.0	1.0	4.0	0.0	0.0	0.0	13.0	3.0	0.0	0.0	0.0	0.0	0.0	11.0
Candidatus Paracaedibacter	1.0	2.0	3.0	2.0	2.0	0.0	0.0	4.0	3.0	1.0	0.0	0.0	11.0	2.0	20.0	11.0	0.0	0.0	0.0	0.0
Candidatus Planktoluna	10.0	25.0	108.0	10.0	46.0	14.0	13.0	17.0	9.0	26.0	22.0	21.0	2.0	8.0	54.0	28.0	0.0	0.0	0.0	15.0
Candidatus Planktophila	5.0	6.0	8.0	7.0	4.0	3.0	6.0	21.0	6.0	16.0	15.0	0.0	1.0	5.0	89.0	66.0	0.0	0.0	0.0	0.0
Candidatus Portiera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Profftella	2.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Regiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Candidatus Saccharimonas	0.0	1.0	0.0	1.0	4.0	0.0	0.0	2.0	3.0	0.0	4.0	0.0	0.0	9.0	6.0	0.0	0.0	0.0	0.0	0.0
Candidatus Soleaferrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Solibacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Stammerula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Symbiobacter	88.0	141.0	127.0	117.0	82.0	64.0	138.0	110.0	76.0	121.0	149.0	182.0	49.0	63.0	30.0	49.0	0.0	0.0	0.0	49.0
Candidatus Tenderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Tremblaya	0.0	1.0	0.0	4.0	0.0	2.0	0.0	3.0	6.0	2.0	2.0	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Trichorickettsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Turbabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Udaeobacter	0.0	0.0	0.0	4.0	0.0	3.0	0.0	4.0	0.0	6.0	0.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Vidania	7.0	6.0	7.0	12.0	5.0	6.0	5.0	10.0	8.0	7.0	11.0	15.0	3.0	13.0	2.0	7.0	0.0	0.0	0.0	0.0
Candidatus Xiphinematobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Zinderia	3.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidimonas	2.0	1.0	0.0	4.0	0.0	0.0	3.0	2.0	1.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Capnocytophaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caproiciproducens	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Cardiobacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carnobacterium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Castellaniella	5.0	3.0	11.0	6.0	4.0	7.0	7.0	2.0	3.0	7.0	7.0	7.0	0.0	4.0	3.0	4.0	0.0	0.0	0.0	6.0
Catellicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulobacter	9.0	2.0	1.0	44.0	20.0	11.0	25.0	52.0	15.0	8.0	10.0	10.0	166.0	20.0	10.0	18.0	0.0	0.0	0.0	0.0
Caulobacteraceae (uncultured)	2.0	1.0	0.0	8.0	7.0	1.0	2.0	5.0	2.0	2.0	1.0	0.0	19.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Cavicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cedecea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Celeribacter	1.0	0.0	1.0	5.0	6.0	2.0	5.0	3.0	0.0	1.0	2.0	3.0	19.0	5.0	6.0	5.0	0.0	0.0	0.0	0.0
Cellulomonas	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Cellvibrio	2.0	5.0	3.0	5.0	0.0	1.0	3.0	23.0	0.0	2.0	0.0	0.0	8.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Cellvibrionaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cephaloticoccus	6.0	0.0	4.0	13.0	0.0	14.0	10.0	12.0	11.0	19.0	10.0	5.0	24.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Cerasicoccus	4.0	1.0	0.0	20.0	0.0	8.0	10.0	24.0	21.0	39.0	36.0	0.0	36.0	3.0	17.0	10.0	0.0	0.0	0.0	5.0
Cereibacter	8.0	42.0	68.0	42.0	212.0	12.0	21.0	177.0	11.0	63.0	106.0	78.0	110.0	23.0	157.0	177.0	0.0	0.0	0.0	14.0
Cetobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chalicogloea CCALA 975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelativorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelatococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinibacter	0.0	5.0	2.0	0.0	7.0	0.0	1.0	21.0	0.0	2.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Chitinilyticum	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinimonas	0.0	3.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinivorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Chitinophaga	4.0	1.0	0.0	1.0	0.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinophagaceae (uncultured)	28.0	12.0	5.0	16.0	15.0	25.0	21.0	18.0	58.0	31.0	30.0	11.0	8.0	102.0	22.0	32.0	0.0	0.0	0.0	16.0
Christensenellaceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenellaceae R-7 group	13.0	3.0	6.0	37.0	2.0	14.0	8.0	10.0	10.0	6.0	10.0	4.0	7.0	37.0	9.0	0.0	0.0	0.0	0.0	0.0
Chromatiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromatium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium	4.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsis PCC-6712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium	5.0	3.0	0.0	1.0	1.0	13.0	3.0	1.0	8.0	5.0	0.0	0.0	0.0	2.0	4.0	2.0	0.0	0.0	0.0	6.0
Chryseoglobus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseolinea	1.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Chryseomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthoniobacter	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthonobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ciceribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citreicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citrobacter	1.0	1.0	2.0	4.0	4.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	57.0	70.0	63.0	0.0
