	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Subtercola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Succiniclasticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Succinivibrio	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfitobacter	4.0	8.0	41.0	28.0	37.0	10.0	10.0	37.0	10.0	20.0	33.0	62.0	58.0	54.0	51.0	65.0	0.0	0.0	0.0	6.0
Sulfuricella	5.0	2.0	2.0	3.0	0.0	4.0	5.0	6.0	10.0	6.0	7.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfuricurvum	144.0	34.0	41.0	154.0	113.0	271.0	384.0	258.0	404.0	96.0	87.0	11.0	118.0	259.0	80.0	66.0	0.0	0.0	0.0	0.0
Sulfuriferula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfurifustis	1.0	0.0	8.0	4.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0	26.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfurimonas	435.0	30.0	24.0	59.0	39.0	351.0	292.0	93.0	391.0	37.0	36.0	1.0	114.0	125.0	43.0	28.0	0.0	0.0	0.0	0.0
Sulfurisoma	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Sulfuritalea	31.0	41.0	57.0	93.0	28.0	13.0	61.0	31.0	82.0	22.0	15.0	53.0	56.0	93.0	13.0	14.0	0.0	0.0	0.0	11.0
Sulfurospirillum	78.0	32.0	37.0	31.0	45.0	113.0	111.0	61.0	106.0	22.0	23.0	2.0	31.0	118.0	91.0	64.0	0.0	0.0	0.0	62.0
Sulfurovum	24.0	3.0	0.0	5.0	4.0	52.0	23.0	5.0	42.0	10.0	5.0	0.0	7.0	48.0	84.0	103.0	0.0	0.0	0.0	6.0
Sutterella	17.0	6.0	13.0	8.0	1.0	13.0	6.0	9.0	12.0	12.0	9.0	8.0	4.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
Sva0081 sediment group	0.0	1.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Sva0996 marine group	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Symbiobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Symphothece PCC-7002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Symploca PCC-8002	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Synechococcus CC9902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0
Synechocystis PCC-6803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophaceae (uncultured)	2.0	2.0	0.0	4.0	2.0	0.0	7.0	3.0	12.0	4.0	3.0	0.0	24.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophobacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophobacteraceae (uncultured)	0.0	1.0	0.0	4.0	0.0	0.0	2.0	2.0	2.0	3.0	1.0	0.0	13.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophorhabdus	0.0	0.0	0.0	2.0	0.0	0.0	2.0	6.0	4.0	2.0	1.0	0.0	26.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Syntrophus	2.0	2.0	0.0	1.0	0.0	4.0	8.0	9.0	13.0	2.0	4.0	2.0	36.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0
TPD-58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tabrizicola	8.0	36.0	634.0	52.0	170.0	17.0	48.0	225.0	10.0	129.0	208.0	1124.0	142.0	41.0	260.0	219.0	0.0	0.0	1.0	17.0
Taeseokella	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tahibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Taibaiella	2.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	3.0	1.0	2.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Taonella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Tardiphaga	0.0	1.0	0.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	1.0	3.0	0.0	0.0	0.0	0.0	7.0
Tateyamaria	0.0	1.0	1.0	3.0	1.0	0.0	1.0	4.0	0.0	2.0	1.0	5.0	1.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0
Tatumella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0
Taylorella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Telluria	0.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	4.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Telmatospirillum	0.0	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tenacibaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tepidibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tepidicella	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tepidimonas	1.0	2.0	0.0	3.0	0.0	0.0	2.0	2.0	5.0	1.0	1.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Terasakiellaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Terrimonas	7.0	5.0	4.0	2.0	10.0	4.0	12.0	17.0	22.0	18.0	12.0	7.0	2.0	144.0	12.0	9.0	0.0	0.0	0.0	3.0
Terrisporobacter	0.0	0.0	0.0	1.0	7.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	16.0
Tessaracoccus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Tetragenococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
Tetrasphaera	0.0	1.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	33.0	1.0	0.0	0.0	0.0	0.0	6.0
Thalassobius	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thalassococcus	0.0	0.0	1.0	2.0	3.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	5.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
Thauera	5.0	9.0	9.0	33.0	5.0	11.0	8.0	4.0	15.0	6.0	3.0	5.0	18.0	82.0	8.0	17.0	0.0	0.0	0.0	6.0
Thermoanaerobaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermoflexibacter	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thermomonas	1.0	1.0	0.0	23.0	1.0	3.0	3.0	4.0	7.0	5.0	2.0	7.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
Thioalkalispira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiobacillus	5.0	9.0	1.0	19.0	3.0	4.0	15.0	10.0	22.0	10.0	5.0	8.0	101.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiocapsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thioclava	0.0	1.0	9.0	3.0	2.0	0.0	2.0	3.0	2.0	2.0	1.0	9.0	10.0	7.0	3.0	10.0	0.0	0.0	0.0	0.0
Thiohalorhabdaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thiomonas	8.0	4.0	4.0	12.0	3.0	6.0	5.0	2.0	13.0	4.0	4.0	5.0	4.0	10.0	2.0	0.0	0.0	0.0	0.0	0.0
Thiothrix	0.0	3.0	10.0	7.0	2.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	35.0	19.0	1.0	0.0	0.0	0.0	0.0	0.0
Thiotrichaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Thorsellia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
Tibeticola	10.0	7.0	9.0	14.0	4.0	11.0	10.0	6.0	7.0	4.0	10.0	10.0	3.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0
Tissierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Tistrella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tolumonas	26.0	66.0	98.0	16.0	35.0	13.0	26.0	49.0	4.0	4.0	3.0	3.0	50.0	59.0	10.0	3.0	0.0	0.0	0.0	0.0
Trabulsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Treponema	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Treponema 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Trichococcus	16.0	1.0	1.0	33.0	4.0	22.0	16.0	0.0	17.0	13.0	6.0	3.0	12.0	105.0	3.0	0.0	1.0	1.0	0.0	19.0
Trichodesmium IMS101	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tropicibacter	0.0	3.0	6.0	13.0	13.0	2.0	4.0	11.0	0.0	8.0	4.0	8.0	17.0	3.0	18.0	11.0	0.0	0.0	0.0	0.0
Tropicimonas	0.0	3.0	3.0	3.0	6.0	0.0	3.0	11.0	0.0	8.0	4.0	9.0	9.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0
Truepera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tumebacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tunicatimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tychonema CCAP 1459-11B	1.0	0.0	0.0	3.0	0.0	4.0	173.0	0.0	6.0	0.0	1.0	0.0	0.0	4.0	2.0	15.0	0.0	0.0	0.0	0.0
Tyzzerella 3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
U29-B03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
UBA6140	0.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	7.0	4.0	5.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
UKL13-1	0.0	3.0	1.0	1.0	1.0	0.0	3.0	0.0	12.0	1.0	0.0	0.0	62.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Uliginosibacterium	3.0	12.0	6.0	2.0	31.0	2.0	10.0	35.0	13.0	7.0	15.0	0.0	4.0	8.0	1.0	0.0	0.0	0.0	0.0	6.0
Undibacterium	69.0	27.0	40.0	46.0	23.0	58.0	66.0	47.0	99.0	57.0	40.0	68.0	21.0	40.0	18.0	28.0	0.0	0.0	0.0	26.0
Unknown&nbsp;Family (uncultured)	3.0	10.0	11.0	11.0	3.0	1.0	8.0	22.0	22.0	7.0	16.0	9.0	134.0	8.0	1.0	0.0	0.0	0.0	0.0	184.0
Ureibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vadicella	0.0	2.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Vagococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0
Variovorax	516.0	309.0	343.0	772.0	292.0	430.0	651.0	407.0	566.0	554.0	560.0	635.0	183.0	407.0	111.0	177.0	1.0	4.0	1.0	179.0
Veillonella	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Veillonellaceae (uncultured)	0.0	0.0	4.0	5.0	0.0	1.0	3.0	4.0	5.0	1.0	4.0	0.0	0.0	5.0	2.0	3.0	0.0	0.0	0.0	0.0
Verminephrobacter	15.0	5.0	12.0	7.0	9.0	8.0	7.0	13.0	7.0	12.0	18.0	9.0	2.0	5.0	1.0	0.0	0.0	0.0	0.0	9.0
Verruc-01	9.0	1.0	8.0	30.0	1.0	15.0	27.0	34.0	38.0	47.0	29.0	18.0	37.0	4.0	17.0	3.0	0.0	0.0	0.0	9.0
Verrucomicrobiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Verrucomicrobium	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Verticia	9.0	3.0	10.0	6.0	0.0	2.0	3.0	6.0	2.0	10.0	8.0	0.0	3.0	7.0	6.0	15.0	0.0	0.0	0.0	4.0
Vibrio	1.0	0.0	0.0	1.0	0.0	4.0	2.0	2.0	5.0	0.0	1.0	0.0	7.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0
Vibrionimonas	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vicinamibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Victivallis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Virgibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Vitreoscilla	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vogesella	4.0	6.0	18.0	9.0	11.0	1.0	2.0	16.0	3.0	3.0	3.0	13.0	17.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Vulcanibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vulcaniibacterium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
WCHB1-32	4.0	0.0	0.0	0.0	0.0	4.0	1.0	3.0	4.0	2.0	2.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Weissella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Winogradskyella	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Woeseia	0.0	2.0	0.0	1.0	0.0	0.0	3.0	1.0	8.0	2.0	2.0	0.0	3.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Wolbachia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
XBB1006	1.0	0.0	0.0	3.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Xanthobacter	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xanthobacteraceae (uncultured)	2.0	6.0	6.0	47.0	37.0	10.0	9.0	28.0	5.0	16.0	9.0	15.0	94.0	14.0	15.0	10.0	0.0	0.0	0.0	14.0
Xanthomonadaceae (uncultured)	0.0	2.0	0.0	9.0	1.0	1.0	4.0	3.0	4.0	0.0	1.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0
Xanthomonas	1.0	0.0	0.0	9.0	0.0	5.0	0.0	3.0	5.0	2.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Xenophilus	6.0	8.0	6.0	8.0	9.0	6.0	3.0	3.0	7.0	6.0	9.0	8.0	2.0	6.0	2.0	3.0	0.0	0.0	0.0	0.0
Xenorhabdus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
Xuhuaishuia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xylella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Xylophilus	22.0	17.0	13.0	35.0	8.0	18.0	29.0	23.0	24.0	20.0	26.0	27.0	13.0	30.0	6.0	7.0	0.0	0.0	0.0	5.0
Yangia	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Yersinia	6.0	0.0	8.0	4.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	6.0	2.0	1.0	0.0	20.0	19.0	18.0	5.0
Yokenella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	7.0	5.0	0.0
Yonghaparkia	0.0	3.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Youngiibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Z-35	0.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	2.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Z20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zavarzinella	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zhihengliuella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Zoogloea	10.0	9.0	18.0	9.0	7.0	4.0	10.0	8.0	9.0	22.0	12.0	1.0	24.0	483.0	22.0	60.0	0.0	0.0	0.0	28.0
Zymomonas	0.0	2.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	7.0	17.0	2.0	4.0	0.0	0.0	0.0	0.0	0.0
Zymophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
[Agitococcus] lubricus group	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
[Aquaspirillum] arcticum group	14.0	4.0	7.0	26.0	3.0	10.0	15.0	0.0	16.0	4.0	7.0	10.0	3.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
[Cytophaga] xylanolytica group	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Desulfobacterium] catecholicum group	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] brachy group	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] coprostanoligenes group	3.0	0.0	0.0	6.0	0.0	1.0	0.0	3.0	3.0	3.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] eligens group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] hallii group	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] nodatum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] ruminantium group	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] ventriosum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Eubacterium] xylanophilum group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Polyangium] brachysporum group	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
[Ruminococcus] gauvreauii group	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
[Ruminococcus] gnavus group	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
[Ruminococcus] torques group	6.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0
alphaI cluster	2.0	4.0	6.0	19.0	5.0	5.0	5.0	23.0	13.0	5.0	9.0	10.0	80.0	15.0	17.0	19.0	0.0	0.0	0.0	0.0
dgA-11 gut group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
endosymbionts2	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
endosymbionts3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
