"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Spirosoma pollinicola"	"S"	2057025	144	70	6	NA	NA	125	144	61	NA	NA	8	50	1	0.02745	0.02745	0.0156	NA	NA	0.01727	0.02044	0.009792	NA	NA	0.00644	0.006157	0.00251	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma montaniterrae"	"S"	1178516	16	11	NA	NA	NA	15	16	5	NA	NA	1	8	NA	0.004314	0.004314	NA	NA	NA	0.002072	0.002271	0.0008026	NA	NA	0.000805	0.0009851	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma radiotolerans"	"S"	1379870	7	4	1	NA	NA	2	7	5	NA	NA	NA	2	NA	0.002601	0.001569	0.002601	NA	NA	0.0002763	0.0009934	0.0008026	NA	NA	NA	0.0002463	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma aerolatum"	"S"	1211326	9	2	1	NA	NA	9	5	3	NA	NA	1	4	NA	0.002601	0.0007844	0.002601	NA	NA	0.001243	0.0007096	0.0004816	NA	NA	0.000805	0.0004925	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma rigui"	"S"	564064	30	2	NA	NA	NA	9	30	19	NA	NA	1	4	NA	0.004257	0.0007844	NA	NA	NA	0.001243	0.004257	0.00305	NA	NA	0.000805	0.0004925	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Cytophaga"	"G"	978	1938	652	70	NA	NA	1437	1938	1124	3	NA	76	697	46	0.275	0.2557	0.182	NA	NA	0.1985	0.275	0.1804	0.0001795	NA	0.06118	0.08583	0.1155	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Cytophaga hutchinsonii"	"S"	985	1938	652	70	NA	NA	1437	1938	1124	3	NA	76	697	46	0.275	0.2557	0.182	NA	NA	0.1985	0.275	0.1804	0.0001795	NA	0.06118	0.08583	0.1155	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Cytophaga"
"Fibrella"	"G"	861914	428	77	11	NA	NA	212	368	140	1	NA	46	428	21	0.05272	0.0302	0.02861	NA	NA	0.02928	0.05222	0.02247	5.982e-05	NA	0.03703	0.0527	0.05272	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Fibrella sp. ES10-3-2-2"	"S"	1834519	420	68	9	NA	NA	192	328	101	1	NA	45	420	18	0.05172	0.02667	0.0234	NA	NA	0.02652	0.04655	0.01621	5.982e-05	NA	0.03623	0.05172	0.04519	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Fibrella"
"Fibrella aestuarina"	"S"	651143	36	2	NA	NA	NA	8	15	36	NA	NA	NA	5	1	0.005779	0.0007844	NA	NA	NA	0.001105	0.002129	0.005779	NA	NA	NA	0.0006157	0.00251	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Fibrella"
"Leadbetterella"	"G"	319458	265	44	3	NA	NA	118	179	265	1	NA	12	125	53	0.133	0.01726	0.007802	NA	NA	0.0163	0.0254	0.04254	5.982e-05	NA	0.00966	0.01539	0.133	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Leadbetterella byssophila"	"S"	316068	265	44	3	NA	NA	118	179	265	1	NA	12	125	53	0.133	0.01726	0.007802	NA	NA	0.0163	0.0254	0.04254	5.982e-05	NA	0.00966	0.01539	0.133	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Leadbetterella"
"Runella"	"G"	105	181	30	4	NA	NA	181	114	28	2	NA	55	55	26	0.06527	0.01177	0.0104	NA	NA	0.025	0.01618	0.004495	0.0001196	NA	0.04428	0.006772	0.06527	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Runella slithyformis"	"S"	106	48	10	1	NA	NA	48	21	2	NA	NA	23	16	6	0.01852	0.003922	0.002601	NA	NA	0.00663	0.00298	0.0003211	NA	NA	0.01852	0.00197	0.01506	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Runella"
"Runella sp. SP2"	"S"	2268026	102	9	3	NA	NA	102	63	3	1	NA	27	11	19	0.0477	0.00353	0.007802	NA	NA	0.01409	0.008941	0.0004816	5.982e-05	NA	0.02174	0.001354	0.0477	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Runella"
"Runella sp. HYN0085"	"S"	2259595	15	1	NA	NA	NA	10	4	3	1	NA	3	15	NA	0.002415	0.0003922	NA	NA	NA	0.001381	0.0005677	0.0004816	5.982e-05	NA	0.002415	0.001847	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Runella"
"Arcticibacterium"	"G"	2173039	76	16	4	NA	NA	40	76	20	NA	NA	3	17	1	0.01079	0.006275	0.0104	NA	NA	0.005525	0.01079	0.003211	NA	NA	0.002415	0.002093	0.00251	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Arcticibacterium luteifluviistationis"	"S"	1784714	76	16	4	NA	NA	40	76	20	NA	NA	3	17	1	0.01079	0.006275	0.0104	NA	NA	0.005525	0.01079	0.003211	NA	NA	0.002415	0.002093	0.00251	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Arcticibacterium"
"Dyadobacter"	"G"	120831	22	8	1	NA	1	19	22	7	NA	NA	3	15	3	0.3378	0.003138	0.002601	NA	0.3378	0.002624	0.003122	0.001124	NA	NA	0.002415	0.001847	0.007531	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Dyadobacter fermentans"	"S"	94254	22	8	1	NA	1	19	22	7	NA	NA	3	15	3	0.3378	0.003138	0.002601	NA	0.3378	0.002624	0.003122	0.001124	NA	NA	0.002415	0.001847	0.007531	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter"
"Flammeovirgaceae"	"F"	200667	13549	5832	607	NA	1	10470	13549	4940	6	NA	556	3928	370	2.287	2.287	1.579	NA	0.3378	1.446	1.923	0.793	0.0003589	NA	0.4476	0.4837	0.9288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Flammeovirga"	"G"	59739	12901	5611	584	NA	1	10101	12901	4649	5	NA	539	3758	353	2.201	2.201	1.519	NA	0.3378	1.395	1.831	0.7463	0.0002991	NA	0.4339	0.4627	0.8861	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Flammeovirga sp. MY04"	"S"	1191459	12901	5611	584	NA	1	10101	12901	4649	5	NA	539	3758	353	2.201	2.201	1.519	NA	0.3378	1.395	1.831	0.7463	0.0002991	NA	0.4339	0.4627	0.8861	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Flammeovirga"
"unclassified Flammeovirgaceae"	"-"	340671	497	202	20	NA	NA	264	497	209	1	NA	12	128	17	0.07922	0.07922	0.05201	NA	NA	0.03647	0.07053	0.03355	5.982e-05	NA	0.00966	0.01576	0.04267	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Flammeovirgaceae bacterium 311"	"S"	1257021	497	202	20	NA	NA	264	497	209	1	NA	12	128	17	0.07922	0.07922	0.05201	NA	NA	0.03647	0.07053	0.03355	5.982e-05	NA	0.00966	0.01576	0.04267	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>unclassified&nbsp;Flammeovirgaceae"
"Marivirga"	"G"	869806	123	10	2	NA	NA	85	123	74	NA	NA	5	36	NA	0.01746	0.003922	0.005201	NA	NA	0.01174	0.01746	0.01188	NA	NA	0.004025	0.004433	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Marivirga tractuosa"	"S"	1006	123	10	2	NA	NA	85	123	74	NA	NA	5	36	NA	0.01746	0.003922	0.005201	NA	NA	0.01174	0.01746	0.01188	NA	NA	0.004025	0.004433	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Marivirga"
"Amoebophilaceae"	"F"	1501348	17203	4531	540	2	3	11791	17203	5822	10	2	497	3758	461	2.441	1.777	1.404	1.124	1.014	1.629	2.441	0.9346	0.0005982	0.9132	0.4001	0.4627	1.157	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Candidatus Cardinium"	"G"	273135	3625	1331	121	NA	1	2812	3625	1323	2	NA	129	987	76	0.522	0.522	0.3147	NA	0.3378	0.3884	0.5144	0.2124	0.0001196	NA	0.1038	0.1215	0.1908	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae"
"Cardinium endosymbiont of Sogatella furcifera"	"S"	650378	2767	1012	88	NA	1	2125	2767	1029	2	NA	101	721	53	0.3969	0.3969	0.2288	NA	0.3378	0.2935	0.3927	0.1652	0.0001196	NA	0.08131	0.08878	0.133	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Cardinium endosymbiont of Encarsia pergandiella"	"S"	249402	818	311	33	NA	NA	661	818	286	NA	NA	25	252	22	0.122	0.122	0.08582	NA	NA	0.0913	0.1161	0.04591	NA	NA	0.02013	0.03103	0.05523	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Candidatus Cardinium hertigii"	"S"	247481	10	1	NA	NA	NA	7	10	4	NA	NA	1	6	NA	0.001419	0.0003922	NA	NA	NA	0.0009669	0.001419	0.0006421	NA	NA	0.000805	0.0007388	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Candidatus Amoebophilus"	"G"	281119	5480	612	115	NA	NA	3407	5480	1832	4	1	143	1037	224	0.7777	0.24	0.2991	NA	NA	0.4706	0.7777	0.2941	0.0002393	0.4566	0.1151	0.1277	0.5623	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae"
"Candidatus Amoebophilus asiaticus"	"S"	281120	5480	612	115	NA	NA	3407	5480	1832	4	1	143	1037	224	0.7777	0.24	0.2991	NA	NA	0.4706	0.7777	0.2941	0.0002393	0.4566	0.1151	0.1277	0.5623	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Amoebophilus"
"Cyclobacteriaceae"	"F"	563798	1136	704	135	2	NA	860	1136	541	2	NA	44	318	36	1.124	0.2761	0.3511	1.124	NA	0.1188	0.1612	0.08685	0.0001196	NA	0.03542	0.03916	0.09037	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Algoriphagus"	"G"	246875	558	558	119	2	NA	266	228	205	1	NA	17	56	4	1.124	0.2188	0.3095	1.124	NA	0.03674	0.03236	0.03291	5.982e-05	NA	0.01369	0.006896	0.01004	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Algoriphagus sp. M8-2"	"S"	1727163	490	490	104	1	NA	238	196	171	1	NA	15	43	3	0.5618	0.1922	0.2705	0.5618	NA	0.03287	0.02782	0.02745	5.982e-05	NA	0.01208	0.005295	0.007531	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Algoriphagus machipongonensis"	"S"	388413	56	56	15	1	NA	27	32	33	NA	NA	2	13	1	0.5618	0.02196	0.03901	0.5618	NA	0.003729	0.004541	0.005297	NA	NA	0.00161	0.001601	0.00251	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Belliella"	"G"	232244	135	49	5	NA	NA	85	135	53	NA	NA	4	35	3	0.01922	0.01922	0.013	NA	NA	0.01174	0.01916	0.008508	NA	NA	0.00322	0.00431	0.007531	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Belliella baltica"	"S"	232259	135	49	5	NA	NA	85	135	53	NA	NA	4	35	3	0.01922	0.01922	0.013	NA	NA	0.01174	0.01916	0.008508	NA	NA	0.00322	0.00431	0.007531	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Belliella"
"Cyclobacterium"	"G"	68288	554	31	4	NA	NA	371	554	194	1	NA	18	155	26	0.07862	0.01216	0.0104	NA	NA	0.05124	0.07862	0.03114	5.982e-05	NA	0.01449	0.01909	0.06527	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium amurskyense"	"S"	320787	554	31	4	NA	NA	371	554	194	1	NA	18	152	26	0.07862	0.01216	0.0104	NA	NA	0.05124	0.07862	0.03114	5.982e-05	NA	0.01449	0.01872	0.06527	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Cyclobacterium"
"Aquiflexum"	"G"	280472	7	3	NA	NA	NA	4	5	7	NA	NA	2	2	NA	0.00161	0.001177	NA	NA	NA	0.0005525	0.0007096	0.001124	NA	NA	0.00161	0.0002463	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Aquiflexum balticum"	"S"	280473	7	3	NA	NA	NA	4	5	7	NA	NA	2	2	NA	0.00161	0.001177	NA	NA	NA	0.0005525	0.0007096	0.001124	NA	NA	0.00161	0.0002463	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Aquiflexum"
"Echinicola"	"G"	390846	31	2	1	NA	NA	13	31	9	NA	NA	NA	9	1	0.004399	0.0007844	0.002601	NA	NA	0.001796	0.004399	0.001445	NA	NA	NA	0.001108	0.00251	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Hymenobacteraceae"	"F"	1853232	2052	590	64	NA	1	1514	2052	846	NA	NA	97	580	55	0.3378	0.2314	0.1664	NA	0.3378	0.2091	0.2912	0.1358	NA	NA	0.07809	0.07142	0.1381	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Hymenobacter"	"G"	89966	1085	375	42	NA	NA	840	1085	386	NA	NA	46	317	31	0.154	0.1471	0.1092	NA	NA	0.116	0.154	0.06196	NA	NA	0.03703	0.03903	0.07782	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
"Hymenobacter swuensis"	"S"	1446467	29	27	3	NA	NA	29	27	11	NA	NA	2	18	3	0.01059	0.01059	0.007802	NA	NA	0.004006	0.003832	0.001766	NA	NA	0.00161	0.002216	0.007531	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. PAMC 26554"	"S"	1484116	21	5	1	NA	NA	18	21	5	NA	NA	NA	2	NA	0.00298	0.001961	0.002601	NA	NA	0.002486	0.00298	0.0008026	NA	NA	NA	0.0002463	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sedentarius"	"S"	1411621	19	3	NA	NA	NA	19	17	12	NA	NA	NA	2	1	0.002624	0.001177	NA	NA	NA	0.002624	0.002413	0.001926	NA	NA	NA	0.0002463	0.00251	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. sh-6"	"S"	2319843	21	2	NA	NA	NA	8	21	8	NA	NA	1	2	2	0.005021	0.0007844	NA	NA	NA	0.001105	0.00298	0.001284	NA	NA	0.000805	0.0002463	0.005021	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. APR13"	"S"	1356852	7	1	NA	NA	NA	7	6	3	NA	NA	NA	NA	1	0.00251	0.0003922	NA	NA	NA	0.0009669	0.0008515	0.0004816	NA	NA	NA	NA	0.00251	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Rufibacter"	"G"	1379908	570	125	9	NA	1	360	570	280	NA	NA	25	117	16	0.3378	0.04903	0.0234	NA	0.3378	0.04973	0.08089	0.04495	NA	NA	0.02013	0.01441	0.04016	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
