"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Geminocystis PCC-6308"	"G"	25307	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001187	0.001187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Cyanobacteriaceae"
"Merismopedia AICB1015"	"G"	25308	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Cyanobacteriaceae"
"Xenococcaceae"	"F"	25451	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"Pleurocapsa PCC-7319"	"G"	25456	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Xenococcaceae"
"Paraspirulinaceae"	"F"	25422	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales"
"ESFC-1"	"G"	25423	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Nostocales>Paraspirulinaceae"
"Synechococcales"	"O"	25510	4	4	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002924	0.002375	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Cyanobiaceae"	"F"	25511	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002924	0.002375	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Cyanobium PCC-6307"	"G"	25512	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001781	0.001781	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"Synechococcus CC9902"	"G"	25514	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"Leptolyngbyales"	"O"	25243	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006479	0.0005937	NA	NA	NA	0.0006479	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Leptolyngbyaceae"	"F"	25244	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006479	0.0005937	NA	NA	NA	0.0006479	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales"
"uncultured"	"G"	25266	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006479	0.0005937	NA	NA	NA	0.0006479	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"SepB-3"	"O"	25509	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002924	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Melainabacteria"	"C"	1589	9	5	NA	6	NA	5	NA	NA	NA	NA	NA	9	NA	0.01316	0.002969	NA	0.004315	NA	0.003239	NA	NA	NA	NA	NA	0.01316	NA	"Bacteria>Cyanobacteria"
"Gastranaerophilales"	"O"	1591	8	4	NA	4	NA	5	NA	NA	NA	NA	NA	8	NA	0.0117	0.002375	NA	0.002877	NA	0.003239	NA	NA	NA	NA	NA	0.0117	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Obscuribacterales"	"O"	1592	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Proteobacteria"	"P"	2375	100880	12584	1458	5063	10	60999	15	8	100885	13	2	42526	10	76.47	7.471	27.94	3.641	62.5	39.52	68.18	38.1	63.21	76.47	40	62.18	52.63	"Bacteria"
"Gammaproteobacteria"	"C"	3303	100820	8670	1067	3534	9	54236	12	5	100816	12	2	37671	9	70.59	5.148	20.44	2.542	56.25	35.14	54.55	23.81	63.16	70.59	40	55.08	47.37	"Bacteria>Proteobacteria"
"Betaproteobacteriales"	"O"	26341	51892	7709	1020	2811	5	51892	8	3	375	1	NA	34870	6	50.99	4.577	19.54	2.022	31.25	33.62	36.36	14.29	0.2349	5.882	NA	50.99	31.58	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Burkholderiaceae"	"F"	26352	50775	7267	984	2411	5	50775	8	3	319	1	NA	33316	5	48.72	4.315	18.85	1.734	31.25	32.9	36.36	14.29	0.1999	5.882	NA	48.72	26.32	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Limnohabitans"	"G"	26410	7499	854	141	226	1	7499	1	NA	27	NA	NA	4359	NA	6.374	0.507	2.702	0.1625	6.25	4.859	4.545	NA	0.01692	NA	NA	6.374	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Comamonas"	"G"	26384	4458	636	94	209	1	4458	2	NA	20	NA	NA	2767	NA	9.091	0.3776	1.801	0.1503	6.25	2.888	9.091	NA	0.01253	NA	NA	4.046	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Burkholderia-Caballeronia-Paraburkholderia"	"G"	26368	2778	464	51	172	NA	2778	NA	NA	27	NA	NA	1893	2	10.53	0.2755	0.9772	0.1237	NA	1.8	NA	NA	0.01692	NA	NA	2.768	10.53	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Acidovorax"	"G"	26355	2609	354	54	111	NA	2609	NA	NA	13	NA	NA	1642	NA	2.401	0.2102	1.035	0.07983	NA	1.69	NA	NA	0.008145	NA	NA	2.401	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Delftia"	"G"	26388	2043	289	32	78	NA	2043	NA	NA	19	NA	NA	1151	NA	1.683	0.1716	0.6131	0.0561	NA	1.324	NA	NA	0.0119	NA	NA	1.683	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Massilia"	"G"	26414	1565	213	30	91	NA	1565	NA	NA	10	NA	NA	1016	NA	1.486	0.1265	0.5748	0.06545	NA	1.014	NA	NA	0.006265	NA	NA	1.486	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Aquabacterium"	"G"	26361	1183	203	19	60	NA	1183	NA	NA	14	NA	NA	1167	NA	1.706	0.1205	0.3641	0.04315	NA	0.7665	NA	NA	0.008771	NA	NA	1.706	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhodoferax"	"G"	26446	1555	190	24	58	NA	1555	NA	1	14	NA	NA	863	NA	4.762	0.1128	0.4599	0.04171	NA	1.007	NA	4.762	0.008771	NA	NA	1.262	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Variovorax"	"G"	26462	1038	151	18	50	NA	1038	NA	NA	6	1	NA	723	NA	5.882	0.08965	0.3449	0.03596	NA	0.6725	NA	NA	0.003759	5.882	NA	1.057	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"uncultured"	"G"	26471	990	151	19	59	NA	990	NA	NA	11	NA	NA	728	NA	1.064	0.08965	0.3641	0.04243	NA	0.6414	NA	NA	0.006892	NA	NA	1.064	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Brachymonas"	"G"	26366	1133	144	19	36	NA	1133	NA	NA	4	NA	NA	667	NA	0.9753	0.0855	0.3641	0.02589	NA	0.7341	NA	NA	0.002506	NA	NA	0.9753	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Diaphorobacter"	"G"	26390	1225	133	20	43	NA	1225	NA	NA	7	NA	NA	842	NA	1.231	0.07897	0.3832	0.03093	NA	0.7937	NA	NA	0.004386	NA	NA	1.231	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Achromobacter"	"G"	26354	682	132	12	55	1	682	NA	NA	5	NA	NA	595	NA	6.25	0.07837	0.2299	0.03956	6.25	0.4419	NA	NA	0.003133	NA	NA	0.87	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Curvibacter"	"G"	26387	850	124	19	30	NA	850	NA	NA	4	NA	NA	489	NA	0.715	0.07362	0.3641	0.02158	NA	0.5507	NA	NA	0.002506	NA	NA	0.715	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Polynucleobacter"	"G"	26437	557	121	8	33	NA	464	NA	NA	3	NA	NA	557	NA	0.8145	0.07184	0.1533	0.02373	NA	0.3006	NA	NA	0.00188	NA	NA	0.8145	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pelomonas"	"G"	26433	824	114	13	27	NA	824	NA	NA	1	NA	NA	425	NA	0.6214	0.06768	0.2491	0.01942	NA	0.5339	NA	NA	0.0006265	NA	NA	0.6214	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Polaromonas"	"G"	26436	922	111	13	44	NA	922	NA	NA	5	NA	NA	586	1	5.263	0.0659	0.2491	0.03165	NA	0.5974	NA	NA	0.003133	NA	NA	0.8569	5.263	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ideonella"	"G"	26401	607	96	8	21	NA	607	NA	NA	2	NA	NA	323	NA	0.4723	0.057	0.1533	0.0151	NA	0.3933	NA	NA	0.001253	NA	NA	0.4723	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ramlibacter"	"G"	26444	800	93	13	24	NA	800	NA	NA	2	NA	NA	542	1	5.263	0.05522	0.2491	0.01726	NA	0.5183	NA	NA	0.001253	NA	NA	0.7925	5.263	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alcaligenes"	"G"	26358	454	74	12	35	NA	454	NA	NA	12	NA	NA	337	NA	0.4928	0.04394	0.2299	0.02517	NA	0.2941	NA	NA	0.007518	NA	NA	0.4928	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Cupriavidus"	"G"	26386	394	61	13	29	NA	394	1	NA	6	NA	NA	249	NA	4.545	0.03622	0.2491	0.02086	NA	0.2553	4.545	NA	0.003759	NA	NA	0.3641	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ralstonia"	"G"	26443	426	51	7	30	NA	426	NA	NA	9	NA	NA	310	NA	0.4533	0.03028	0.1341	0.02158	NA	0.276	NA	NA	0.005639	NA	NA	0.4533	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhizobacter"	"G"	26445	205	50	1	14	NA	205	NA	NA	1	NA	NA	195	NA	0.2851	0.02969	0.01916	0.01007	NA	0.1328	NA	NA	0.0006265	NA	NA	0.2851	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Duganella"	"G"	26391	347	49	6	15	NA	347	NA	NA	2	NA	NA	265	NA	0.3875	0.02909	0.115	0.01079	NA	0.2248	NA	NA	0.001253	NA	NA	0.3875	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Noviherbaspirillum"	"G"	26418	265	49	6	23	NA	265	NA	NA	1	NA	NA	183	NA	0.2676	0.02909	0.115	0.01654	NA	0.1717	NA	NA	0.0006265	NA	NA	0.2676	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Hydrogenophaga"	"G"	26399	354	48	10	22	NA	354	NA	NA	1	NA	NA	279	NA	0.408	0.0285	0.1916	0.01582	NA	0.2294	NA	NA	0.0006265	NA	NA	0.408	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sphaerotilus"	"G"	26453	268	38	3	15	NA	268	1	NA	1	NA	NA	174	NA	4.545	0.02256	0.05748	0.01079	NA	0.1736	4.545	NA	0.0006265	NA	NA	0.2544	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Janthinobacterium"	"G"	26403	215	35	2	11	NA	215	NA	NA	3	NA	NA	141	NA	0.2062	0.02078	0.03832	0.007911	NA	0.1393	NA	NA	0.00188	NA	NA	0.2062	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herbaspirillum"	"G"	26397	121	30	7	9	NA	121	NA	NA	NA	NA	NA	79	NA	0.1341	0.01781	0.1341	0.006473	NA	0.0784	NA	NA	NA	NA	NA	0.1155	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Leptothrix"	"G"	26408	237	30	1	9	NA	237	NA	NA	2	NA	NA	132	NA	0.193	0.01781	0.01916	0.006473	NA	0.1536	NA	NA	0.001253	NA	NA	0.193	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Parasutterella"	"G"	26429	122	26	2	14	NA	122	NA	NA	3	NA	NA	75	NA	0.1097	0.01544	0.03832	0.01007	NA	0.07904	NA	NA	0.00188	NA	NA	0.1097	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ottowia"	"G"	26421	140	25	4	8	NA	140	NA	NA	2	NA	NA	108	NA	0.1579	0.01484	0.07664	0.005754	NA	0.09071	NA	NA	0.001253	NA	NA	0.1579	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Undibacterium"	"G"	26461	136	25	5	8	NA	136	NA	NA	1	NA	NA	99	NA	0.1448	0.01484	0.0958	0.005754	NA	0.08811	NA	NA	0.0006265	NA	NA	0.1448	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"MWH-UniP1 aquatic group"	"G"	26411	136	24	3	8	NA	136	NA	NA	2	NA	NA	102	NA	0.1491	0.01425	0.05748	0.005754	NA	0.08811	NA	NA	0.001253	NA	NA	0.1491	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"GKS98 freshwater group"	"G"	26394	90	23	1	4	NA	80	NA	NA	NA	NA	NA	90	NA	0.1316	0.01366	0.01916	0.002877	NA	0.05183	NA	NA	NA	NA	NA	0.1316	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alicycliphilus"	"G"	26359	112	23	3	7	NA	98	NA	NA	2	NA	NA	112	NA	0.1638	0.01366	0.05748	0.005035	NA	0.06349	NA	NA	0.001253	NA	NA	0.1638	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Lautropia"	"G"	26407	130	21	1	12	NA	130	NA	NA	4	NA	NA	109	NA	0.1594	0.01247	0.01916	0.008631	NA	0.08423	NA	NA	0.002506	NA	NA	0.1594	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Limnobacter"	"G"	26409	96	20	6	13	NA	96	NA	NA	NA	NA	NA	76	NA	0.115	0.01187	0.115	0.00935	NA	0.0622	NA	NA	NA	NA	NA	0.1111	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caenimonas"	"G"	26370	70	16	1	6	NA	70	NA	NA	NA	NA	NA	58	1	5.263	0.0095	0.01916	0.004315	NA	0.04535	NA	NA	NA	NA	NA	0.08481	5.263	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herminiimonas"	"G"	26398	60	14	1	7	NA	60	NA	NA	2	NA	NA	31	NA	0.04533	0.008312	0.01916	0.005035	NA	0.03887	NA	NA	0.001253	NA	NA	0.04533	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Bordetella"	"G"	26365	67	14	2	6	NA	67	NA	NA	NA	NA	NA	54	NA	0.07896	0.008312	0.03832	0.004315	NA	0.04341	NA	NA	NA	NA	NA	0.07896	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sutterella"	"G"	26454	89	13	3	7	NA	89	NA	NA	NA	NA	NA	74	NA	0.1082	0.007718	0.05748	0.005035	NA	0.05766	NA	NA	NA	NA	NA	0.1082	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Zinderia"	"G"	26380	103	13	4	2	NA	103	1	NA	3	NA	NA	80	NA	4.545	0.007718	0.07664	0.001438	NA	0.06673	4.545	NA	0.00188	NA	NA	0.117	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pusillimonas"	"G"	26441	63	12	NA	3	NA	45	NA	NA	2	NA	NA	63	NA	0.09212	0.007125	NA	0.002158	NA	0.02916	NA	NA	0.001253	NA	NA	0.09212	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Thiomonas"	"G"	26459	32	11	NA	4	NA	32	NA	NA	NA	NA	NA	23	NA	0.03363	0.006531	NA	0.002877	NA	0.02073	NA	NA	NA	NA	NA	0.03363	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalicibacterium"	"G"	26422	48	10	1	5	NA	48	NA	NA	NA	NA	NA	40	NA	0.05849	0.005937	0.01916	0.003596	NA	0.0311	NA	NA	NA	NA	NA	0.05849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Vidania"	"G"	26379	42	10	NA	1	NA	42	NA	NA	NA	NA	NA	22	NA	0.03217	0.005937	NA	0.0007192	NA	0.02721	NA	NA	NA	NA	NA	0.03217	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Simplicispira"	"G"	26452	75	9	NA	5	NA	75	NA	NA	3	NA	NA	40	NA	0.05849	0.005344	NA	0.003596	NA	0.04859	NA	NA	0.00188	NA	NA	0.05849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Roseateles"	"G"	26448	36	9	NA	3	NA	29	NA	NA	1	NA	NA	36	NA	0.05264	0.005344	NA	0.002158	NA	0.01879	NA	NA	0.0006265	NA	NA	0.05264	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pseudorhodoferax"	"G"	26440	54	9	NA	NA	NA	54	NA	NA	NA	NA	NA	31	NA	0.04533	0.005344	NA	NA	NA	0.03499	NA	NA	NA	NA	NA	0.04533	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paenalcaligenes"	"G"	26424	27	8	1	2	NA	27	NA	NA	NA	NA	NA	16	NA	0.0234	0.00475	0.01916	0.001438	NA	0.01749	NA	NA	NA	NA	NA	0.0234	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Piscinibacter"	"G"	26435	32	7	NA	5	NA	12	NA	NA	NA	NA	NA	32	NA	0.04679	0.004156	NA	0.003596	NA	0.007775	NA	NA	NA	NA	NA	0.04679	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
