"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Leptolyngbyaceae"	"F"	25244	3	3	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001755	0.001755	NA	NA	NA	0.001225	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales"
"uncultured"	"G"	25266	3	3	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001755	0.001755	NA	NA	NA	0.001225	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Leptolyngbyales>Leptolyngbyaceae"
"Synechococcales"	"O"	25510	4	3	NA	2	NA	1	NA	NA	NA	NA	NA	4	NA	0.005258	0.001755	NA	0.001427	NA	0.0006123	NA	NA	NA	NA	NA	0.005258	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Cyanobiaceae"	"F"	25511	4	3	NA	1	NA	1	NA	NA	NA	NA	NA	4	NA	0.005258	0.001755	NA	0.0007136	NA	0.0006123	NA	NA	NA	NA	NA	0.005258	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales"
"Cyanobium PCC-6307"	"G"	25512	4	2	NA	NA	NA	1	NA	NA	NA	NA	NA	4	NA	0.005258	0.00117	NA	NA	NA	0.0006123	NA	NA	NA	NA	NA	0.005258	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Synechococcales>Cyanobiaceae"
"SepB-3"	"O"	25509	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.005258	0.00117	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005258	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Phormidesmiales"	"O"	25483	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Phormidesmiaceae"	"F"	25492	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales"
"Phormidesmis ANT.LACV5.1"	"G"	25494	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Phormidesmiales>Phormidesmiaceae"
"Oxyphotobacteria Incertae Sedis"	"O"	25462	14	1	NA	1	NA	2	NA	NA	NA	NA	NA	14	NA	0.0184	0.0005851	NA	0.0007136	NA	0.001225	NA	NA	NA	NA	NA	0.0184	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria"
"Unknown Family"	"F"	25463	14	1	NA	1	NA	2	NA	NA	NA	NA	NA	14	NA	0.0184	0.0005851	NA	0.0007136	NA	0.001225	NA	NA	NA	NA	NA	0.0184	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis"
"Calothrix KVSF5"	"G"	25467	12	1	NA	1	NA	2	NA	NA	NA	NA	NA	12	NA	0.01578	0.0005851	NA	0.0007136	NA	0.001225	NA	NA	NA	NA	NA	0.01578	NA	"Bacteria>Cyanobacteria>Oxyphotobacteria>Oxyphotobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Melainabacteria"	"C"	1589	11	6	NA	7	NA	7	NA	NA	NA	NA	NA	11	NA	0.01446	0.003511	NA	0.004995	NA	0.004286	NA	NA	NA	NA	NA	0.01446	NA	"Bacteria>Cyanobacteria"
"Gastranaerophilales"	"O"	1591	10	4	NA	4	NA	7	NA	NA	NA	NA	NA	10	NA	0.01315	0.00234	NA	0.002855	NA	0.004286	NA	NA	NA	NA	NA	0.01315	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Obscuribacterales"	"O"	1592	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117	0.00117	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Cyanobacteria>Melainabacteria"
"Sericytochromatia"	"C"	25536	5	5	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.003944	0.002926	NA	NA	NA	0.0006123	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Cyanobacteria"
"Proteobacteria"	"P"	2375	100670	11995	1428	4606	8	60273	10	8	100674	12	1	42262	7	60.06	7.019	26	3.287	38.1	36.91	40	33.33	60.06	60	11.11	55.56	29.17	"Bacteria"
"Gammaproteobacteria"	"C"	3303	100610	8043	1032	3086	8	53284	8	5	100613	11	1	37274	7	60.03	4.706	18.79	2.202	38.1	32.63	32	20.83	60.03	55	11.11	49	29.17	"Bacteria>Proteobacteria"
"Betaproteobacteriales"	"O"	26341	51587	7501	1005	2686	5	51587	7	3	214	1	NA	34855	5	45.82	4.389	18.3	1.917	23.81	31.59	28	12.5	0.1277	5	NA	45.82	20.83	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Burkholderiaceae"	"F"	26352	50143	6955	971	2217	5	50143	7	3	196	1	NA	32734	5	43.03	4.07	17.68	1.582	23.81	30.7	28	12.5	0.1169	5	NA	43.03	20.83	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Limnohabitans"	"G"	26410	10787	1266	233	337	1	10787	1	NA	33	NA	NA	6209	NA	8.162	0.7408	4.242	0.2405	4.762	6.605	4	NA	0.01969	NA	NA	8.162	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhodoferax"	"G"	26446	8162	1033	156	261	NA	8162	1	2	19	NA	NA	4470	NA	8.333	0.6044	2.84	0.1863	NA	4.998	4	8.333	0.01134	NA	NA	5.876	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Comamonas"	"G"	26384	5360	681	115	191	1	5360	1	NA	15	NA	NA	3056	1	4.762	0.3985	2.094	0.1363	4.762	3.282	4	NA	0.008949	NA	NA	4.017	4.167	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Delftia"	"G"	26388	2553	312	48	86	1	2553	NA	NA	8	NA	NA	1450	NA	4.762	0.1826	0.8738	0.06137	4.762	1.563	NA	NA	0.004773	NA	NA	1.906	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Acidovorax"	"G"	26355	2266	287	42	97	NA	2266	NA	NA	7	NA	NA	1540	NA	2.024	0.1679	0.7646	0.06922	NA	1.387	NA	NA	0.004176	NA	NA	2.024	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"uncultured"	"G"	26471	1352	213	22	78	1	1352	NA	NA	7	NA	NA	887	NA	4.762	0.1246	0.4005	0.05566	4.762	0.8278	NA	NA	0.004176	NA	NA	1.166	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Burkholderia-Caballeronia-Paraburkholderia"	"G"	26368	984	194	14	96	1	984	NA	NA	6	NA	NA	829	1	4.762	0.1135	0.2549	0.06851	4.762	0.6025	NA	NA	0.00358	NA	NA	1.09	4.167	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Massilia"	"G"	26414	997	194	18	63	NA	997	NA	NA	7	NA	NA	705	NA	0.9268	0.1135	0.3277	0.04496	NA	0.6105	NA	NA	0.004176	NA	NA	0.9268	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Simplicispira"	"G"	26452	1395	186	22	65	NA	1395	NA	NA	NA	NA	NA	899	NA	1.182	0.1088	0.4005	0.04639	NA	0.8542	NA	NA	NA	NA	NA	1.182	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Variovorax"	"G"	26462	1347	177	23	44	NA	1347	NA	NA	6	NA	NA	726	NA	0.9544	0.1036	0.4187	0.0314	NA	0.8248	NA	NA	0.00358	NA	NA	0.9544	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pelomonas"	"G"	26433	1321	167	25	45	NA	1321	1	NA	4	NA	NA	774	NA	4	0.09772	0.4551	0.03211	NA	0.8089	4	NA	0.002386	NA	NA	1.017	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Polynucleobacter"	"G"	26437	839	155	11	69	NA	482	1	NA	9	NA	NA	839	NA	4	0.09069	0.2003	0.04924	NA	0.2951	4	NA	0.00537	NA	NA	1.103	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Aquabacterium"	"G"	26361	1754	154	16	65	NA	780	1	NA	7	NA	NA	1754	1	4.167	0.09011	0.2913	0.04639	NA	0.4776	4	NA	0.004176	NA	NA	2.306	4.167	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Hydrogenophaga"	"G"	26399	828	153	31	38	NA	828	1	NA	6	NA	NA	610	1	4.167	0.08952	0.5644	0.02712	NA	0.507	4	NA	0.00358	NA	NA	0.8019	4.167	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Achromobacter"	"G"	26354	790	146	15	65	NA	790	NA	NA	4	NA	NA	723	1	4.167	0.08543	0.2731	0.04639	NA	0.4837	NA	NA	0.002386	NA	NA	0.9505	4.167	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Polaromonas"	"G"	26436	819	96	15	26	NA	819	NA	NA	6	NA	NA	425	NA	0.5587	0.05617	0.2731	0.01855	NA	0.5015	NA	NA	0.00358	NA	NA	0.5587	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Diaphorobacter"	"G"	26390	619	77	9	22	NA	619	NA	NA	4	NA	NA	345	NA	0.4535	0.04505	0.1638	0.0157	NA	0.379	NA	NA	0.002386	NA	NA	0.4535	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Undibacterium"	"G"	26461	129	50	3	36	NA	129	NA	NA	3	NA	NA	68	NA	0.08939	0.02926	0.05461	0.02569	NA	0.07899	NA	NA	0.00179	NA	NA	0.08939	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Curvibacter"	"G"	26387	354	50	5	12	NA	354	NA	NA	1	NA	NA	216	NA	0.284	0.02926	0.09102	0.008564	NA	0.2168	NA	NA	0.0005966	NA	NA	0.284	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Leptothrix"	"G"	26408	225	46	7	20	NA	225	NA	NA	NA	NA	NA	132	NA	0.1735	0.02692	0.1274	0.01427	NA	0.1378	NA	NA	NA	NA	NA	0.1735	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Symbiobacter"	"G"	26377	361	43	5	14	NA	361	NA	NA	1	NA	NA	284	NA	0.3733	0.02516	0.09102	0.009991	NA	0.221	NA	NA	0.0005966	NA	NA	0.3733	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ramlibacter"	"G"	26444	329	39	6	19	NA	329	NA	NA	2	NA	NA	230	NA	0.3024	0.02282	0.1092	0.01356	NA	0.2014	NA	NA	0.001193	NA	NA	0.3024	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"GKS98 freshwater group"	"G"	26394	244	33	2	19	NA	138	NA	NA	2	NA	NA	244	NA	0.3208	0.01931	0.03641	0.01356	NA	0.0845	NA	NA	0.001193	NA	NA	0.3208	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Janthinobacterium"	"G"	26403	182	33	2	11	NA	182	NA	NA	1	NA	NA	134	NA	0.1762	0.01931	0.03641	0.00785	NA	0.1114	NA	NA	0.0005966	NA	NA	0.1762	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rhizobacter"	"G"	26445	198	32	5	19	NA	198	NA	NA	NA	1	NA	196	NA	5	0.01872	0.09102	0.01356	NA	0.1212	NA	NA	NA	5	NA	0.2577	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Brachymonas"	"G"	26366	258	27	1	20	NA	258	NA	NA	1	NA	NA	151	NA	0.1985	0.0158	0.0182	0.01427	NA	0.158	NA	NA	0.0005966	NA	NA	0.1985	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Cupriavidus"	"G"	26386	180	27	2	18	NA	180	NA	NA	3	NA	NA	115	NA	0.1512	0.0158	0.03641	0.01285	NA	0.1102	NA	NA	0.00179	NA	NA	0.1512	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ottowia"	"G"	26421	226	27	5	11	NA	226	NA	NA	NA	NA	NA	161	NA	0.2116	0.0158	0.09102	0.00785	NA	0.1384	NA	NA	NA	NA	NA	0.2116	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herbaspirillum"	"G"	26397	99	27	3	5	NA	99	NA	NA	NA	NA	NA	59	NA	0.07756	0.0158	0.05461	0.003568	NA	0.06062	NA	NA	NA	NA	NA	0.07756	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"MWH-UniP1 aquatic group"	"G"	26411	159	27	3	10	NA	159	NA	NA	NA	NA	NA	122	NA	0.1604	0.0158	0.05461	0.007136	NA	0.09736	NA	NA	NA	NA	NA	0.1604	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Sphaerotilus"	"G"	26453	159	24	1	11	NA	159	NA	NA	NA	NA	NA	146	NA	0.1919	0.01404	0.0182	0.00785	NA	0.09736	NA	NA	NA	NA	NA	0.1919	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alcaligenes"	"G"	26358	92	23	NA	6	NA	92	NA	NA	NA	NA	NA	83	NA	0.1091	0.01346	NA	0.004282	NA	0.05633	NA	NA	NA	NA	NA	0.1091	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ideonella"	"G"	26401	86	23	4	9	NA	86	NA	NA	NA	NA	NA	56	NA	0.07362	0.01346	0.07282	0.006423	NA	0.05266	NA	NA	NA	NA	NA	0.07362	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Ralstonia"	"G"	26443	102	21	1	13	NA	94	NA	NA	NA	NA	NA	102	NA	0.1341	0.01229	0.0182	0.009277	NA	0.05756	NA	NA	NA	NA	NA	0.1341	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pseudorhodoferax"	"G"	26440	171	18	2	3	NA	171	NA	NA	2	NA	NA	93	NA	0.1223	0.01053	0.03641	0.002141	NA	0.1047	NA	NA	0.001193	NA	NA	0.1223	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Noviherbaspirillum"	"G"	26418	84	18	2	7	NA	84	NA	NA	NA	NA	NA	64	NA	0.08413	0.01053	0.03641	0.004995	NA	0.05143	NA	NA	NA	NA	NA	0.08413	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Herminiimonas"	"G"	26398	131	14	1	4	NA	131	NA	NA	NA	NA	NA	92	NA	0.1209	0.008192	0.0182	0.002855	NA	0.08021	NA	NA	NA	NA	NA	0.1209	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Roseateles"	"G"	26448	37	11	NA	2	NA	37	NA	NA	NA	NA	NA	33	NA	0.04338	0.006436	NA	0.001427	NA	0.02266	NA	NA	NA	NA	NA	0.04338	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caenimonas"	"G"	26370	48	11	NA	3	NA	48	NA	NA	NA	NA	NA	42	NA	0.05521	0.006436	NA	0.002141	NA	0.02939	NA	NA	NA	NA	NA	0.05521	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Xylophilus"	"G"	26466	48	10	NA	3	NA	48	NA	NA	NA	NA	NA	26	NA	0.03418	0.005851	NA	0.002141	NA	0.02939	NA	NA	NA	NA	NA	0.03418	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Duganella"	"G"	26391	47	9	1	4	NA	34	NA	NA	NA	NA	NA	47	NA	0.06179	0.005266	0.0182	0.002855	NA	0.02082	NA	NA	NA	NA	NA	0.06179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Collimonas"	"G"	26383	39	9	NA	3	NA	39	NA	NA	NA	NA	NA	26	NA	0.03418	0.005266	NA	0.002141	NA	0.02388	NA	NA	NA	NA	NA	0.03418	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
