"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Candidatus Symbiobacter"	"G"	1436289	1869	54	112	655	481	2	587	1047	1	581	1869	683	NA	1.055	0.5124	1.055	0.3275	0.1781	0.2532	0.3382	0.5061	0.0002767	0.2825	0.6737	0.3781	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Candidatus Symbiobacter mobilis"	"S"	1436290	1869	54	112	655	481	2	587	1047	1	581	1869	683	NA	1.055	0.5124	1.055	0.3275	0.1781	0.2532	0.3382	0.5061	0.0002767	0.2825	0.6737	0.3781	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Candidatus&nbsp;Symbiobacter"
"Delftia"	"G"	80865	1606	42	82	480	405	2	459	829	2	513	1606	527	NA	0.7721	0.3986	0.7721	0.24	0.15	0.2532	0.2645	0.4007	0.0005534	0.2495	0.5789	0.2917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Delftia sp. Cs1-4"	"S"	742013	1605	42	82	471	404	NA	442	811	NA	496	1605	516	NA	0.7721	0.3986	0.7721	0.2355	0.1496	NA	0.2547	0.392	NA	0.2412	0.5785	0.2857	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Ottowia"	"G"	219181	1397	36	38	549	424	1	368	489	1	300	1397	375	NA	0.5036	0.3416	0.3578	0.2745	0.157	0.1266	0.2121	0.2364	0.0002767	0.1459	0.5036	0.2076	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Ottowia sp. oral taxon 894"	"S"	1658672	768	20	18	363	250	NA	186	258	NA	126	768	145	NA	0.2768	0.1898	0.1695	0.1815	0.09258	NA	0.1072	0.1247	NA	0.06127	0.2768	0.08027	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ottowia"
"Ottowia oryzae"	"S"	2109914	624	15	20	178	173	1	179	230	1	171	624	228	NA	0.2249	0.1423	0.1883	0.08899	0.06406	0.1266	0.1031	0.1112	0.0002767	0.08315	0.2249	0.1262	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ottowia"
"Comamonas"	"G"	283	1804	55	79	831	351	5	368	727	NA	437	1804	580	NA	0.7439	0.5219	0.7439	0.4154	0.13	0.6329	0.2121	0.3514	NA	0.2125	0.6503	0.3211	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Comamonas testosteroni"	"S"	285	1463	41	67	700	251	5	268	564	NA	337	1463	477	NA	0.6329	0.3891	0.6309	0.3499	0.09295	0.6329	0.1544	0.2726	NA	0.1639	0.5274	0.2641	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas kerstersii"	"S"	225992	173	6	4	68	48	NA	64	97	NA	51	173	53	NA	0.06236	0.05694	0.03766	0.034	0.01778	NA	0.03688	0.04689	NA	0.0248	0.06236	0.02934	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Verminephrobacter"	"G"	364316	924	23	52	373	246	NA	282	465	NA	283	924	309	NA	0.4896	0.2183	0.4896	0.1865	0.0911	NA	0.1625	0.2248	NA	0.1376	0.3331	0.1711	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Verminephrobacter eiseniae"	"S"	364317	924	23	52	373	246	NA	282	465	NA	283	924	309	NA	0.4896	0.2183	0.4896	0.1865	0.0911	NA	0.1625	0.2248	NA	0.1376	0.3331	0.1711	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Verminephrobacter"
"Melaminivora"	"G"	1649468	299	18	19	145	107	NA	103	179	NA	109	299	104	NA	0.1789	0.1708	0.1789	0.07249	0.03962	NA	0.05935	0.08653	NA	0.053	0.1078	0.05757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Melaminivora sp. SC2-9"	"S"	2109913	183	10	11	90	77	NA	63	110	NA	56	183	59	NA	0.1036	0.09489	0.1036	0.04499	0.02851	NA	0.0363	0.05317	NA	0.02723	0.06596	0.03266	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Melaminivora"
"Melaminivora sp. SC2-7"	"S"	2116657	98	5	6	39	30	NA	35	59	NA	37	98	39	NA	0.0565	0.04745	0.0565	0.0195	0.01111	NA	0.02017	0.02852	NA	0.01799	0.03533	0.02159	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Melaminivora"
"Alicycliphilus"	"G"	201096	102	1	3	22	16	NA	29	50	2	19	102	37	NA	0.03677	0.009489	0.02825	0.011	0.005925	NA	0.01671	0.02417	0.0005534	0.009239	0.03677	0.02048	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Alicycliphilus denitrificans"	"S"	179636	102	1	3	22	16	NA	29	50	2	19	102	37	NA	0.03677	0.009489	0.02825	0.011	0.005925	NA	0.01671	0.02417	0.0005534	0.009239	0.03677	0.02048	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Alicycliphilus"
"unclassified Burkholderiales"	"-"	119065	13740	342	131	8420	3814	20	3021	2821	5	2663	13740	3666	3	4.953	3.245	1.234	4.209	1.412	2.532	1.741	1.364	0.001383	1.295	4.953	2.03	1.562	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Burkholderiales Genera incertae sedis"	"-"	224471	11854	298	116	6865	3323	17	2644	2409	4	2431	11854	3274	1	4.273	2.828	1.092	3.432	1.231	2.152	1.524	1.165	0.001107	1.182	4.273	1.812	0.5208	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales"
"Leptothrix"	"G"	88	2556	56	15	511	698	1	617	503	NA	607	2556	810	NA	0.9213	0.5314	0.1412	0.2555	0.2585	0.1266	0.3555	0.2432	NA	0.2952	0.9213	0.4484	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Leptothrix cholodnii"	"S"	34029	2556	56	15	511	698	1	617	503	NA	607	2556	810	NA	0.9213	0.5314	0.1412	0.2555	0.2585	0.1266	0.3555	0.2432	NA	0.2952	0.9213	0.4484	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Leptothrix"
"Methylibium"	"G"	316612	2054	46	20	1098	483	4	383	346	NA	351	2054	484	NA	0.7404	0.4365	0.1883	0.5489	0.1789	0.5063	0.2207	0.1673	NA	0.1707	0.7404	0.2679	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Methylibium petroleiphilum"	"S"	105560	2054	46	20	1098	483	4	383	346	NA	351	2054	484	NA	0.7404	0.4365	0.1883	0.5489	0.1789	0.5063	0.2207	0.1673	NA	0.1707	0.7404	0.2679	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Methylibium"
"Thiomonas"	"G"	32012	1129	43	20	980	476	2	345	324	1	347	1129	385	1	0.5208	0.408	0.1883	0.4899	0.1763	0.2532	0.1988	0.1566	0.0002767	0.1687	0.407	0.2131	0.5208	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Thiomonas sp. X19"	"S"	1050370	1125	43	20	977	475	1	341	323	1	346	1125	385	1	0.5208	0.408	0.1883	0.4884	0.1759	0.1266	0.1965	0.1561	0.0002767	0.1683	0.4055	0.2131	0.5208	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Thiomonas"
"Rubrivivax"	"G"	28067	1133	31	8	1133	151	1	116	106	1	57	512	86	NA	0.5664	0.2942	0.07533	0.5664	0.05592	0.1266	0.06684	0.05124	0.0002767	0.02772	0.1846	0.04761	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Rubrivivax gelatinosus"	"S"	28068	1133	31	8	1133	151	1	116	106	1	57	512	86	NA	0.5664	0.2942	0.07533	0.5664	0.05592	0.1266	0.06684	0.05124	0.0002767	0.02772	0.1846	0.04761	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Rubrivivax"
"Aquabacterium"	"G"	92793	1487	25	10	497	309	1	221	182	1	205	1487	296	NA	0.536	0.2372	0.09416	0.2485	0.1144	0.1266	0.1273	0.08798	0.0002767	0.09969	0.536	0.1639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Aquabacterium olei"	"S"	1296669	1487	25	10	497	309	1	221	182	1	205	1487	296	NA	0.536	0.2372	0.09416	0.2485	0.1144	0.1266	0.1273	0.08798	0.0002767	0.09969	0.536	0.1639	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Aquabacterium"
"Paucibacter"	"G"	318147	761	16	11	283	196	1	160	169	NA	168	761	261	NA	0.2743	0.1518	0.1036	0.1415	0.07258	0.1266	0.0922	0.0817	NA	0.08169	0.2743	0.1445	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis"
"Paucibacter sp. KCTC 42545"	"S"	1768242	761	16	11	283	196	1	160	169	NA	168	761	261	NA	0.2743	0.1518	0.1036	0.1415	0.07258	0.1266	0.0922	0.0817	NA	0.08169	0.2743	0.1445	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>unclassified&nbsp;Burkholderiales>Burkholderiales&nbsp;Genera&nbsp;incertae&nbsp;sedis>Paucibacter"
