"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Luna-1 subcluster"	"-"	1655489	2412	177	4	63	NA	289	NA	NA	7	NA	NA	2412	1	4.545	0.106	0.0904	0.05971	NA	0.2068	NA	NA	0.004135	NA	NA	3.325	4.545	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster"
"Rhodoluna"	"G"	529883	2254	166	4	60	NA	262	NA	NA	7	NA	NA	2254	1	4.545	0.09939	0.0904	0.05687	NA	0.1875	NA	NA	0.004135	NA	NA	3.107	4.545	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster"
"Rhodoluna lacicola"	"S"	529884	1532	100	2	29	NA	177	NA	NA	6	NA	NA	1532	1	4.545	0.05987	0.0452	0.02749	NA	0.1266	NA	NA	0.003545	NA	NA	2.112	4.545	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster>Rhodoluna"
"Candidatus Rhodoluna planktonica"	"S"	535712	604	24	1	13	NA	49	NA	NA	NA	NA	NA	604	NA	0.8327	0.01437	0.0226	0.01232	NA	0.03506	NA	NA	NA	NA	NA	0.8327	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster>Rhodoluna"
"Candidatus Aquiluna"	"G"	529881	109	10	NA	3	NA	14	NA	NA	NA	NA	NA	109	NA	0.1503	0.005987	NA	0.002843	NA	0.01002	NA	NA	NA	NA	NA	0.1503	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster"
"Candidatus Aquiluna sp. UB-MaderosW2red"	"S"	1855377	109	10	NA	3	NA	14	NA	NA	NA	NA	NA	109	NA	0.1503	0.005987	NA	0.002843	NA	0.01002	NA	NA	NA	NA	NA	0.1503	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Luna&nbsp;cluster>Luna&#x2011;1&nbsp;subcluster>Candidatus&nbsp;Aquiluna"
"Aurantimicrobium"	"G"	1705353	548	40	3	12	NA	87	NA	1	3	NA	NA	548	NA	5	0.02395	0.0678	0.01137	NA	0.06225	NA	5	0.001772	NA	NA	0.7555	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Aurantimicrobium sp. MWH-Mo1"	"S"	1987356	396	28	2	7	NA	61	NA	NA	2	NA	NA	396	NA	0.5459	0.01676	0.0452	0.006635	NA	0.04365	NA	NA	0.001182	NA	NA	0.5459	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Aurantimicrobium"
"Gryllotalpicola"	"G"	1195526	48	8	NA	1	NA	10	NA	NA	NA	NA	NA	48	NA	0.06617	0.00479	NA	0.0009478	NA	0.007155	NA	NA	NA	NA	NA	0.06617	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Gryllotalpicola sp. 2DFW10M-5"	"S"	2419771	48	8	NA	1	NA	10	NA	NA	NA	NA	NA	48	NA	0.06617	0.00479	NA	0.0009478	NA	0.007155	NA	NA	NA	NA	NA	0.06617	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Gryllotalpicola"
"Microbacterium"	"G"	33882	77	11	NA	3	NA	3	NA	NA	NA	NA	NA	77	NA	0.1062	0.006586	NA	0.002843	NA	0.002147	NA	NA	NA	NA	NA	0.1062	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microbacterium sp. str. 'China'"	"S"	2103230	57	9	NA	1	NA	1	NA	NA	NA	NA	NA	57	NA	0.07858	0.005388	NA	0.0009478	NA	0.0007155	NA	NA	NA	NA	NA	0.07858	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium pygmaeum"	"S"	370764	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium sp. BH-3-3-3"	"S"	1906742	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Frondihabitans"	"G"	447237	11	3	1	NA	NA	1	NA	NA	NA	NA	NA	11	NA	0.0226	0.001796	0.0226	NA	NA	0.0007155	NA	NA	NA	NA	NA	0.01516	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Frondihabitans sp. PAMC 28766"	"S"	1795630	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Frondihabitans"
"Frondihabitans sp. 762G35"	"S"	1446794	5	1	1	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.0226	0.0005987	0.0226	NA	NA	NA	NA	NA	NA	NA	NA	0.006893	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Frondihabitans"
"Agromyces"	"G"	33877	18	2	NA	NA	NA	2	NA	NA	NA	NA	NA	18	NA	0.02481	0.001197	NA	NA	NA	0.001431	NA	NA	NA	NA	NA	0.02481	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Agromyces sp. 30A"	"S"	2080742	16	2	NA	NA	NA	2	NA	NA	NA	NA	NA	16	NA	0.02206	0.001197	NA	NA	NA	0.001431	NA	NA	NA	NA	NA	0.02206	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Agromyces"
"Microcella"	"G"	337004	6	1	NA	NA	NA	1	NA	NA	2	NA	NA	6	NA	0.008272	0.0005987	NA	NA	NA	0.0007155	NA	NA	0.001182	NA	NA	0.008272	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microcella alkaliphila"	"S"	279828	6	1	NA	NA	NA	1	NA	NA	2	NA	NA	6	NA	0.008272	0.0005987	NA	NA	NA	0.0007155	NA	NA	0.001182	NA	NA	0.008272	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microcella"
"Clavibacter"	"G"	1573	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Clavibacter michiganensis"	"S"	28447	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Clavibacter"
"Leifsonia"	"G"	110932	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	0.0005987	NA	0.0009478	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Rathayibacter"	"G"	33886	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Rathayibacter tritici"	"S"	33888	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Rathayibacter"
"Micrococcaceae"	"F"	1268	72	72	3	69	NA	14	NA	NA	NA	NA	NA	39	NA	0.0678	0.04311	0.0678	0.0654	NA	0.01002	NA	NA	NA	NA	NA	0.05376	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Arthrobacter"	"G"	1663	68	67	3	68	NA	10	NA	NA	NA	NA	NA	20	NA	0.0678	0.04011	0.0678	0.06445	NA	0.007155	NA	NA	NA	NA	NA	0.02757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Arthrobacter sp. YN"	"S"	2020486	63	53	2	63	NA	5	NA	NA	NA	NA	NA	1	NA	0.05971	0.03173	0.0452	0.05971	NA	0.003578	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Arthrobacter crystallopoietes"	"S"	37928	18	14	1	5	NA	5	NA	NA	NA	NA	NA	18	NA	0.02481	0.008382	0.0226	0.004739	NA	0.003578	NA	NA	NA	NA	NA	0.02481	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Auritidibacter"	"G"	1160973	16	4	NA	1	NA	4	NA	NA	NA	NA	NA	16	NA	0.02206	0.002395	NA	0.0009478	NA	0.002862	NA	NA	NA	NA	NA	0.02206	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Auritidibacter sp. NML130574"	"S"	2170745	16	4	NA	1	NA	4	NA	NA	NA	NA	NA	16	NA	0.02206	0.002395	NA	0.0009478	NA	0.002862	NA	NA	NA	NA	NA	0.02206	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Auritidibacter"
"Renibacterium"	"G"	1645	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Renibacterium salmoninarum"	"S"	1646	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Renibacterium"
"Intrasporangiaceae"	"F"	85021	12	12	NA	10	NA	1	NA	NA	NA	NA	NA	7	NA	0.00965	0.007184	NA	0.009478	NA	0.0007155	NA	NA	NA	NA	NA	0.00965	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Phycicoccus"	"G"	367298	11	11	NA	8	NA	NA	NA	NA	NA	NA	NA	4	NA	0.007582	0.006586	NA	0.007582	NA	NA	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Phycicoccus dokdonensis"	"S"	443156	11	11	NA	8	NA	NA	NA	NA	NA	NA	NA	4	NA	0.007582	0.006586	NA	0.007582	NA	NA	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae>Phycicoccus"
"Dermacoccaceae"	"F"	145357	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001796	0.001796	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Kytococcus"	"G"	57499	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	0.001197	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermacoccaceae"
"Kytococcus sedentarius"	"S"	1276	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	0.001197	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermacoccaceae>Kytococcus"
"Luteipulveratus"	"G"	745364	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermacoccaceae"
"Luteipulveratus mongoliensis"	"S"	571913	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Dermacoccaceae>Luteipulveratus"
"Cellulomonadaceae"	"F"	85016	11	5	1	1	NA	1	NA	NA	NA	NA	NA	11	NA	0.0226	0.002994	0.0226	0.0009478	NA	0.0007155	NA	NA	NA	NA	NA	0.01516	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Cellulomonas"	"G"	1707	10	5	1	NA	NA	1	NA	NA	NA	NA	NA	10	NA	0.0226	0.002994	0.0226	NA	NA	0.0007155	NA	NA	NA	NA	NA	0.01379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae"
"Cellulomonas sp. PSBB021"	"S"	2003551	10	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	NA	0.01379	0.002395	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae>Cellulomonas"
"Cellulomonas flavigena"	"S"	1711	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae>Cellulomonas"
"Promicromonosporaceae"	"F"	85017	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	2	NA	0.002757	0.001197	NA	0.001896	NA	0.0007155	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Xylanimonas"	"G"	186188	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	2	NA	0.002757	0.001197	NA	0.001896	NA	0.0007155	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae"
"Xylanimonas cellulosilytica"	"S"	186189	2	2	NA	2	NA	1	NA	NA	NA	NA	NA	2	NA	0.002757	0.001197	NA	0.001896	NA	0.0007155	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae>Xylanimonas"
"Corynebacteriales"	"O"	85007	285	285	9	230	NA	192	NA	NA	1	NA	NA	124	NA	0.218	0.1706	0.2034	0.218	NA	0.1374	NA	NA	0.0005908	NA	NA	0.1709	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Corynebacteriaceae"	"F"	1653	256	256	8	204	NA	165	NA	NA	1	NA	NA	94	NA	0.1933	0.1533	0.1808	0.1933	NA	0.1181	NA	NA	0.0005908	NA	NA	0.1296	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Corynebacterium"	"G"	1716	256	256	8	204	NA	165	NA	NA	1	NA	NA	94	NA	0.1933	0.1533	0.1808	0.1933	NA	0.1181	NA	NA	0.0005908	NA	NA	0.1296	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Corynebacterium glutamicum"	"S"	1718	223	223	6	192	NA	143	NA	NA	NA	NA	NA	20	NA	0.182	0.1335	0.1356	0.182	NA	0.1023	NA	NA	NA	NA	NA	0.02757	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium timonense"	"S"	441500	18	18	NA	8	NA	8	NA	NA	1	NA	NA	NA	NA	0.01078	0.01078	NA	0.007582	NA	0.005724	NA	NA	0.0005908	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium diphtheriae"	"S"	1717	10	10	1	NA	NA	8	NA	NA	NA	NA	NA	9	NA	0.0226	0.005987	0.0226	NA	NA	0.005724	NA	NA	NA	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium kroppenstedtii"	"S"	161879	3	2	NA	1	NA	1	NA	NA	NA	NA	NA	3	NA	0.004136	0.001197	NA	0.0009478	NA	0.0007155	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium genitalium"	"S"	38288	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001896	0.0005987	NA	0.001896	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium aurimucosum"	"S"	169292	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	0.004136	0.0005987	NA	NA	NA	0.002147	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium pseudotuberculosis"	"S"	1719	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.006893	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006893	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Mycobacteriaceae"	"F"	1762	21	21	NA	20	NA	18	NA	NA	NA	NA	NA	14	NA	0.0193	0.01257	NA	0.01896	NA	0.01288	NA	NA	NA	NA	NA	0.0193	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Mycolicibacterium"	"G"	1866885	11	10	NA	11	NA	11	NA	NA	NA	NA	NA	10	NA	0.01379	0.005987	NA	0.01043	NA	0.007871	NA	NA	NA	NA	NA	0.01379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Mycolicibacterium aurum"	"S"	1791	11	10	NA	11	NA	7	NA	NA	NA	NA	NA	1	NA	0.01043	0.005987	NA	0.01043	NA	0.005009	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycolicibacterium"
"Mycobacterium"	"G"	1763	9	5	NA	9	NA	5	NA	NA	NA	NA	NA	4	NA	0.00853	0.002994	NA	0.00853	NA	0.003578	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Mycobacterium tuberculosis complex"	"-"	77643	8	1	NA	8	NA	2	NA	NA	NA	NA	NA	NA	NA	0.007582	0.0005987	NA	0.007582	NA	0.001431	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium tuberculosis"	"S"	1773	8	1	NA	8	NA	2	NA	NA	NA	NA	NA	NA	NA	0.007582	0.0005987	NA	0.007582	NA	0.001431	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;tuberculosis&nbsp;complex"
"Mycobacterium marinum"	"S"	1781	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001431	0.0005987	NA	NA	NA	0.001431	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium simiae complex"	"-"	2249310	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium"
"Mycobacterium shigaense"	"S"	722731	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacterium>Mycobacterium&nbsp;simiae&nbsp;complex"
"Mycobacteroides"	"G"	670516	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"[Mycobacterium] stephanolepidis"	"S"	1520670	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae>Mycobacteroides"
"Nocardiaceae"	"F"	85025	14	6	1	5	NA	9	NA	NA	NA	NA	NA	14	NA	0.0226	0.003592	0.0226	0.004739	NA	0.00644	NA	NA	NA	NA	NA	0.0193	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Rhodococcus"	"G"	1827	13	6	NA	5	NA	9	NA	NA	NA	NA	NA	13	NA	0.01792	0.003592	NA	0.004739	NA	0.00644	NA	NA	NA	NA	NA	0.01792	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Rhodococcus sp. P1Y"	"S"	1302308	10	2	NA	NA	NA	1	NA	NA	NA	NA	NA	10	NA	0.01379	0.001197	NA	NA	NA	0.0007155	NA	NA	NA	NA	NA	0.01379	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus sp. S2-17"	"S"	1990687	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001796	0.001796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
