"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Dyadobacter"	"G"	120831	38	16	NA	NA	NA	30	38	13	NA	NA	3	21	1	0.00536	0.00536	NA	NA	NA	0.003585	0.004746	0.001895	NA	NA	0.002103	0.002358	0.002216	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Dyadobacter fermentans"	"S"	94254	38	16	NA	NA	NA	30	38	13	NA	NA	3	21	1	0.00536	0.00536	NA	NA	NA	0.003585	0.004746	0.001895	NA	NA	0.002103	0.002358	0.002216	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter"
"Arcticibacterium"	"G"	2173039	82	14	NA	NA	NA	44	82	41	NA	1	6	26	7	0.128	0.00469	NA	NA	NA	0.005258	0.01024	0.005976	NA	0.128	0.004206	0.00292	0.01552	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Arcticibacterium luteifluviistationis"	"S"	1784714	82	14	NA	NA	NA	44	82	41	NA	1	6	26	7	0.128	0.00469	NA	NA	NA	0.005258	0.01024	0.005976	NA	0.128	0.004206	0.00292	0.01552	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Arcticibacterium"
"Amoebophilaceae"	"F"	1501348	11507	3380	405	8	6	8217	11507	3955	12	1	367	2887	352	1.437	1.132	0.8672	1.044	0.4754	0.9819	1.437	0.5764	0.0007021	0.128	0.2572	0.3242	0.7802	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Candidatus Cardinium"	"G"	273135	1953	786	81	1	1	1552	1953	735	2	NA	70	548	37	0.2633	0.2633	0.1734	0.1305	0.07924	0.1855	0.2439	0.1071	0.000117	NA	0.04906	0.06154	0.08201	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae"
"Cardinium endosymbiont of Sogatella furcifera"	"S"	650378	1343	559	52	NA	1	1113	1343	510	1	NA	48	382	23	0.1873	0.1873	0.1113	NA	0.07924	0.133	0.1677	0.07433	5.851e-05	NA	0.03364	0.0429	0.05098	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Cardinium endosymbiont of Encarsia pergandiella"	"S"	249402	560	211	26	1	NA	402	560	198	1	NA	21	155	12	0.1305	0.07069	0.05567	0.1305	NA	0.04804	0.06994	0.02886	5.851e-05	NA	0.01472	0.01741	0.0266	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Candidatus Cardinium hertigii"	"S"	247481	28	8	1	NA	NA	26	28	20	NA	NA	NA	5	NA	0.003497	0.00268	0.002141	NA	NA	0.003107	0.003497	0.002915	NA	NA	NA	0.0005615	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Candidatus Amoebophilus"	"G"	281119	2472	302	57	1	2	1691	2472	913	2	NA	86	634	126	0.3087	0.1012	0.122	0.1305	0.1585	0.2021	0.3087	0.1331	0.000117	NA	0.06028	0.0712	0.2793	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae"
"Candidatus Amoebophilus asiaticus"	"S"	281120	2472	302	57	1	2	1691	2472	913	2	NA	86	634	126	0.3087	0.1012	0.122	0.1305	0.1585	0.2021	0.3087	0.1331	0.000117	NA	0.06028	0.0712	0.2793	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Amoebophilus"
"Flammeovirgaceae"	"F"	200667	12264	3950	292	6	NA	8886	12264	4352	9	1	565	4201	162	1.532	1.323	0.6252	0.7833	NA	1.062	1.532	0.6343	0.0005266	0.128	0.396	0.4718	0.3591	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Flammeovirga"	"G"	59739	6715	2718	287	4	NA	4984	6715	2412	7	1	266	2151	154	0.9106	0.9106	0.6145	0.5222	NA	0.5956	0.8386	0.3515	0.0004096	0.128	0.1864	0.2416	0.3413	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Flammeovirga sp. MY04"	"S"	1191459	6715	2718	287	4	NA	4984	6715	2412	7	1	266	2151	154	0.9106	0.9106	0.6145	0.5222	NA	0.5956	0.8386	0.3515	0.0004096	0.128	0.1864	0.2416	0.3413	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Flammeovirga"
"unclassified Flammeovirgaceae"	"-"	340671	220	70	4	2	NA	114	220	124	1	NA	11	69	8	0.2611	0.02345	0.008565	0.2611	NA	0.01362	0.02747	0.01807	5.851e-05	NA	0.00771	0.007749	0.01773	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Flammeovirgaceae bacterium 311"	"S"	1257021	220	70	4	2	NA	114	220	124	1	NA	11	69	8	0.2611	0.02345	0.008565	0.2611	NA	0.01362	0.02747	0.01807	5.851e-05	NA	0.00771	0.007749	0.01773	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>unclassified&nbsp;Flammeovirgaceae"
"Marivirga"	"G"	869806	5317	1159	1	NA	NA	3780	5317	1807	1	NA	288	1979	NA	0.664	0.3883	0.002141	NA	NA	0.4517	0.664	0.2634	5.851e-05	NA	0.2019	0.2223	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Marivirga tractuosa"	"S"	1006	5317	1159	1	NA	NA	3780	5317	1807	1	NA	288	1979	NA	0.664	0.3883	0.002141	NA	NA	0.4517	0.664	0.2634	5.851e-05	NA	0.2019	0.2223	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Marivirga"
"Hymenobacteraceae"	"F"	1853232	2443	840	101	3	1	1830	2443	984	3	1	124	833	93	0.3916	0.2814	0.2163	0.3916	0.07924	0.2187	0.3051	0.1434	0.0001755	0.128	0.08691	0.09355	0.2061	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Hymenobacter"	"G"	89966	1287	523	59	2	1	978	1287	483	1	1	58	459	49	0.2611	0.1752	0.1263	0.2611	0.07924	0.1169	0.1607	0.0704	5.851e-05	0.128	0.04065	0.05155	0.1086	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
"Hymenobacter swuensis"	"S"	1446467	61	53	9	NA	NA	61	45	16	NA	NA	2	33	3	0.01927	0.01776	0.01927	NA	NA	0.007289	0.00562	0.002332	NA	NA	0.001402	0.003706	0.006649	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. PAMC 26554"	"S"	1484116	48	17	3	NA	NA	31	48	10	NA	NA	1	9	1	0.006424	0.005695	0.006424	NA	NA	0.003704	0.005995	0.001457	NA	NA	0.0007009	0.001011	0.002216	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. sh-6"	"S"	2319843	21	7	1	NA	NA	16	21	10	1	NA	3	9	NA	0.002623	0.002345	0.002141	NA	NA	0.001912	0.002623	0.001457	5.851e-05	NA	0.002103	0.001011	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sedentarius"	"S"	1411621	13	7	2	NA	NA	12	13	8	NA	NA	2	4	NA	0.004282	0.002345	0.004282	NA	NA	0.001434	0.001624	0.001166	NA	NA	0.001402	0.0004492	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. APR13"	"S"	1356852	6	2	1	NA	NA	4	6	2	NA	NA	1	2	1	0.002216	0.00067	0.002141	NA	NA	0.000478	0.0007493	0.0002915	NA	NA	0.0007009	0.0002246	0.002216	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter nivis"	"S"	1850093	3	1	NA	NA	NA	1	1	NA	NA	NA	NA	3	NA	0.0003369	0.000335	NA	NA	NA	0.0001195	0.0001249	NA	NA	NA	NA	0.0003369	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Rufibacter"	"G"	1379908	710	202	27	NA	NA	504	710	304	1	NA	29	212	29	0.08867	0.06767	0.05781	NA	NA	0.06023	0.08867	0.04431	5.851e-05	NA	0.02033	0.02381	0.06428	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
"Rufibacter sp. DG15C"	"S"	1379909	207	50	4	NA	NA	135	207	99	NA	NA	8	44	6	0.02585	0.01675	0.008565	NA	NA	0.01613	0.02585	0.01443	NA	NA	0.005607	0.004941	0.0133	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Rufibacter"
"Rufibacter tibetensis"	"S"	512763	48	17	4	NA	NA	39	44	22	NA	NA	4	48	5	0.01108	0.005695	0.008565	NA	NA	0.00466	0.005495	0.003206	NA	NA	0.002804	0.005391	0.01108	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Rufibacter"
"Pontibacter"	"G"	323449	107	35	2	NA	NA	83	107	52	NA	NA	6	28	2	0.01336	0.01173	0.004282	NA	NA	0.009918	0.01336	0.007579	NA	NA	0.004206	0.003145	0.004433	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
"Pontibacter akesuensis"	"S"	388950	16	9	NA	NA	NA	16	7	11	NA	NA	3	3	NA	0.003015	0.003015	NA	NA	NA	0.001912	0.0008742	0.001603	NA	NA	0.002103	0.0003369	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Pontibacter actiniarum"	"S"	323450	3	2	NA	NA	NA	NA	2	3	NA	NA	1	NA	1	0.002216	0.00067	NA	NA	NA	NA	0.0002498	0.0004372	NA	NA	0.0007009	NA	0.002216	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Pontibacter"
"Cyclobacteriaceae"	"F"	563798	1469	1017	156	3	2	1133	1469	958	2	NA	66	703	64	0.3916	0.3407	0.334	0.3916	0.1585	0.1354	0.1835	0.1396	0.000117	NA	0.04626	0.07895	0.1419	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Algoriphagus"	"G"	246875	555	555	119	2	1	250	223	186	2	NA	19	83	5	0.2611	0.1859	0.2548	0.2611	0.07924	0.02987	0.02785	0.02711	0.000117	NA	0.01332	0.009321	0.01108	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Algoriphagus sp. M8-2"	"S"	1727163	457	457	98	2	NA	199	173	162	1	NA	18	52	3	0.2611	0.1531	0.2098	0.2611	NA	0.02378	0.02161	0.02361	5.851e-05	NA	0.01262	0.00584	0.006649	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Algoriphagus machipongonensis"	"S"	388413	91	91	21	NA	1	51	50	23	1	NA	1	31	2	0.07924	0.03049	0.04496	NA	0.07924	0.006094	0.006244	0.003352	5.851e-05	NA	0.0007009	0.003481	0.004433	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Belliella"	"G"	232244	524	194	29	NA	NA	348	524	113	NA	NA	32	137	16	0.06544	0.06499	0.06209	NA	NA	0.04159	0.06544	0.01647	NA	NA	0.02243	0.01539	0.03546	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
