	megablast	blastn	qiime_blastn	qiime_sklearn	mapseq	centrifuge	kraken2	minimap2(12)	mothur(6)	idtaxa	rdp	sintax	spingo(8)	gt
007dd426-ea0a-44be-8832-1a7bab190464	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
007e1732-9509-4c14-9a74-3afeae55bef5	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae		Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
008560ac-dc2e-42ce-9d20-3f05e01d7f53	Clostridiaceae 1	Clostridiaceae 1	Clostridiaceae 1	Clostridiaceae 1	Clostridiaceae 1	Clostridiaceae 1	Clostridiaceae 1	Clostridiaceae 1	Clostridiaceae 1	Clostridiaceae 1	Clostridiaceae_1	Clostridiaceae	Clostridiaceae 1	Clostridiaceae 1
00949bc0-3155-4e7a-ac63-b749845f2bee	Saprospiraceae	Saprospiraceae	Saprospiraceae	Dikarya	Saprospiraceae	Chitinophagaceae	Saprospiraceae	Saprospiraceae		Saprospiraceae	Cyclobacteriaceae	Saprospiraceae	Saprospiraceae	Saprospiraceae
00987b98-f28b-44b4-a8ef-f6dd69409ca9	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	S15-21	NS11-12	NS11-12 marine group	NS11-12 marine group
009976dd-d295-455e-8929-f795da618bd0	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Dikarya	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae		Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
00ac1157-a06c-4ab1-97df-0d2f136aaa0d	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Burkholderiaceae	Burkholderiaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
00b33afc-4d19-418d-ad7b-ef8389604f20				Dikarya								uncultured	uncultured bacterium	
00b76956-dc27-433a-be16-59936351a9b6	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	P6-b51	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
00b7afef-90f7-4ae4-be90-9d9753577cdd	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Dikarya	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae		Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae
00c9b475-97ee-4fd3-8b97-c3cc18f5a346					Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae		Spirosomaceae	Cyclobacteriaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae
00cabc92-e547-48ef-94db-ceecb87a4008	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
00cf1118-16f3-40b1-b1fd-ba593649c0ef	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
00e00e33-f946-4f75-b7cb-9ceeb28092de	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Dikarya	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae		Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae
00e89190-4fd6-4ad9-ad7c-da68652b5c28	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
00eb9d36-92ff-4d00-bc0e-d1efa9689bff	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Dikarya	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Enterobacteriaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae
00ef562c-edb8-45d5-9ef3-cbae526970db	Spirosomaceae	Spirosomaceae	Spirosomaceae	Dikarya	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae
00efac37-32da-4170-9437-6fd483ce65ca	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae		Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae
00f2548a-e354-4f7a-b877-5eba8b0d217d	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	Dikarya	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12_marine_group	NS11-12	NS11-12 marine group	NS11-12 marine group
00f5da1a-e4f9-4bbf-b279-911653d48806	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
00ff26a2-5b7e-4931-b464-0c8f090deb26	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12_marine_group	NS11-12	NS11-12 marine group	NS11-12 marine group
01002346-0bb9-4bff-8258-45417a9c3a6f				Dikarya			Pedosphaeraceae			Puniceicoccaceae		uncultured	uncultured Opitutae bacterium	
010119b0-b1b8-4b7a-be35-02a739663719	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
0105221d-1ab2-441a-b818-26c4650476e8	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae		Burkholderiaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Burkholderiaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
0106a454-05ab-4711-9e79-d240c1c0b848	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01071c6d-b141-4478-9c1d-67c3faf9d6ea	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
011bf951-4b67-4c22-a0cb-3ebe5719cfc3	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
011efec3-ee2a-4981-af3c-551a1865f761	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Dikarya	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
01213fe8-8fdf-4811-b11a-47c60fafca0a	Hyphomicrobiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae	Beijerinckiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae	Hyphomicrobiaceae
012827fa-2959-4295-8fd3-e709aa48392f	mle1-27	mle1-27	mle1-27	mle1-27	mle1-27	mle1-27	mle1-27	mle1-27		mle1-27	mle1-27	mle1-27	mle1-27	mle1-27
012c2ccd-6085-4ec5-9d81-b89ba9219737	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
0131d68a-c891-444c-8d0e-0b37f130394c	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Archangiaceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae
013385e5-75dc-4065-8a19-455ab40c1562	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Dikarya	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	P6-b51	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae
01367aa9-8b35-455e-b8a5-542d37be4400	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	Flavobacteriaceae	NS11-12 marine group		NS11-12 marine group	Flammeovirgaceae	NS11-12	NS11-12 marine group	NS11-12 marine group
013c9e97-5e78-449c-9681-6c14d0ade0cd	Burkholderiaceae	Burkholderiaceae		Dikarya	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Aphagea	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
013eb0ec-ff01-49b9-8fe3-7705b7a56e10	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Dikarya	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae		Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae
014257b9-e680-4681-80a2-30e650875f0d												uncultured	uncultured bacterium	
0146dd45-3940-4259-a74a-f438f02ae1d1	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae		Arcobacteraceae	P6-b51	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
0154e45c-e29b-467c-a4e6-b723148a6d5e				Dikarya		Rhizobiales Incertae Sedis						uncultured	uncultured bacterium	
0156e378-48e9-4ea0-ac2b-01d0686957d5	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
015b3271-c984-4378-9542-a4b02bb897a7	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae
015b481b-d9f8-4199-8e2d-48e2a73a3c21	Saprospiraceae	Saprospiraceae	Saprospiraceae	Dikarya	Saprospiraceae	Saprospiraceae	Saprospiraceae	Saprospiraceae	Saprospiraceae	Saprospiraceae	Saprospiraceae	Saprospiraceae	Saprospiraceae	Saprospiraceae
016800cc-f5d0-4b27-beba-657c0a6cea1f	Spirosomaceae	Spirosomaceae	Spirosomaceae	Dikarya	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae
016c4519-e21f-4cb8-ab53-eb0872ea9f59			uncultured bacterium	Dikarya								uncultured	uncultured bacterium	uncultured bacterium
016c95cd-4170-4718-8167-86fc973d5244	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	Dikarya	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12_marine_group	NS11-12	NS11-12 marine group	NS11-12 marine group
016e58a6-5827-40c9-896a-dc7018c60863	Spirosomaceae	Spirosomaceae	Spirosomaceae	Dikarya	Spirosomaceae	Spirosomaceae	Microscillaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae
016ea39e-58a0-4546-9861-d1a8cdce0035	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae		Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
016fd496-c8d6-4b44-86c6-25254e10103b	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae		Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
017617e4-017f-4c01-8f5b-7a507e224077	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01770ceb-66f9-4e3d-815a-6d62472a49f3	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	P6-b51	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
017d321b-b449-4786-a1dc-384855e737a9			uncultured bacterium									uncultured	uncultured bacterium	uncultured bacterium
018b4e42-9e57-495c-ae55-8455c8499ed4	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Chromobacteriaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
018e10f1-ca0e-47b0-8d67-8a7023d0db62	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
0195871f-adc8-4dec-8f2b-a63100b32d9b	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	Dikarya	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12_marine_group	NS11-12	NS11-12 marine group	NS11-12 marine group
019a65d3-eee3-4579-a2de-e441a6655f2b	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01a2898c-4b30-41ec-8a7f-2a17416b4eec	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01a81dd5-436a-437c-983e-df505831ca8a	Aquaspirillaceae	Aquaspirillaceae	Aquaspirillaceae	Dikarya	Aquaspirillaceae	Aquaspirillaceae	Aquaspirillaceae	Aquaspirillaceae		Aquaspirillaceae	Aquaspirillaceae	Aquaspirillaceae	Aquaspirillaceae	Aquaspirillaceae
01b1167c-a25b-4ace-b0dc-b3875d66bb23	Burkholderiaceae	Burkholderiaceae	Spirosomaceae	Dikarya	Burkholderiaceae	Spirosomaceae	Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01b63a99-9dc1-4348-a774-42b13dd11feb	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01b6bc25-3c9b-44c3-8c43-746ad4589661	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae
01bc2821-1ac0-4900-9953-7c189c7d9701	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01bc403f-eb91-4c0e-a415-1113ca8ffad6	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Dikarya	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
01c5ef12-6c02-429c-82ac-1a8117901113	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Pseudomonadaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01ca6cc4-021a-4c8e-bfb3-8f36d8336ff4	Saprospiraceae	Saprospiraceae	Saprospiraceae	Saprospiraceae	Saprospiraceae	Carnobacteriaceae	Carnobacteriaceae	Saprospiraceae		Carnobacteriaceae	Carnobacteriaceae	Saprospiraceae	Saprospiraceae	Saprospiraceae
01d27e32-886d-4514-8566-a5e9a76c49b0	Aeromonadaceae	Aeromonadaceae			Beijerinckiaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae		Aeromonadaceae	Beijerinckiaceae	Aeromonadaceae	Beijerinckiaceae	Aeromonadaceae
01d81e74-b3a1-4175-a855-6debbc5165de	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
01dfde65-4f92-4a30-b835-430b40650f4e	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	Dikarya	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12 marine group	NS11-12_marine_group	NS11-12	NS11-12 marine group	NS11-12 marine group
01e0887e-12a7-459d-872f-526e4d415035	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Arcobacteraceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Leeiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01e492ef-1346-405f-9568-e3d4c3fa1e7b	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae	Flavobacteriaceae
01ead44b-c92f-40f6-ba7f-71ccd12997f0	Spirosomaceae	Spirosomaceae	Spirosomaceae	Dikarya	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae		Spirosomaceae	Cyclobacteriaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae
01ee8b04-ecdb-4887-a0ca-4cc0c143df3c	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	P6-b51	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
01ef65e7-3beb-478c-ba22-28e37e00d300	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01fda3bb-cf76-44f6-90e0-1a623398107c			uncultured bacterium	Dikarya							Thermoanaerobaculaceae	uncultured	uncultured bacterium	uncultured bacterium
020aa1d0-ce77-45fa-b5b7-92e5527e61d9	Xanthomonadaceae	Xanthomonadaceae	Xanthomonadaceae	Xanthomonadaceae	Xanthomonadaceae	Xanthomonadaceae	Moraxellaceae	Xanthomonadaceae	Xanthomonadaceae	Xanthomonadaceae	Beggiatoaceae	Xanthomonadaceae	Xanthomonadaceae	Xanthomonadaceae
