	megablast	blastn	qiime_blastn	qiime_sklearn	mapseq	centrifuge	kraken2	minimap2(12)	mothur(6)	idtaxa	rdp	sintax	spingo(8)	gt
007df6b9-a5a3-42da-a3fe-1b67994c73fe	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
007f9897-0f5f-4548-a597-40709da5b026	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
00871171-00e7-4599-949f-5d25f1ffb306	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
008a8326-820f-4e23-8c8e-2bb858d6f459	Spirosomaceae	Spirosomaceae	Spirosomaceae	Dikarya	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae
009926c7-9e1a-4411-b8e3-ee4ce6738f65	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae		Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
009a83b0-b551-4553-b92a-df0e9e3cad53	Phycisphaeraceae	Phycisphaeraceae	Phycisphaeraceae	Dikarya	Phycisphaeraceae	Phycisphaeraceae	Phycisphaeraceae	Phycisphaeraceae	Phycisphaeraceae	Phycisphaeraceae	Phycisphaeraceae	Phycisphaeraceae	Phycisphaeraceae	Phycisphaeraceae
009c5e40-0eee-4223-bde7-e110a503820b	Burkholderiaceae	Methylophilaceae	Burkholderiaceae	Dikarya	Methylophilaceae	Methylophilaceae	Burkholderiaceae	Methylophilaceae	Methylophilaceae	Methylophilaceae	Leeiaceae	Burkholderiaceae	Methylophilaceae	Methylophilaceae
00a5105f-d43a-4b27-80ec-fdb2a8bb039c	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Dikarya	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
00a885d9-23fe-494c-aafb-4c5b70f9e332	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Burkholderiaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
00ba1be8-0aa2-4e96-9a4d-8b3a5ff7ead8	Arcobacteraceae	Arcobacteraceae		Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae		Arcobacteraceae	P6-b51	Leptococcaceae	Arcobacteraceae	Arcobacteraceae
00bfe01d-99d7-4c5f-946d-9aabc3133439	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Moraxellaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae
00c518c3-05cc-4fac-91bb-accd6c1aff06	Moraxellaceae	Moraxellaceae	Moraxellaceae	Moraxellaceae	Moraxellaceae	Moraxellaceae	Moraxellaceae	Moraxellaceae		Moraxellaceae	Moraxellaceae	Moraxellaceae	Moraxellaceae	Moraxellaceae
00c6e875-0ea8-42a0-b89b-4215a3fa6b9e	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Dikarya	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Syntrophobacteraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae
00cf1228-5938-4a61-8867-1d2cbb13a7d0	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
00dbbb20-c875-462f-b1ea-1156d37a59b0	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	P6-b51	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
00e06e4e-3ccd-432f-9fbc-5a1ce8c984c3	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Dikarya	Rhodocyclaceae		Burkholderiaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Chromobacteriaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
00e334f3-00c0-4fe3-bc6b-dfda37873ad1	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Burkholderiaceae	Burkholderiaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Hydrogenophilaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
00ed10e6-c86b-436e-b930-70b0a129d5d8	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae
00f41be9-6f44-4667-b87d-f3219566a9c5	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae	Peptostreptococcaceae
00f51e9a-ebd3-45ec-95a5-3ae3e5dd58e9	Rhodanobacteraceae	Rhodanobacteraceae	Rhodanobacteraceae	Rhodanobacteraceae	Rhodanobacteraceae	Xanthomonadaceae	Rhodanobacteraceae	Rhodanobacteraceae	Rhodanobacteraceae	Nitrosomonadaceae	Rhodanobacteraceae	Rhodanobacteraceae	Rhodanobacteraceae	Rhodanobacteraceae
0106a454-05ab-4711-9e79-d240c1c0b848	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
0111f02a-3867-4e25-ac37-5ad5ed35b5b2	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae
01148bfb-305a-4a4b-aabe-27b404e7b484	Nitrosomonadaceae	Nitrosomonadaceae	Nitrosomonadaceae	Dikarya	Nitrosomonadaceae	Nitrosomonadaceae	Nitrosomonadaceae	Nitrosomonadaceae	Nitrosomonadaceae	Nitrosomonadaceae	Hydrogenophilaceae	Nitrosomonadaceae	Nitrosomonadaceae	Nitrosomonadaceae
011e1577-62fd-44cb-9e4d-c171d2a83485	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01274873-194c-468d-84c6-98509b53dd8b	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae
012c0206-5277-45ec-b46a-aca531e43553	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
0131d68a-c891-444c-8d0e-0b37f130394c	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Archangiaceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae
013385e5-75dc-4065-8a19-455ab40c1562	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Dikarya	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	P6-b51	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae
0133f202-bb56-4faf-a758-5609b8a6af67	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
013698d1-e1a8-4481-807c-ce20ce34cf55	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
013afaf9-b082-4a5a-a636-b8978c01d9ff	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Pseudomonadaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
013f2edf-b7b2-402e-8e78-f246b22419d4	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Dikarya	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae
0140d539-5f4f-42f8-88e8-33714c051209	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01421057-36c7-43fd-8a37-a78dc83e94c7	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
014f7236-dbea-48c5-a179-c8b0d7a122e4	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Dikarya	Sulfurospirillaceae		Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae	Sulfurospirillaceae
01575bd2-aea2-43af-b5b7-09e9a8c81c56				Dikarya								uncultured	uncultured bacterium	
0166d6d4-f779-4b0a-91c0-a1ce824a55cd	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
0168b029-90fb-42b5-ac5a-7c63223ade31	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Dikarya	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae		Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae	Sphingomonadaceae
0177e925-b47c-4fcf-8999-e23457265a4d	Nitrospiraceae	Nitrospiraceae		Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae	Archangiaceae	Nitrospiraceae	Nitrospiraceae	Nitrospiraceae
0178b0b5-9c8e-4c9e-8fb0-cf1c5553cce4	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae		Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
017ad3d5-2707-460f-9e33-607e2ef6b1bd	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	P6-b51	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
01846471-ec5d-4733-8705-d3c0cd8840d2	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
01888186-df98-4101-88d3-7a8c66f9f28e	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae
0190c6d5-c6f6-493e-a150-bc812d11276f	Hydrogenedensaceae	Hydrogenedensaceae	Hydrogenedensaceae	Hydrogenedensaceae	Hydrogenedensaceae	Rhodocyclaceae	Rhodocyclaceae	Hydrogenedensaceae	Hydrogenedensaceae	Hydrogenedensaceae	Hydrogenedensaceae	Hydrogenedensaceae	Hydrogenedensaceae	Hydrogenedensaceae
019dcb50-e9a4-472d-afe5-3309c0ec9232	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01a3e472-2002-47cc-a83f-b435c7aee7b4	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01a94bd7-4e24-48f8-8fc7-a0a4543bb99a	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Rubritaleaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01aa4a2e-44c8-46ac-8598-8b00b14230ef	Spirosomaceae	Spirosomaceae	Spirosomaceae	Dikarya	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae		Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae
01b457d1-b18b-4304-9665-8c158f9b23c7				Aphanizomenon flos-aquae WA102						Puniceicoccaceae		uncultured	Aphanizomenon flos-aquae WA102	Aphanizomenon flos-aquae WA102
01b6bc25-3c9b-44c3-8c43-746ad4589661	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae	Rhizobiaceae
01ba32dc-d70f-46d0-b957-8c8a760652da	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Dikarya	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01bee749-3833-478c-ab29-936eb3bb8379	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
01c02cd7-ae6d-45d2-b5b7-5f5f2dfda0ec	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae		Spirosomaceae	Cyclobacteriaceae	Spirosomaceae	Spirosomaceae	Spirosomaceae
01c0d296-a3c2-4d39-85f5-f2a81b6ac3f4	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Hydrogenophilaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01c290d7-8879-4d35-83a5-ee2bdfa07a5c	Geobacteraceae	Geobacteraceae	Geobacteraceae	Geobacteraceae	Geobacteraceae	Geobacteraceae	Geobacteraceae	Geobacteraceae	Geobacteraceae	Geobacteraceae		Geobacteraceae	Geobacteraceae	Geobacteraceae
01ceb8c3-2dc6-447d-ba4a-37ee0340ee7f			uncultured diatom	Dikarya								uncultured	Ulnaria acus	
01cec89e-5e45-45f1-bbeb-eda215759743		Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae	Lachnospiraceae
01d0fbd1-3114-4534-bc72-4c661d044e04	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
01d17d9f-f0e2-48f7-8fec-db34f0dd8071	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
01d20a15-c957-4ad5-bb54-3318afa0be3c	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae		Arcobacteraceae	Rhodobacteraceae	Nitrincolaceae	Rhodobacteraceae	Rhodobacteraceae
01d27e32-886d-4514-8566-a5e9a76c49b0	Aeromonadaceae	Aeromonadaceae			Beijerinckiaceae	Aeromonadaceae	Aeromonadaceae	Aeromonadaceae		Aeromonadaceae	Beijerinckiaceae	Beijerinckiaceae	Beijerinckiaceae	Aeromonadaceae
01d2ecac-e130-4f00-a06b-709ebbe91b6a	Rhodanobacteraceae	Rhodanobacteraceae	Cellvibrionaceae	Dikarya	Xanthomonadaceae	Rhodanobacteraceae	Burkholderiaceae	Xanthomonadaceae	Rhodocyclaceae	Rhodocyclaceae	Hydrogenophilaceae	Rhodanobacteraceae	Xanthomonadaceae	Rhodanobacteraceae
01dd44b0-5a5e-4b59-bbba-ad7b1b876495	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae		Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae	Haliangiaceae
01e70581-c009-4b5f-8d0a-db7a0c787666	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Dikarya	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae	Rhodocyclaceae
01f0d956-b29a-4e28-b192-0f0b1ef8bbdc	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae		Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01f93782-dab4-4c62-a75e-117c2b9f4c07	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae	Leeiaceae	Burkholderiaceae	Burkholderiaceae	Burkholderiaceae
01fa439a-6149-4fcf-8a74-cff9ac89d47b	Crocinitomicaceae	Crocinitomicaceae	Crocinitomicaceae	Dikarya	Crocinitomicaceae	Flavobacteriaceae	Crocinitomicaceae	Crocinitomicaceae	Crocinitomicaceae	Crocinitomicaceae	Crocinitomicaceae	Crocinitomicaceae	Crocinitomicaceae	Crocinitomicaceae
02069b14-2cb8-493b-b7ad-a311cb1f45cc	Carnobacteriaceae	Carnobacteriaceae	Carnobacteriaceae	Dikarya	Carnobacteriaceae	Carnobacteriaceae	Bacillaceae	Carnobacteriaceae	Carnobacteriaceae	Carnobacteriaceae	Carnobacteriaceae	Carnobacteriaceae	Carnobacteriaceae	Carnobacteriaceae
0208979c-e1e5-44f0-b995-f2d2c968c27b	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Dikarya	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae		Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae	Arcobacteraceae
020e189e-b82f-4d3a-9fa8-e3f17e84ee94	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Dikarya	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae	Rhodobacteraceae
