	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Anaerosinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerospora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerosporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerosporomusa	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Anaerostipes	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
Anaerovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Anaerovorax	0.0	0.0	0.0	0.0	1.0	0.0	1.0	4.0	0.0	4.0	3.0	0.0	2.0	5.0	3.0	0.0	0.0	0.0
Ancalomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ancylobacter	0.0	0.0	0.0	7.0	27.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Anoxybacillus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphanizomenon NIES81	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquabacterium	699.0	199.0	993.0	1358.0	144.0	503.0	299.0	388.0	698.0	171.0	168.0	49.0	383.0	344.0	53.0	0.0	0.0	4.0
Aquamicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Aquaspirillum	0.0	1.0	5.0	2.0	0.0	0.0	0.0	1.0	4.0	2.0	2.0	0.0	20.0	0.0	7.0	0.0	0.0	0.0
Aquicella	2.0	3.0	0.0	11.0	4.0	1.0	1.0	5.0	3.0	7.0	2.0	0.0	39.0	12.0	6.0	0.0	0.0	0.0
Aquimonas	2.0	2.0	0.0	6.0	3.0	0.0	0.0	2.0	7.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquisphaera	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arcicella	8.0	2.0	19.0	2.0	0.0	3.0	2.0	0.0	0.0	2.0	1.0	20.0	3.0	5.0	0.0	0.0	0.0	0.0
Arcobacter	2952.0	220.0	193.0	349.0	187.0	4489.0	1421.0	242.0	3824.0	677.0	473.0	34.0	796.0	5602.0	6100.0	7.0	3.0	0.0
Arenimonas	110.0	123.0	98.0	448.0	76.0	88.0	204.0	223.0	323.0	165.0	209.0	188.0	158.0	165.0	107.0	0.0	1.0	0.0
Armatimonas	4.0	8.0	10.0	14.0	7.0	4.0	8.0	229.0	19.0	488.0	644.0	215.0	3.0	8.0	838.0	0.0	4.0	0.0
Arsenicitalea	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Arsenophonus	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arthrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asaia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asticcacaulis	0.0	0.0	0.0	3.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	20.0	1.0	0.0	0.0	0.0	0.0
Atlantibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atopococcus	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
Aurantimicrobium	7.0	82.0	250.0	17.0	129.0	4.0	5.0	154.0	4.0	117.0	79.0	53.0	3.0	11.0	98.0	0.0	0.0	3.0
Aureimonas	0.0	0.0	0.0	4.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0
Azoarcus	0.0	0.0	0.0	3.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Azohydromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azonexus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azorhizobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azospira	3.0	10.0	0.0	9.0	4.0	0.0	0.0	8.0	0.0	9.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Azospirillum	0.0	1.0	1.0	1.0	11.0	0.0	0.0	11.0	0.0	4.0	1.0	0.0	8.0	0.0	2.0	0.0	0.0	0.0
Azotobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Azovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCf9-17 termite group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BD1-7 clade	14.0	17.0	15.0	8.0	5.0	5.0	33.0	26.0	4.0	3.0	5.0	7.0	374.0	23.0	3.0	0.0	0.0	0.0
BIyi10	5.0	0.0	9.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	176.0	0.0	0.0	0.0	0.0	0.0
BSV13	5.0	3.0	0.0	2.0	0.0	4.0	3.0	6.0	10.0	4.0	3.0	0.0	5.0	1.0	5.0	0.0	0.0	0.0
Bacillus	4.0	18.0	16.0	10.0	22.0	7.0	7.0	70.0	4.0	68.0	35.0	36.0	7.0	32.0	17.0	4666.0	4419.0	4738.0
Bact-08	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteriovorax	36.0	4.0	0.0	6.0	0.0	35.0	20.0	4.0	61.0	2.0	2.0	0.0	399.0	7.0	0.0	0.0	0.0	0.0
Bacteroides	19.0	3.0	0.0	14.0	7.0	15.0	6.0	7.0	17.0	2.0	1.0	0.0	1.0	8.0	7.0	0.0	0.0	0.0
Bauldia	0.0	2.0	3.0	11.0	8.0	4.0	4.0	23.0	6.0	3.0	3.0	7.0	28.0	6.0	4.0	0.0	0.0	0.0
Bdellovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	0.0	0.0	0.0	0.0
Beggiatoa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Belnapia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastochloris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Blastomonas	0.0	1.0	0.0	1.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Blastopirellula	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Blautia	30.0	0.0	4.0	22.0	11.0	22.0	24.0	5.0	30.0	9.0	7.0	6.0	19.0	46.0	4.0	0.0	0.0	0.0
Bosea	0.0	0.0	6.0	12.0	16.0	0.0	2.0	4.0	0.0	1.0	2.0	0.0	32.0	3.0	4.0	0.0	0.0	0.0
Brachymonas	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bradyrhizobium	3.0	7.0	5.0	13.0	10.0	5.0	10.0	16.0	7.0	5.0	14.0	0.0	77.0	39.0	21.0	0.0	0.0	0.0
Brenneria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevundimonas	5.0	1.0	7.0	49.0	9.0	11.0	10.0	3.0	13.0	4.0	4.0	15.0	93.0	15.0	4.0	0.0	0.0	0.0
Brooklawnia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bryobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
Bryocella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Budvicia	10.0	1.0	0.0	1.0	0.0	2.0	3.0	3.0	2.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0
Burkholderia-Caballeronia-Paraburkholderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Buttiauxella	7.0	4.0	7.0	11.0	1.0	3.0	16.0	11.0	4.0	0.0	2.0	0.0	24.0	2.0	0.0	1.0	0.0	0.0
Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricimonas	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-B045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
C39	4.0	15.0	18.0	5.0	11.0	10.0	6.0	30.0	1.0	12.0	10.0	0.0	6.0	4.0	20.0	0.0	0.0	0.0
CAG-352	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-56	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CL500-29 marine group	1.0	1.0	18.0	15.0	9.0	6.0	5.0	28.0	7.0	26.0	25.0	0.0	2.0	38.0	168.0	0.0	0.0	0.0
CL500-3	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	17.0	4.0	0.0	0.0	0.0	0.0
CM1G08	4.0	2.0	0.0	31.0	4.0	8.0	21.0	11.0	27.0	4.0	6.0	0.0	11.0	5.0	0.0	0.0	0.0	0.0
Caedibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	11.0	2.0	0.0	0.0	0.0	0.0
Caenimonas	12.0	4.0	3.0	44.0	1.0	11.0	13.0	8.0	20.0	9.0	5.0	12.0	4.0	118.0	2.0	0.0	0.0	0.0
Caldicoprobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Caldisericum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Calothrix KVSF5	0.0	1.0	12.0	0.0	1.0	0.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter	3.0	0.0	0.0	0.0	0.0	2.0	3.0	3.0	4.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Accumulibacter	28.0	15.0	8.0	61.0	5.0	12.0	13.0	14.0	42.0	13.0	5.0	9.0	272.0	66.0	5.0	0.0	0.0	0.0
Candidatus Alysiosphaera	0.0	0.0	4.0	10.0	8.0	0.0	0.0	0.0	0.0	3.0	6.0	2.0	10.0	24.0	4.0	0.0	0.0	0.0
Candidatus Amoebophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Anammoximicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Aquiluna	0.0	123.0	11.0	1.0	218.0	3.0	0.0	90.0	0.0	58.0	88.0	9.0	5.0	0.0	108.0	0.0	0.0	0.0
Candidatus Aquirestis	25.0	0.0	0.0	7.0	0.0	23.0	12.0	0.0	41.0	9.0	15.0	8.0	14.0	9.0	0.0	0.0	0.0	0.0
Candidatus Bacilloplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bealeia	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	9.0	5.0	6.0	0.0	0.0	0.0
Candidatus Berkiella	3.0	3.0	0.0	5.0	2.0	0.0	4.0	0.0	2.0	1.0	0.0	0.0	28.0	2.0	0.0	0.0	0.0	0.0
Candidatus Brocadia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Captivus	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	7.0	0.0	4.0	0.0	0.0	0.0
Candidatus Competibacter	0.0	0.0	0.0	11.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	52.0	7.0	0.0	0.0	0.0	0.0
Candidatus Endoecteinascidia	3.0	2.0	0.0	1.0	4.0	3.0	2.0	4.0	1.0	4.0	0.0	0.0	51.0	7.0	3.0	0.0	0.0	0.0
Candidatus Endomicrobium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Finniella	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0
Candidatus Flaviluna	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Jidaibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Limnoluna	2.0	25.0	4.0	1.0	2.0	5.0	2.0	4.0	4.0	6.0	11.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Candidatus Megaira	0.0	0.0	0.0	0.0	0.0	4.0	6.0	3.0	10.0	2.0	3.0	0.0	35.0	4.0	17.0	0.0	0.0	0.0
Candidatus Methylomirabilis	1.0	4.0	0.0	4.0	0.0	0.0	1.0	6.0	0.0	3.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Candidatus Methylopumilus	46.0	23.0	35.0	22.0	2.0	41.0	47.0	21.0	32.0	85.0	80.0	37.0	22.0	21.0	21.0	0.0	1.0	0.0
Candidatus Microthrix	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0
Candidatus Midichloria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Candidatus Moduliflexus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Nitrotoga	2.0	4.0	0.0	1.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Candidatus Odyssella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Candidatus Omnitrophus	5.0	5.0	7.0	6.0	3.0	27.0	14.0	22.0	46.0	32.0	19.0	15.0	12.0	3.0	2.0	0.0	0.0	0.0
Candidatus Ovatusbacter	6.0	2.0	0.0	0.0	3.0	0.0	3.0	3.0	0.0	2.0	2.0	0.0	20.0	4.0	2.0	0.0	0.0	0.0
Candidatus Paracaedibacter	0.0	3.0	4.0	3.0	6.0	2.0	6.0	3.0	0.0	1.0	0.0	0.0	27.0	7.0	13.0	0.0	0.0	0.0
Candidatus Planktoluna	15.0	20.0	189.0	19.0	45.0	21.0	22.0	38.0	6.0	24.0	42.0	24.0	2.0	13.0	55.0	0.0	0.0	0.0
Candidatus Planktophila	1.0	2.0	13.0	2.0	1.0	2.0	4.0	37.0	9.0	17.0	22.0	0.0	6.0	5.0	106.0	0.0	0.0	0.0
