	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Anaerosporobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Anaerosporomusa	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Anaerostipes	1.0	0.0	0.0	3.0	0.0	1.0	3.0	0.0	2.0	1.0	3.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Anaerovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Anaerovorax	4.0	1.0	0.0	0.0	0.0	0.0	3.0	6.0	0.0	8.0	3.0	0.0	0.0	9.0	2.0	0.0	0.0	0.0
Ancalomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ancylobacter	0.0	0.0	0.0	4.0	30.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Anoxybacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aphanizomenon NIES81	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquabacterium	713.0	181.0	993.0	1304.0	146.0	526.0	294.0	372.0	746.0	168.0	216.0	59.0	370.0	355.0	53.0	1.0	1.0	1.0
Aquamicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Aquaspirillum	0.0	2.0	5.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	2.0	0.0	21.0	0.0	8.0	0.0	0.0	0.0
Aquicella	2.0	4.0	0.0	10.0	3.0	2.0	3.0	8.0	1.0	4.0	5.0	0.0	34.0	13.0	6.0	0.0	0.0	0.0
Aquimonas	1.0	4.0	0.0	6.0	2.0	0.0	0.0	3.0	6.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Aquisphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arcicella	6.0	2.0	12.0	7.0	0.0	5.0	3.0	0.0	0.0	6.0	1.0	19.0	2.0	3.0	0.0	0.0	0.0	0.0
Arcobacter	2935.0	281.0	167.0	384.0	195.0	4578.0	1513.0	245.0	4044.0	637.0	484.0	29.0	753.0	5591.0	6266.0	5.0	1.0	0.0
Arenimonas	96.0	128.0	99.0	473.0	70.0	69.0	228.0	223.0	343.0	160.0	199.0	199.0	152.0	168.0	86.0	0.0	2.0	1.0
Armatimonas	2.0	8.0	2.0	17.0	15.0	5.0	10.0	222.0	20.0	463.0	643.0	187.0	14.0	5.0	810.0	0.0	2.0	0.0
Arsenicitalea	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Arsenophonus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arthrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asaia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Asticcacaulis	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0
Atlantibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Atopococcus	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
Aurantimicrobium	6.0	81.0	302.0	16.0	146.0	3.0	8.0	168.0	5.0	98.0	96.0	40.0	2.0	6.0	92.0	0.0	0.0	1.0
Aureimonas	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	9.0	0.0	3.0	0.0	0.0	0.0
Azoarcus	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azohydromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azonexus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azorhizobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azospira	3.0	9.0	0.0	2.0	5.0	0.0	3.0	10.0	0.0	3.0	7.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0
Azospirillum	0.0	6.0	2.0	3.0	11.0	0.0	0.0	9.0	0.0	4.0	4.0	0.0	8.0	0.0	1.0	0.0	0.0	0.0
Azotobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BCf9-17 termite group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BD1-7 clade	20.0	20.0	12.0	11.0	8.0	7.0	32.0	22.0	8.0	10.0	3.0	4.0	354.0	20.0	2.0	0.0	0.0	0.0
BIyi10	3.0	0.0	2.0	1.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	182.0	0.0	0.0	0.0	0.0	0.0
BSV13	5.0	4.0	0.0	3.0	0.0	2.0	7.0	6.0	16.0	2.0	1.0	0.0	7.0	3.0	5.0	0.0	0.0	0.0
Bacillus	8.0	11.0	22.0	10.0	20.0	2.0	7.0	71.0	3.0	75.0	46.0	47.0	4.0	34.0	19.0	4654.0	4318.0	4698.0
Bact-08	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteriovorax	31.0	0.0	0.0	4.0	0.0	43.0	24.0	10.0	60.0	4.0	5.0	0.0	402.0	8.0	1.0	0.0	0.0	0.0
Bacteroides	28.0	3.0	0.0	14.0	3.0	19.0	13.0	0.0	13.0	3.0	1.0	0.0	3.0	6.0	7.0	0.0	0.0	0.0
Bauldia	0.0	3.0	3.0	12.0	10.0	2.0	5.0	24.0	5.0	5.0	4.0	3.0	34.0	5.0	5.0	0.0	0.0	0.0
Bdellovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0
Beggiatoa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Belnapia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastochloris	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Blastomonas	0.0	0.0	0.0	2.0	4.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Blastopirellula	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Blautia	21.0	2.0	7.0	26.0	6.0	27.0	19.0	9.0	15.0	5.0	5.0	4.0	13.0	58.0	9.0	0.0	0.0	0.0
Bosea	0.0	2.0	6.0	13.0	6.0	0.0	5.0	9.0	0.0	4.0	1.0	0.0	29.0	3.0	2.0	0.0	0.0	0.0
Brachymonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Bradyrhizobium	9.0	4.0	1.0	19.0	9.0	5.0	13.0	16.0	4.0	3.0	7.0	0.0	90.0	22.0	21.0	0.0	0.0	0.0
Brenneria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevundimonas	4.0	1.0	6.0	39.0	8.0	13.0	17.0	2.0	13.0	4.0	4.0	19.0	74.0	26.0	8.0	0.0	0.0	0.0
Brooklawnia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bryobacter	0.0	1.0	0.0	3.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
Bryocella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Budvicia	7.0	1.0	0.0	3.0	0.0	1.0	2.0	1.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Burkholderia-Caballeronia-Paraburkholderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Buttiauxella	7.0	4.0	6.0	14.0	3.0	3.0	12.0	4.0	1.0	2.0	3.0	0.0	13.0	7.0	0.0	0.0	0.0	0.0
Butyricicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Butyricimonas	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
C1-B045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0
C39	3.0	7.0	12.0	6.0	10.0	5.0	2.0	18.0	2.0	17.0	11.0	0.0	3.0	4.0	26.0	0.0	0.0	0.0
CAG-352	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CAG-56	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CL500-29 marine group	2.0	4.0	11.0	14.0	22.0	5.0	9.0	34.0	2.0	23.0	18.0	0.0	1.0	32.0	164.0	0.0	0.0	0.0
CL500-3	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	16.0	1.0	0.0	0.0	0.0	0.0
CM1G08	5.0	4.0	0.0	28.0	0.0	5.0	20.0	9.0	20.0	8.0	4.0	0.0	14.0	5.0	0.0	0.0	0.0	0.0
Caedibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Caenimonas	11.0	4.0	3.0	47.0	1.0	6.0	17.0	18.0	26.0	13.0	9.0	7.0	11.0	140.0	4.0	0.0	0.0	0.0
Caldicoprobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Caldisericum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Calothrix KVSF5	0.0	1.0	9.0	0.0	1.0	0.0	0.0	4.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter	2.0	2.0	0.0	0.0	0.0	1.0	3.0	1.0	4.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Accumulibacter	33.0	12.0	9.0	66.0	5.0	15.0	17.0	11.0	29.0	9.0	15.0	9.0	273.0	58.0	3.0	0.0	0.0	0.0
Candidatus Alysiosphaera	0.0	1.0	2.0	13.0	9.0	0.0	0.0	1.0	0.0	5.0	1.0	3.0	8.0	34.0	7.0	0.0	0.0	0.0
Candidatus Amoebophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Anammoximicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Aquiluna	0.0	139.0	19.0	7.0	197.0	4.0	0.0	80.0	0.0	81.0	93.0	4.0	3.0	3.0	106.0	0.0	0.0	0.0
Candidatus Aquirestis	30.0	0.0	0.0	5.0	0.0	25.0	9.0	0.0	44.0	7.0	13.0	3.0	17.0	15.0	0.0	0.0	0.0	0.0
Candidatus Bacilloplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bealeia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	5.0	0.0	7.0	0.0	0.0	0.0
Candidatus Berkiella	3.0	0.0	0.0	1.0	3.0	0.0	4.0	0.0	1.0	1.0	0.0	0.0	36.0	2.0	0.0	0.0	0.0	0.0
Candidatus Brocadia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Captivus	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0	4.0	0.0	0.0	0.0
Candidatus Competibacter	0.0	0.0	0.0	3.0	0.0	0.0	5.0	1.0	0.0	1.0	1.0	0.0	60.0	4.0	0.0	0.0	0.0	0.0
Candidatus Endoecteinascidia	6.0	2.0	0.0	1.0	3.0	2.0	2.0	5.0	1.0	3.0	0.0	0.0	44.0	4.0	1.0	0.0	0.0	0.0
Candidatus Endomicrobium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Finniella	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0
Candidatus Flaviluna	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Jidaibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Limnoluna	1.0	25.0	4.0	1.0	1.0	12.0	2.0	5.0	3.0	4.0	9.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
Candidatus Megaira	0.0	0.0	0.0	0.0	0.0	4.0	3.0	2.0	3.0	1.0	2.0	0.0	23.0	1.0	15.0	0.0	0.0	0.0
Candidatus Methylomirabilis	1.0	2.0	0.0	4.0	0.0	0.0	3.0	8.0	0.0	2.0	2.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0
Candidatus Methylopumilus	58.0	19.0	44.0	18.0	0.0	37.0	39.0	19.0	34.0	79.0	71.0	54.0	16.0	21.0	21.0	0.0	1.0	0.0
Candidatus Microthrix	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0
Candidatus Midichloria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Candidatus Moduliflexus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Nitrotoga	3.0	0.0	0.0	3.0	0.0	1.0	5.0	3.0	4.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Candidatus Odyssella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Candidatus Omnitrophus	7.0	6.0	14.0	9.0	9.0	29.0	13.0	18.0	40.0	36.0	22.0	10.0	17.0	10.0	1.0	0.0	0.0	0.0
Candidatus Ovatusbacter	2.0	2.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	22.0	4.0	1.0	0.0	0.0	0.0
Candidatus Paracaedibacter	0.0	2.0	3.0	3.0	4.0	0.0	8.0	3.0	4.0	1.0	1.0	0.0	11.0	4.0	9.0	0.0	0.0	0.0
Candidatus Planktoluna	8.0	27.0	177.0	9.0	58.0	9.0	21.0	31.0	19.0	25.0	41.0	23.0	13.0	9.0	59.0	0.0	1.0	0.0
Candidatus Planktophila	3.0	3.0	7.0	4.0	1.0	6.0	3.0	32.0	4.0	24.0	12.0	0.0	8.0	2.0	88.0	0.0	0.0	0.0
