	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Chitinivorax	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	8.0	0.0	5.0	0.0	6.0	0.0	0.0	0.0
Chitinophaga	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenellaceae R-7 group	17.0	9.0	8.0	69.0	13.0	18.0	8.0	10.0	12.0	17.0	6.0	11.0	17.0	49.0	9.0	0.0	0.0	0.0
Chromatium	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsis PCC-6712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Chryseoglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseolinea	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Chryseomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthonobacter	0.0	3.0	2.0	11.0	0.0	0.0	0.0	4.0	0.0	2.0	4.0	0.0	7.0	3.0	1.0	0.0	0.0	0.0
Citrobacter	21.0	8.0	14.0	17.0	0.0	5.0	12.0	9.0	3.0	2.0	5.0	0.0	21.0	32.0	2.0	94.0	106.0	63.0
Cloacibacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 1	24.0	20.0	18.0	13.0	71.0	15.0	18.0	84.0	25.0	73.0	82.0	50.0	22.0	80.0	44.0	0.0	0.0	0.0
Clostridium sensu stricto 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 11	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 12	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	5.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0
Clostridium sensu stricto 13	4.0	2.0	0.0	0.0	7.0	3.0	5.0	4.0	8.0	2.0	4.0	11.0	11.0	2.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 3	0.0	1.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 8	0.0	0.0	0.0	0.0	6.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 9	0.0	0.0	0.0	0.0	2.0	0.0	1.0	4.0	0.0	1.0	4.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0
Cnuella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohnella	0.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collimonas	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Comamonas	27.0	44.0	47.0	124.0	36.0	25.0	59.0	43.0	52.0	44.0	39.0	20.0	21.0	110.0	24.0	0.0	0.0	0.0
Conexibacter	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	4.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0
Confluentibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 1	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 2	4.0	0.0	0.0	11.0	0.0	8.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0
Coprococcus 3	2.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0
Coraliomargarita	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coxiella	9.0	3.0	4.0	0.0	2.0	3.0	4.0	8.0	3.0	5.0	6.0	4.0	56.0	11.0	8.0	0.0	0.0	0.0
Crassaminicella	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenothrix	0.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Crocinitomix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cronobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	3.0
Cryptanaerobacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cupriavidus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Curvibacter	31.0	53.0	19.0	30.0	59.0	23.0	25.0	75.0	22.0	77.0	55.0	48.0	19.0	32.0	24.0	0.0	0.0	0.0
Cyanobium PCC-6307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	17.0	31.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0
Cylindrospermum CENA33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophaga	9.0	1.0	0.0	5.0	6.0	15.0	7.0	10.0	13.0	4.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0
DMER64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0
DSSD61	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechlorobacter	0.0	4.0	2.0	0.0	7.0	0.0	0.0	4.0	0.0	5.0	6.0	0.0	9.0	12.0	0.0	0.0	0.0	0.0
Dechloromonas	44.0	20.0	41.0	59.0	10.0	30.0	27.0	42.0	62.0	27.0	23.0	10.0	664.0	921.0	9.0	0.0	0.0	0.0
Dechlorosoma	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Deefgea	8.0	7.0	13.0	23.0	18.0	13.0	29.0	37.0	16.0	12.0	10.0	0.0	166.0	6.0	2.0	0.0	0.0	0.0
Defluviicoccus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Defluviimonas	1.0	0.0	7.0	18.0	7.0	0.0	17.0	6.0	3.0	1.0	3.0	7.0	75.0	31.0	0.0	0.0	0.0	0.0
Defluviitaleaceae UCG-011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0
Delftia	0.0	7.0	0.0	2.0	8.0	4.0	8.0	44.0	3.0	11.0	1.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0
Demequina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Denitratisoma	15.0	19.0	13.0	140.0	12.0	6.0	47.0	27.0	127.0	14.0	17.0	7.0	58.0	61.0	2.0	0.0	0.0	0.0
Desulfatiglans	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	2.0	3.0	2.0	0.0	15.0	4.0	0.0	0.0	0.0	0.0
Desulfatirhabdium	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Desulfobacca	0.0	1.0	0.0	15.0	0.0	0.0	2.0	3.0	1.0	5.0	3.0	6.0	34.0	8.0	0.0	0.0	0.0	0.0
Desulfobacter	3.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomonile	0.0	1.0	0.0	4.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0	0.0
Desulforhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Desulfosporosinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio	1.0	0.0	0.0	7.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0
Desulfovirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonas	0.0	0.0	0.0	5.0	0.0	0.0	2.0	5.0	5.0	4.0	0.0	0.0	32.0	2.0	0.0	0.0	0.0	0.0
Devosia	18.0	22.0	48.0	88.0	68.0	25.0	38.0	64.0	28.0	30.0	50.0	29.0	306.0	62.0	34.0	0.0	0.0	0.0
Dialister	0.0	0.0	0.0	3.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0
Diaminobutyricimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaphorobacter	3.0	2.0	0.0	14.0	0.0	3.0	1.0	2.0	0.0	2.0	3.0	0.0	2.0	7.0	1.0	0.0	0.0	0.0
Dickeya	0.0	18.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dinghuibacter	54.0	10.0	18.0	25.0	12.0	30.0	53.0	62.0	109.0	217.0	340.0	86.0	23.0	32.0	384.0	0.0	0.0	0.0
Diplorickettsia	0.0	2.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	4.0	3.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
Diplosphaera	0.0	0.0	0.0	0.0	0.0	1.0	4.0	3.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Dissulfurimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonella	4.0	3.0	0.0	77.0	0.0	6.0	22.0	0.0	22.0	2.0	1.0	0.0	8.0	189.0	11.0	0.0	0.0	0.0
Domibacillus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dongia	0.0	2.0	5.0	6.0	4.0	0.0	3.0	7.0	3.0	0.0	2.0	0.0	26.0	9.0	0.0	0.0	0.0	0.0
Dorea	5.0	0.0	0.0	11.0	2.0	9.0	2.0	0.0	7.0	1.0	2.0	0.0	1.0	17.0	0.0	0.0	0.0	0.0
Duganella	142.0	48.0	39.0	165.0	32.0	114.0	88.0	187.0	95.0	37.0	14.0	6.0	47.0	23.0	12.0	0.0	0.0	0.0
Dyadobacter	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Dyella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonas	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edwardsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Eggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ekhidna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elev-16S-1166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Ellin6067	12.0	27.0	37.0	147.0	27.0	4.0	23.0	54.0	57.0	48.0	34.0	22.0	46.0	69.0	15.0	0.0	0.0	0.0
Elstera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Emticicia	4.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	10.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Enhydrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Ensifer	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Enterobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterobacter	12.0	10.0	25.0	10.0	2.0	1.0	8.0	11.0	2.0	5.0	10.0	0.0	13.0	9.0	4.0	54.0	40.0	27.0
Enterococcus	1.0	4.0	6.0	1.0	2.0	3.0	0.0	12.0	1.0	6.0	9.0	8.0	0.0	7.0	4.0	1795.0	1739.0	1893.0
Epulopiscium	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	30.0	11.0	40.0	26.0	4.0	4.0	16.0	21.0	11.0	3.0	3.0	0.0	22.0	5.0	0.0	1.0	0.0	0.0
Erysipelotrichaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	4.0	0.0	8.0	6.0	2.0	3.0	3.0	2.0	2.0	2.0	1.0	21.0	34.0	0.0	0.0	0.0	0.0	0.0
Escherichia-Shigella	57.0	22.0	28.0	57.0	10.0	16.0	23.0	16.0	5.0	11.0	8.0	22.0	63.0	49.0	11.0	11778.0	12118.0	11052.0
Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0
Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Exiguobacterium	0.0	1.0	0.0	3.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	4.0
FFCH5858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	64.0	3.0	12.0	153.0	3.0	53.0	52.0	6.0	39.0	9.0	8.0	0.0	175.0	51.0	15.0	0.0	0.0	0.0
Falsirhodobacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
Family XIII AD3011 group	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Ferribacterium	6.0	0.0	5.0	4.0	0.0	6.0	2.0	7.0	7.0	1.0	2.0	3.0	249.0	1628.0	4.0	0.0	0.0	0.0
Ferritrophicum	10.0	4.0	0.0	33.0	1.0	5.0	8.0	14.0	18.0	2.0	4.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0
Ferrovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Ferrovum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferruginibacter	16.0	1.0	0.0	10.0	3.0	9.0	19.0	4.0	37.0	3.0	11.0	20.0	15.0	193.0	2.0	0.0	0.0	0.0
Fibrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fictibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Fimbriiglobus	0.0	1.0	0.0	8.0	4.0	0.0	4.0	9.0	0.0	2.0	0.0	0.0	7.0	10.0	0.0	0.0	0.0	0.0
Flavihumibacter	0.0	1.0	0.0	2.0	0.0	0.0	7.0	0.0	20.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0
Flavisolibacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavobacterium	1610.0	779.0	917.0	295.0	1125.0	1865.0	1310.0	325.0	1413.0	293.0	228.0	147.0	465.0	378.0	375.0	1.0	3.0	0.0
Flavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flectobacillus	0.0	0.0	28.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	3.0	10.0	0.0	3.0	1.0	0.0	0.0	0.0
Flexibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flexithrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicoccus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Fluviicola	247.0	242.0	198.0	59.0	386.0	311.0	153.0	81.0	244.0	135.0	86.0	24.0	98.0	60.0	264.0	0.0	0.0	0.0
Fluviimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fodinicola	1.0	6.0	3.0	4.0	10.0	0.0	2.0	9.0	0.0	3.0	2.0	0.0	2.0	13.0	105.0	0.0	0.0	0.0
Fodinicurvata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fonticella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Fontimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Formivibrio	1.0	3.0	7.0	1.0	1.0	0.0	1.0	9.0	0.0	2.0	1.0	0.0	15.0	4.0	2.0	0.0	0.0	0.0
Fournierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Francisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Franconibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Frondihabitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FukuN57	0.0	0.0	4.0	0.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Fusibacter	0.0	0.0	0.0	0.0	3.0	4.0	1.0	0.0	11.0	3.0	3.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
Fusicatenibacter	7.0	2.0	0.0	16.0	1.0	9.0	5.0	0.0	5.0	2.0	0.0	0.0	3.0	20.0	0.0	0.0	0.0	0.0
Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GCA-900066575	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GKS98 freshwater group	339.0	69.0	355.0	345.0	57.0	132.0	53.0	244.0	224.0	332.0	365.0	212.0	128.0	146.0	638.0	0.0	2.0	0.0
GOUTA6	11.0	10.0	4.0	14.0	4.0	1.0	3.0	8.0	8.0	11.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
GOUTB8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GWE2-31-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gaiella	0.0	2.0	2.0	15.0	6.0	0.0	1.0	10.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Galbitalea	0.0	1.0	0.0	2.0	8.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Gallionella	38.0	22.0	17.0	41.0	9.0	27.0	35.0	29.0	57.0	32.0	12.0	0.0	42.0	7.0	2.0	0.0	0.0	0.0
Garciella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geitlerinema PCC-7105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Geminicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminocystis PCC-6308	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Gemmata	0.0	0.0	8.0	19.0	6.0	0.0	4.0	11.0	4.0	7.0	1.0	7.0	5.0	5.0	4.0	0.0	0.0	0.0
Gemmatimonas	2.0	6.0	0.0	16.0	9.0	7.0	3.0	37.0	16.0	27.0	91.0	8.0	76.0	14.0	129.0	0.0	0.0	0.0
Gemmobacter	25.0	2.0	47.0	87.0	16.0	14.0	47.0	12.0	7.0	5.0	8.0	39.0	135.0	30.0	3.0	0.0	0.0	0.0
Geobacter	4.0	1.0	0.0	14.0	1.0	3.0	13.0	11.0	16.0	6.0	3.0	5.0	127.0	19.0	0.0	0.0	0.0	0.0
Georgfuchsia	4.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	8.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Geothermobacter	0.0	3.0	4.0	2.0	2.0	0.0	7.0	0.0	4.0	3.0	2.0	0.0	42.0	5.0	0.0	0.0	0.0	0.0
Geothrix	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0
Gibbsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Giesbergeria	3.0	1.0	4.0	5.0	6.0	6.0	5.0	6.0	0.0	0.0	3.0	0.0	0.0	4.0	6.0	0.0	0.0	0.0
Gilliamella	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Glaciimonas	3.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
