	1-April_family.tsv	1-August_family.tsv	1-June_family.tsv	2-April_family.tsv	2-August_family.tsv	3-April_family.tsv	4-April_family.tsv	4-August_family.tsv	5-April_family.tsv	5-August_family.tsv	6-August_family.tsv	6-June_family.tsv	7-April_family.tsv	8-April_family.tsv	9.1-August_family.tsv	9.2-August_family.tsv	N-August_family.tsv	P-April_family.tsv	P-August_family.tsv	P-June_family.tsv
AKYH767	11.0	12.0	4.0	7.0	11.0	14.0	20.0	4.0	32.0	9.0	12.0	10.0	8.0	42.0	3.0	19.0	0.0	0.0	0.0	0.0
Acetobacteraceae	5.0	3.0	12.0	20.0	9.0	1.0	7.0	35.0	10.0	17.0	22.0	25.0	70.0	13.0	18.0	17.0	0.0	0.0	0.0	0.0
Acetobacterales Incertae Sedis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Acidaminococcaceae	3.0	0.0	0.0	7.0	0.0	7.0	1.0	1.0	4.0	1.0	1.0	4.0	1.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidiferrobacteraceae	3.0	0.0	1.0	6.0	0.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	24.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidithiobacillaceae	1.0	0.0	0.0	3.0	1.0	4.0	3.0	0.0	2.0	1.0	0.0	6.0	9.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Acidobacteriaceae (Subgroup 1)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Acidothermaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomarinaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Actinomycetaceae	3.0	4.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0	2.0	4.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0
Actinomycetales Incertae Sedis	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Aerococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	9.0
Aeromonadaceae	56.0	82.0	204.0	67.0	57.0	18.0	59.0	66.0	18.0	10.0	12.0	24.0	131.0	142.0	26.0	18.0	68.0	2.0	3.0	0.0
Akkermansiaceae	2.0	0.0	0.0	5.0	0.0	4.0	1.0	7.0	4.0	10.0	6.0	0.0	7.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0
Alcanivoracaceae	1.0	0.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Alicyclobacillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Alteromonadaceae	22.0	14.0	61.0	18.0	9.0	17.0	19.0	47.0	6.0	7.0	2.0	27.0	29.0	9.0	4.0	8.0	15.0	1.0	0.0	0.0
Amoebophilaceae	27.0	14.0	19.0	6.0	20.0	30.0	29.0	7.0	30.0	15.0	7.0	5.0	13.0	17.0	22.0	9.0	7.0	0.0	0.0	0.0
Anaerolineaceae	0.0	0.0	0.0	6.0	0.0	3.0	2.0	6.0	1.0	2.0	1.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
Anaplasmataceae	0.0	0.0	0.0	1.0	0.0	1.0	1.0	3.0	3.0	0.0	1.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Aquaspirillaceae	8.0	9.0	17.0	13.0	13.0	7.0	7.0	9.0	5.0	3.0	3.0	2.0	79.0	13.0	9.0	5.0	0.0	0.0	0.0	0.0
Archangiaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Arcobacteraceae	2327.0	185.0	140.0	294.0	168.0	3497.0	1150.0	196.0	2708.0	424.0	304.0	25.0	505.0	4370.0	4023.0	5326.0	938.0	7.0	3.0	0.0
Arctic95B-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ardenticatenaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Arenicellaceae	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Armatimonadaceae	3.0	2.0	6.0	8.0	9.0	2.0	12.0	187.0	6.0	331.0	478.0	183.0	0.0	8.0	629.0	451.0	148.0	0.0	1.0	0.0
Atopobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Azospirillaceae	2.0	13.0	12.0	4.0	51.0	0.0	4.0	90.0	5.0	14.0	12.0	7.0	23.0	4.0	11.0	8.0	90.0	0.0	0.0	0.0
Azospirillales Incertae Sedis	0.0	2.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	8.0	30.0	3.0	0.0	0.0	0.0	0.0	0.0
B1-7BS	0.0	2.0	2.0	11.0	3.0	2.0	1.0	8.0	2.0	4.0	1.0	3.0	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
B122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BIrii41	3.0	8.0	0.0	17.0	1.0	3.0	3.0	29.0	11.0	3.0	3.0	0.0	64.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
BSV26	0.0	1.0	0.0	7.0	1.0	3.0	3.0	16.0	17.0	8.0	13.0	5.0	5.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Babeliaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacillaceae	89.0	47.0	79.0	108.0	63.0	95.0	110.0	96.0	127.0	123.0	79.0	125.0	101.0	301.0	62.0	70.0	89.0	7943.0	7549.0	7713.0
Bacteriovoracaceae	21.0	7.0	1.0	10.0	5.0	42.0	26.0	14.0	44.0	4.0	8.0	4.0	345.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0
Bacteroidaceae	52.0	35.0	18.0	14.0	30.0	53.0	32.0	15.0	50.0	14.0	25.0	9.0	13.0	34.0	30.0	19.0	30.0	2.0	0.0	0.0
Bacteroidales BS11 gut group	3.0	5.0	0.0	1.0	4.0	6.0	3.0	0.0	4.0	3.0	2.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Bacteroidales RF16 group	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroidales UCG-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bacteroidetes BD2-2	11.0	12.0	4.0	5.0	4.0	18.0	9.0	6.0	19.0	5.0	6.0	0.0	5.0	8.0	7.0	6.0	12.0	0.0	0.0	0.0
Bacteroidetes vadinHA17	4.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	5.0	3.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Balneolaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Barnesiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bdellovibrionaceae	0.0	3.0	3.0	12.0	2.0	8.0	3.0	27.0	9.0	16.0	34.0	34.0	33.0	19.0	6.0	7.0	5.0	0.0	0.0	0.0
Beggiatoaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beijerinckiaceae	8.0	14.0	34.0	80.0	51.0	14.0	34.0	65.0	31.0	28.0	34.0	21.0	733.0	82.0	51.0	61.0	786.0	1.0	0.0	0.0
Bifidobacteriaceae	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Blastocatellaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	1.0	3.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Blattabacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blfdi19	1.0	7.0	2.0	5.0	5.0	1.0	1.0	6.0	10.0	3.0	0.0	1.0	47.0	6.0	1.0	2.0	0.0	0.0	0.0	0.0
Bradymonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacteriaceae	0.0	1.0	5.0	0.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0
Burkholderiaceae	17121.0	14589.0	17328.0	25387.0	11390.0	13238.0	20036.0	17257.0	16247.0	16695.0	18957.0	27629.0	8104.0	14678.0	5122.0	8416.0	8416.0	131.0	45.0	50.0
C2U	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CR-115	3.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Caedibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Caldilineaceae	1.0	0.0	0.0	9.0	3.0	3.0	3.0	2.0	2.0	2.0	1.0	0.0	0.0	20.0	5.0	0.0	0.0	0.0	0.0	0.0
Calditrichaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacteraceae	16.0	0.0	0.0	4.0	0.0	11.0	7.0	3.0	15.0	7.0	3.0	0.0	2.0	10.0	18.0	30.0	0.0	0.0	0.0	0.0
Cardiobacteriaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Carnobacteriaceae	12.0	3.0	5.0	31.0	2.0	10.0	12.0	0.0	12.0	2.0	3.0	5.0	12.0	103.0	2.0	0.0	5.0	16.0	2.0	15.0
Caulobacteraceae	40.0	15.0	19.0	213.0	85.0	68.0	95.0	94.0	90.0	21.0	49.0	54.0	656.0	129.0	56.0	51.0	0.0	1.0	0.0	0.0
Cellulomonadaceae	0.0	3.0	0.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	9.0	0.0	0.0	0.0	0.0
Cellvibrionaceae	3.0	3.0	2.0	2.0	8.0	5.0	3.0	21.0	2.0	2.0	2.0	0.0	10.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0
Chitinibacteraceae	3.0	11.0	12.0	16.0	13.0	7.0	15.0	53.0	8.0	12.0	9.0	5.0	105.0	8.0	8.0	0.0	90.0	0.0	0.0	0.0
Chitinimonadaceae	6.0	6.0	0.0	4.0	4.0	0.0	4.0	2.0	2.0	3.0	7.0	3.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Chitinophagaceae	170.0	122.0	66.0	70.0	150.0	129.0	195.0	143.0	321.0	252.0	400.0	112.0	64.0	573.0	534.0	438.0	232.0	3.0	0.0	0.0
Christensenellaceae	10.0	6.0	13.0	46.0	8.0	17.0	3.0	17.0	7.0	4.0	11.0	8.0	11.0	41.0	13.0	0.0	0.0	0.0	1.0	0.0
Chromatiaceae	3.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacteriaceae	15.0	7.0	17.0	16.0	9.0	7.0	5.0	23.0	4.0	1.0	5.0	8.0	24.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsaceae	0.0	0.0	0.0	0.0	0.0	0.0	12.0	2.0	4.0	5.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Chthoniobacteraceae	10.0	1.0	0.0	17.0	0.0	15.0	9.0	26.0	18.0	46.0	35.0	2.0	33.0	6.0	14.0	12.0	0.0	0.0	0.0	0.0
Clade I	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	11.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
Clade II	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clade III	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0
Cloacimonadaceae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
Clostridiaceae 1	20.0	27.0	11.0	13.0	86.0	24.0	29.0	115.0	32.0	48.0	76.0	47.0	31.0	94.0	29.0	62.0	66.0	1.0	0.0	0.0
Clostridiaceae 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae 4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiales vadinBB60 group	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Coleofasciculaceae	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Colwelliaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Competibacteraceae	0.0	0.0	0.0	3.0	0.0	0.0	4.0	1.0	3.0	1.0	2.0	0.0	23.0	2.0	5.0	4.0	0.0	0.0	0.0	0.0
Coriobacteriaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacteriaceae	4.0	4.0	7.0	1.0	21.0	3.0	8.0	7.0	1.0	10.0	8.0	3.0	3.0	4.0	16.0	13.0	12.0	1.0	1.0	0.0
Coxiellaceae	3.0	2.0	0.0	3.0	2.0	2.0	5.0	2.0	5.0	3.0	2.0	0.0	21.0	1.0	4.0	15.0	0.0	0.0	0.0	0.0
Crocinitomicaceae	184.0	220.0	156.0	39.0	308.0	219.0	132.0	54.0	184.0	84.0	77.0	29.0	71.0	45.0	157.0	159.0	250.0	1.0	0.0	0.0
Cryomorphaceae	5.0	8.0	14.0	6.0	5.0	11.0	8.0	6.0	7.0	9.0	2.0	2.0	7.0	10.0	73.0	31.0	3.0	0.0	1.0	0.0
Cryptosporangiaceae	0.0	1.0	5.0	1.0	3.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	7.0	35.0	49.0	11.0	0.0	0.0	0.0
Cyanobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyanobiaceae	3.0	2.0	5.0	1.0	0.0	2.0	2.0	19.0	6.0	12.0	27.0	0.0	2.0	0.0	118.0	141.0	0.0	0.0	1.0	0.0
Cyclobacteriaceae	143.0	119.0	68.0	33.0	100.0	176.0	106.0	38.0	105.0	45.0	52.0	14.0	55.0	63.0	149.0	150.0	67.0	0.0	0.0	0.0
Cycloclasticaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophagaceae	26.0	25.0	8.0	9.0	16.0	31.0	14.0	19.0	14.0	7.0	7.0	5.0	5.0	11.0	9.0	16.0	12.0	0.0	0.0	0.0
D05-2	0.0	0.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DEV007	4.0	0.0	0.0	12.0	0.0	6.0	5.0	13.0	3.0	20.0	12.0	0.0	19.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0
Deferribacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Deinococcaceae	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	2.0	5.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Demequinaceae	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Dermabacteraceae	2.0	0.0	0.0	2.0	7.0	2.0	2.0	3.0	0.0	1.0	5.0	0.0	1.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Dermacoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dermatophilaceae	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfarculaceae	0.0	1.0	0.0	11.0	0.0	0.0	3.0	3.0	3.0	3.0	6.0	1.0	29.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0
Desulfobacteraceae	0.0	8.0	0.0	10.0	2.0	5.0	6.0	10.0	9.0	3.0	4.0	4.0	22.0	9.0	1.0	5.0	0.0	0.0	1.0	0.0
Desulfobulbaceae	2.0	1.0	0.0	12.0	1.0	0.0	7.0	4.0	7.0	0.0	4.0	0.0	17.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfohalobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrionaceae	6.0	1.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	3.0	3.0	0.0	13.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0
Desulfurellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonadaceae	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	6.0	1.0	2.0	0.0	19.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Devosiaceae	17.0	18.0	45.0	97.0	72.0	17.0	30.0	66.0	22.0	25.0	29.0	23.0	260.0	70.0	38.0	27.0	0.0	0.0	0.0	0.0
Dietziaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Diplorickettsiaceae	69.0	284.0	197.0	86.0	145.0	44.0	70.0	695.0	50.0	446.0	366.0	369.0	495.0	122.0	38.0	44.0	474.0	1.0	3.0	0.0
Dongiaceae	0.0	0.0	2.0	3.0	4.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	20.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonadaceae	10.0	8.0	4.0	0.0	7.0	20.0	10.0	1.0	15.0	5.0	4.0	0.0	10.0	5.0	5.0	3.0	0.0	0.0	0.0	0.0
E6aC02	0.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	6.0	4.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
EC94	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
EF100-94H03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ectothiorhodospiraceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthellaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elsteraceae	0.0	2.0	0.0	1.0	0.0	0.0	0.0	8.0	0.0	1.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Endomicrobiaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Endozoicomonadaceae	2.0	1.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Enterobacteriaceae	569.0	349.0	377.0	481.0	134.0	253.0	358.0	327.0	377.0	156.0	142.0	234.0	721.0	576.0	156.0	213.0	777.0	24281.0	24786.0	23548.0
Enterococcaceae	5.0	3.0	6.0	6.0	3.0	8.0	8.0	6.0	3.0	3.0	6.0	7.0	8.0	17.0	5.0	4.0	0.0	985.0	933.0	1163.0
Entotheonellaceae	0.0	0.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erysipelotrichaceae	2.0	1.0	0.0	5.0	0.0	1.0	0.0	1.0	9.0	3.0	0.0	0.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Eubacteriaceae	0.0	1.0	0.0	3.0	0.0	0.0	1.0	6.0	2.0	1.0	2.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Euzebyaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F082	3.0	4.0	0.0	2.0	1.0	3.0	1.0	1.0	4.0	2.0	2.0	0.0	2.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0
Family III	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Family X	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Family XI	0.0	2.0	4.0	4.0	0.0	4.0	0.0	1.0	2.0	2.0	1.0	0.0	1.0	11.0	4.0	0.0	9.0	1.0	0.0	0.0
Family XII	4.0	4.0	1.0	3.0	7.0	4.0	3.0	5.0	7.0	5.0	4.0	0.0	2.0	16.0	9.0	6.0	0.0	3.0	1.0	1.0
Family XIII	4.0	5.0	0.0	1.0	1.0	7.0	4.0	5.0	5.0	7.0	2.0	6.0	6.0	7.0	2.0	6.0	0.0	1.0	1.0	0.0
