"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Acanthocolpidae"	"F"	56248	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Digenea>Opisthorchiida>Acanthocolpiata>Acanthocolpioidea"
"Stephanostomum"	"G"	56249	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Digenea>Opisthorchiida>Acanthocolpiata>Acanthocolpioidea>Acanthocolpidae"
"Stephanostomum interruptum"	"S"	355620	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Digenea>Opisthorchiida>Acanthocolpiata>Acanthocolpioidea>Acanthocolpidae>Stephanostomum"
"Aspidogastrea"	"-"	27867	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Trematoda"
"Aspidogastridae"	"F"	27868	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Aspidogastrea"
"Cotylogaster"	"G"	232582	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Aspidogastrea>Aspidogastridae"
"Cotylogaster basiri"	"S"	234077	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Trematoda>Aspidogastrea>Aspidogastridae>Cotylogaster"
"Monogenea"	"C"	37945	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes"
"Polyopisthocotylea"	"-"	40163	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea"
"Polystomatidea"	"O"	2486292	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea"
"Polystomatidae"	"F"	54588	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea>Polystomatidea"
"Kankana"	"G"	940171	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea>Polystomatidea>Polystomatidae"
"Kankana manampoka"	"S"	940170	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea>Polystomatidea>Polystomatidae>Kankana"
"Diplorchis"	"G"	355637	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea>Polystomatidea>Polystomatidae"
"Diplorchis shilinensis"	"S"	556882	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea>Polystomatidea>Polystomatidae>Diplorchis"
"Mazocraeidea"	"O"	2486291	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea"
"Protomicrocotylidae"	"F"	1414845	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea>Mazocraeidea"
"Bilaterocotyloides"	"G"	1414849	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea>Mazocraeidea>Protomicrocotylidae"
"Bilaterocotyloides carangis"	"S"	1449988	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Polyopisthocotylea>Mazocraeidea>Protomicrocotylidae>Bilaterocotyloides"
"Monopisthocotylea"	"-"	37844	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea"
"Dactylogyridea"	"O"	2486284	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Diplectanidae"	"F"	67517	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea>Dactylogyridea"
"Pseudorhabdosynochus"	"G"	282255	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea>Dactylogyridea>Diplectanidae"
"Pseudorhabdosynochus sp. 3 BTD-2009"	"S"	667095	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea>Dactylogyridea>Diplectanidae>Pseudorhabdosynochus"
"Gyrodactylidea"	"O"	2486286	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea"
"Gyrodactylidae"	"F"	37845	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Platyhelminthes>Monogenea>Monopisthocotylea>Gyrodactylidea"
"Xenacoelomorpha"	"P"	1312402	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria"
"Acoelomorpha"	"-"	147099	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha"
"Acoela"	"O"	31265	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Acoelomorpha"
"Isodiametridae"	"F"	504437	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Acoelomorpha>Acoela"
"Avagina"	"G"	996719	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Acoelomorpha>Acoela>Isodiametridae"
"Avagina marci"	"S"	996720	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Acoelomorpha>Acoela>Isodiametridae>Avagina"
"Haplocelis"	"G"	996732	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Acoelomorpha>Acoela>Isodiametridae"
"Haplocelis dichona"	"S"	996733	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Acoelomorpha>Acoela>Isodiametridae>Haplocelis"
"unclassified Acoela"	"-"	90910	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Acoelomorpha>Acoela"
"Acoela sp. Belize-GG-2003"	"S"	231607	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Acoelomorpha>Acoela>unclassified&nbsp;Acoela"
"Xenoturbellida"	"-"	110814	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha"
"Xenoturbellidae"	"F"	1547233	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Xenoturbellida"
"Xenoturbella"	"G"	110815	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Xenoturbellida>Xenoturbellidae"
"Xenoturbella bocki"	"S"	242395	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Xenacoelomorpha>Xenoturbellida>Xenoturbellidae>Xenoturbella"
"Gnathostomulida"	"P"	66780	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria"
"Bursovaginoidea"	"O"	66781	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Gnathostomulida"
"Gnathostomulidae"	"F"	338264	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Gnathostomulida>Bursovaginoidea"
"Gnathostomula"	"G"	66782	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Gnathostomulida>Bursovaginoidea>Gnathostomulidae"
"Gnathostomula axi"	"S"	338274	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Gnathostomulida>Bursovaginoidea>Gnathostomulidae>Gnathostomula"
"Problognathiidae"	"F"	338302	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Gnathostomulida>Bursovaginoidea"
"Problognathia"	"G"	338303	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Gnathostomulida>Bursovaginoidea>Problognathiidae"
"Problognathia minima"	"S"	338304	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Bilateria>Gnathostomulida>Bursovaginoidea>Problognathiidae>Problognathia"
"Cnidaria"	"P"	6073	55	55	0.001759	0.001759	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa"
"Myxozoa"	"C"	35581	35	35	0.00112	0.00112	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria"
"Myxosporea"	"-"	35582	33	33	0.001056	0.001056	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa"
"Bivalvulida"	"O"	35583	31	31	0.0009916	0.0009916	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea"
"Platysporina"	"-"	109802	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida"
"Myxobolidae"	"F"	35587	17	17	0.0005438	0.0005438	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina"
"Myxobolus"	"G"	35588	14	14	0.0004478	0.0004478	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae"
"Myxobolus cordeiroi"	"S"	647226	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Myxobolus"
"Myxobolus lentisuturalis"	"S"	198432	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Myxobolus"
"Myxobolus hakyi"	"S"	631359	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Myxobolus"
"Myxobolus sp. n. GA2"	"S"	1841515	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Myxobolus"
"Myxobolus tauricus"	"S"	1155232	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Myxobolus"
"Myxobolus flavus"	"S"	1399323	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Myxobolus"
"Myxobolus carnaticus"	"S"	1453433	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Myxobolus"
"Myxobolus voremkhai"	"S"	1921426	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Myxobolus"
"Thelohanellus"	"G"	89725	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae"
"Thelohanellus filli"	"S"	1735145	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Thelohanellus"
"Henneguya"	"G"	35590	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae"
"Henneguya mauritaniensis"	"S"	1193077	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Platysporina>Myxobolidae>Henneguya"
"Variisporina"	"-"	109797	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida"
"Parvicapsulidae"	"F"	109803	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina"
"Gadimyxa"	"G"	501292	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Parvicapsulidae"
"Gadimyxa arctica"	"S"	501293	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Parvicapsulidae>Gadimyxa"
"Parvicapsula"	"G"	109800	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Parvicapsulidae"
"Parvicapsula pseudobranchicola"	"S"	245098	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Parvicapsulidae>Parvicapsula"
"unclassified Parvicapsulidae"	"-"	488407	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Parvicapsulidae"
"Parvicapsulidae gen. sp. EK-2011"	"S"	1017121	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Parvicapsulidae>unclassified&nbsp;Parvicapsulidae"
"Ceratomyxidae"	"F"	60660	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina"
"Ceratomyxa"	"G"	60661	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Ceratomyxidae"
"Ceratomyxa leatherjacketi"	"S"	1579382	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Ceratomyxidae>Ceratomyxa"
"Ellipsomyxa"	"G"	270340	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Ceratomyxidae"
"Ellipsomyxa kalthoumi"	"S"	1807728	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Ceratomyxidae>Ellipsomyxa"
"Ceratonova"	"G"	1524939	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Ceratomyxidae"
"Gastromyxidae"	"F"	1737504	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina"
"Gastromyxum"	"G"	1737505	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Gastromyxidae"
"Gastromyxum bulani"	"S"	1737506	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Gastromyxidae>Gastromyxum"
"Sphaerosporidae"	"F"	109804	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina"
"Sphaerospora"	"G"	109798	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Sphaerosporidae"
"Sphaerospora testicularis"	"S"	908625	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Sphaerosporidae>Sphaerospora"
"Myxobilatidae"	"F"	1117128	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina"
"Hoferellus"	"G"	244696	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Myxobilatidae"
"Hoferellus gilsoni"	"S"	244697	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Myxobilatidae>Hoferellus"
"Sinoulineidae"	"F"	1579405	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina"
"Myxodavisia"	"G"	1579406	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Sinoulineidae"
"Myxodavisia bulani"	"S"	1579407	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Variisporina>Sinoulineidae>Myxodavisia"
"Sphaeromyxina"	"-"	275436	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida"
"Sphaeromyxidae"	"F"	275437	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Sphaeromyxina"
"Sphaeromyxa"	"G"	275448	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Sphaeromyxina>Sphaeromyxidae"
"Sphaeromyxa zaharoni"	"S"	275449	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Bivalvulida>Sphaeromyxina>Sphaeromyxidae>Sphaeromyxa"
"Myxosporea incertae sedis"	"-"	1051104	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea"
"Triactinomyxon"	"G"	148347	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Myxosporea&nbsp;incertae&nbsp;sedis"
"Triactinomyxon sp. SH-2006"	"S"	379543	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Myxosporea&nbsp;incertae&nbsp;sedis>Triactinomyxon"
"Helioactinomyxon"	"G"	1664161	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Myxosporea&nbsp;incertae&nbsp;sedis"
"Helioactinomyxon type 2 sp. TGR-2014"	"S"	1664169	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Myxosporea>Myxosporea&nbsp;incertae&nbsp;sedis>Helioactinomyxon"
"unclassified Myxozoa"	"-"	89729	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa"
"unidentified myxozoan parasite"	"S"	89735	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>unclassified&nbsp;Myxozoa"
"Malacosporea"	"-"	519426	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa"
"Malacovalvulida"	"O"	519443	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Malacosporea"
"Saccosporidae"	"F"	519444	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Malacosporea>Malacovalvulida"
"Tetracapsuloides"	"G"	271931	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Malacosporea>Malacovalvulida>Saccosporidae"
"Tetracapsuloides sp. 4 PBS-2014"	"S"	1442320	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Myxozoa>Malacosporea>Malacovalvulida>Saccosporidae>Tetracapsuloides"
"Anthozoa"	"C"	6101	15	15	0.0004798	0.0004798	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria"
"Hexacorallia"	"-"	6102	12	12	0.0003838	0.0003838	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa"
"Actiniaria"	"O"	6103	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia"
"Actiniidae"	"F"	42822	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria"
"Aulactinia"	"G"	408857	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Actiniidae"
"Aulactinia veratra"	"S"	1730095	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Actiniidae>Aulactinia"
"Anthopleura"	"G"	6109	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Metazoa>Eumetazoa>Cnidaria>Anthozoa>Hexacorallia>Actiniaria>Actiniidae"
