"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Polaromonas sp. SP1"	"S"	2268087	7736	212	527	2299	2926	25	2540	5353	40	3324	7736	3238	9	2.866	1.399	2.866	0.9428	0.8443	1.18	1.133	2.108	0.01026	1.372	2.326	1.423	1.772	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Polaromonas"
"Polaromonas sp. JS666"	"S"	296591	471	8	35	148	223	NA	152	371	NA	252	471	226	1	0.1969	0.05281	0.1903	0.06069	0.06435	NA	0.06779	0.1461	NA	0.104	0.1416	0.0993	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Polaromonas"
"Variovorax"	"G"	34072	9248	331	609	3844	2338	24	2712	5116	50	2798	9248	3371	3	3.312	2.185	3.312	1.576	0.6746	1.133	1.209	2.014	0.01283	1.155	2.78	1.481	0.5906	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Variovorax boronicumulans"	"S"	436515	8566	293	556	3150	2187	21	2475	4718	44	2564	8566	3127	3	3.023	1.934	3.023	1.292	0.6311	0.9915	1.104	1.858	0.01129	1.058	2.575	1.374	0.5906	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. PAMC 28711"	"S"	1795631	448	20	18	448	40	NA	56	91	2	60	143	66	NA	0.1837	0.132	0.09788	0.1837	0.01154	NA	0.02497	0.03583	0.0005132	0.02476	0.04299	0.029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. PMC12"	"S"	2126319	74	6	6	29	15	1	29	63	1	24	74	29	NA	0.04721	0.03961	0.03263	0.01189	0.004328	0.04721	0.01293	0.0248	0.0002566	0.009905	0.02225	0.01274	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. HW608"	"S"	1034889	360	5	18	73	69	NA	121	201	2	121	360	119	NA	0.1082	0.03301	0.09788	0.02994	0.01991	NA	0.05396	0.07914	0.0005132	0.04994	0.1082	0.05229	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax paradoxus"	"S"	34073	141	5	9	141	26	2	30	42	NA	27	105	29	NA	0.09443	0.03301	0.04894	0.05782	0.007502	0.09443	0.01338	0.01654	NA	0.01114	0.03157	0.01274	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Serpentinomonas"	"G"	2490452	9493	311	644	2639	2212	23	2844	5223	56	3023	9493	3486	4	3.502	2.053	3.502	1.082	0.6383	1.086	1.268	2.056	0.01437	1.248	2.854	1.532	0.7874	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Serpentinomonas mccroryi"	"S"	1458426	9306	302	626	2555	2168	23	2790	5000	56	2925	9306	3394	NA	3.404	1.994	3.404	1.048	0.6256	1.086	1.244	1.969	0.01437	1.207	2.798	1.491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Serpentinomonas"
"Serpentinomonas raichei"	"S"	1458425	222	8	18	83	43	NA	53	222	NA	97	187	91	NA	0.09788	0.05281	0.09788	0.03404	0.01241	NA	0.02364	0.0874	NA	0.04003	0.05622	0.03998	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Serpentinomonas"
"Hydrogenophaga"	"G"	47420	13473	457	906	4395	3144	74	4113	6878	91	4098	13473	5095	1	4.927	3.017	4.927	1.802	0.9072	3.494	1.834	2.708	0.02335	1.691	4.05	2.239	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Hydrogenophaga sp. PBC"	"S"	795665	11870	414	833	3942	2730	73	3624	6075	81	3675	11870	4530	NA	4.53	2.733	4.53	1.617	0.7877	3.447	1.616	2.392	0.02078	1.517	3.569	1.99	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Hydrogenophaga sp. RAC07"	"S"	1842537	1217	36	55	344	307	NA	394	610	6	300	1217	418	NA	0.3659	0.2376	0.2991	0.1411	0.08859	NA	0.1757	0.2402	0.001539	0.1238	0.3659	0.1837	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Hydrogenophaga crassostreae"	"S"	1763535	385	7	17	108	106	1	94	192	3	122	385	147	NA	0.1157	0.04621	0.09244	0.04429	0.03059	0.04721	0.04192	0.07559	0.0007697	0.05035	0.1157	0.06459	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Curvibacter"	"G"	281915	2364	106	203	789	733	2	841	1651	26	935	2364	1053	1	1.104	0.6997	1.104	0.3236	0.2115	0.09443	0.3751	0.65	0.006671	0.3859	0.7107	0.4627	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Curvibacter sp. AEP1-3"	"S"	1844971	2364	106	203	789	733	2	841	1651	26	935	2364	1053	1	1.104	0.6997	1.104	0.3236	0.2115	0.09443	0.3751	0.65	0.006671	0.3859	0.7107	0.4627	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Curvibacter"
"Ramlibacter"	"G"	174951	2237	82	156	888	633	7	706	1403	11	703	2237	829	1	0.8483	0.5413	0.8483	0.3642	0.1827	0.3305	0.3149	0.5524	0.002822	0.2901	0.6725	0.3642	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Ramlibacter tataouinensis"	"S"	94132	2237	82	156	888	633	7	706	1403	11	703	2237	829	1	0.8483	0.5413	0.8483	0.3642	0.1827	0.3305	0.3149	0.5524	0.002822	0.2901	0.6725	0.3642	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ramlibacter"
"Candidatus Symbiobacter"	"G"	1436289	2364	80	178	863	646	7	750	1407	15	738	2364	1015	3	0.9679	0.5281	0.9679	0.3539	0.1864	0.3305	0.3345	0.5539	0.003849	0.3046	0.7107	0.446	0.5906	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Candidatus Symbiobacter mobilis"	"S"	1436290	2364	80	178	863	646	7	750	1407	15	738	2364	1015	3	0.9679	0.5281	0.9679	0.3539	0.1864	0.3305	0.3345	0.5539	0.003849	0.3046	0.7107	0.446	0.5906	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Candidatus&nbsp;Symbiobacter"
"Simplicispira"	"G"	352450	4709	170	176	4680	616	6	753	777	16	572	4709	841	17	3.346	1.122	0.957	1.919	0.1777	0.2833	0.3358	0.3059	0.004105	0.2361	1.416	0.3695	3.346	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Simplicispira suum"	"S"	2109915	4709	170	176	4680	616	6	753	777	16	572	4709	841	17	3.346	1.122	0.957	1.919	0.1777	0.2833	0.3358	0.3059	0.004105	0.2361	1.416	0.3695	3.346	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Simplicispira"
"Ottowia"	"G"	219181	1530	49	90	546	442	4	407	602	5	328	1530	448	NA	0.4894	0.3235	0.4894	0.2239	0.1275	0.1889	0.1815	0.237	0.001283	0.1354	0.46	0.1968	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Ottowia oryzae"	"S"	2109914	700	26	53	201	176	2	199	337	3	191	700	290	NA	0.2882	0.1716	0.2882	0.08243	0.05079	0.09443	0.08875	0.1327	0.0007697	0.07883	0.2104	0.1274	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ottowia"
"Ottowia sp. oral taxon 894"	"S"	1658672	809	23	35	337	260	2	207	262	2	133	809	155	NA	0.2432	0.1518	0.1903	0.1382	0.07502	0.09443	0.09231	0.1032	0.0005132	0.05489	0.2432	0.0681	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ottowia"
"Delftia"	"G"	80865	2073	46	121	578	461	4	546	1003	7	543	2073	621	2	0.658	0.3037	0.658	0.237	0.133	0.1889	0.2435	0.3949	0.001796	0.2241	0.6232	0.2729	0.3937	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Delftia sp. Cs1-4"	"S"	742013	2024	46	120	505	420	NA	515	955	NA	527	2024	620	1	0.6525	0.3037	0.6525	0.2071	0.1212	NA	0.2297	0.376	NA	0.2175	0.6085	0.2724	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Comamonas"	"G"	283	3060	102	217	1215	659	20	739	1283	2	863	3060	901	1	1.18	0.6733	1.18	0.4983	0.1902	0.9443	0.3296	0.5051	0.0005132	0.3562	0.9199	0.3959	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Comamonas testosteroni"	"S"	285	2497	84	196	1010	516	19	574	1011	NA	699	2497	724	1	1.066	0.5545	1.066	0.4142	0.1489	0.8971	0.256	0.398	NA	0.2885	0.7507	0.3181	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas kerstersii"	"S"	225992	303	8	13	104	77	NA	100	159	NA	91	303	93	NA	0.09109	0.05281	0.07069	0.04265	0.02222	NA	0.0446	0.0626	NA	0.03756	0.09109	0.04086	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Verminephrobacter"	"G"	364316	1271	30	73	482	301	5	377	718	5	368	1271	457	1	0.397	0.198	0.397	0.1977	0.08685	0.2361	0.1681	0.2827	0.001283	0.1519	0.3821	0.2008	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Verminephrobacter eiseniae"	"S"	364317	1271	30	73	482	301	5	377	718	5	368	1271	457	1	0.397	0.198	0.397	0.1977	0.08685	0.2361	0.1681	0.2827	0.001283	0.1519	0.3821	0.2008	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Verminephrobacter"
"Melaminivora"	"G"	1649468	678	12	24	275	125	NA	141	202	2	168	678	177	NA	0.2038	0.07921	0.1305	0.1128	0.03607	NA	0.06288	0.07953	0.0005132	0.06934	0.2038	0.07777	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Melaminivora sp. SC2-7"	"S"	2116657	266	8	7	64	39	NA	49	68	2	49	266	67	NA	0.07997	0.05281	0.03806	0.02625	0.01125	NA	0.02185	0.02677	0.0005132	0.02022	0.07997	0.02944	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Melaminivora"
"Melaminivora sp. SC2-9"	"S"	2109913	395	4	13	183	79	NA	84	121	NA	106	395	102	NA	0.1188	0.0264	0.07069	0.07505	0.0228	NA	0.03746	0.04764	NA	0.04375	0.1188	0.04482	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Melaminivora"
"Alicycliphilus"	"G"	201096	110	4	4	35	50	NA	27	57	1	26	110	35	NA	0.03307	0.0264	0.02175	0.01435	0.01443	NA	0.01204	0.02244	0.0002566	0.01073	0.03307	0.01538	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Alicycliphilus denitrificans"	"S"	179636	110	4	4	35	50	NA	27	57	1	26	110	35	NA	0.03307	0.0264	0.02175	0.01435	0.01443	NA	0.01204	0.02244	0.0002566	0.01073	0.03307	0.01538	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Alicycliphilus"
"Burkholderiaceae"	"F"	119060	10348	557	514	10282	6907	39	4574	5544	70	3694	10348	5917	12	4.217	3.677	2.795	4.217	1.993	1.841	2.04	2.183	0.01796	1.525	3.111	2.6	2.362	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Burkholderia"	"G"	32008	7612	383	344	7612	4795	27	3166	3551	45	2509	7315	3650	9	3.122	2.528	1.871	3.122	1.384	1.275	1.412	1.398	0.01155	1.036	2.199	1.604	1.772	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"pseudomallei group"	"-"	111527	3394	160	200	2860	1977	16	1072	1502	32	956	3394	1552	4	1.173	1.056	1.088	1.173	0.5705	0.7554	0.4781	0.5913	0.008211	0.3946	1.02	0.6819	0.7874	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia pseudomallei"	"S"	28450	2004	94	99	1639	1076	12	529	834	14	440	2004	780	3	0.6721	0.6205	0.5383	0.6721	0.3105	0.5666	0.2359	0.3284	0.003592	0.1816	0.6025	0.3427	0.5906	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia thailandensis"	"S"	57975	866	42	72	866	605	1	323	417	8	343	805	510	1	0.3915	0.2772	0.3915	0.3551	0.1746	0.04721	0.144	0.1642	0.002053	0.1416	0.242	0.2241	0.1969	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia mallei"	"S"	13373	393	14	21	232	192	2	151	177	8	128	393	165	NA	0.1182	0.09242	0.1142	0.09514	0.0554	0.09443	0.06734	0.06969	0.002053	0.05283	0.1182	0.0725	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia oklahomensis"	"S"	342113	188	8	6	118	101	NA	67	71	1	43	188	91	NA	0.05652	0.05281	0.03263	0.04839	0.02914	NA	0.02988	0.02795	0.0002566	0.01775	0.05652	0.03998	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia sp. BDU8"	"S"	1385592	5	1	NA	3	2	NA	1	2	NA	2	2	5	NA	0.006601	0.006601	NA	0.00123	0.0005771	NA	0.000446	0.0007874	NA	0.0008254	0.0006013	0.002197	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia cepacia complex"	"-"	87882	2513	119	135	2513	1418	9	1483	1278	10	1062	2013	1297	4	1.031	0.7855	0.7341	1.031	0.4092	0.4249	0.6614	0.5032	0.002566	0.4383	0.6052	0.5699	0.7874	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia cenocepacia"	"S"	95486	2100	100	99	2100	1010	7	527	720	9	464	1554	688	4	0.8612	0.6601	0.5383	0.8612	0.2914	0.3305	0.235	0.2835	0.002309	0.1915	0.4672	0.3023	0.7874	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia vietnamiensis"	"S"	60552	833	7	16	170	193	1	833	389	NA	492	66	424	NA	0.3715	0.04621	0.087	0.06972	0.05569	0.04721	0.3715	0.1532	NA	0.2031	0.01984	0.1863	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia ubonensis"	"S"	101571	150	4	6	82	79	NA	34	50	1	23	150	46	NA	0.0451	0.0264	0.03263	0.03363	0.0228	NA	0.01516	0.01969	0.0002566	0.009493	0.0451	0.02021	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia contaminans"	"S"	488447	27	2	1	27	16	NA	10	9	NA	1	16	13	NA	0.0132	0.0132	0.005438	0.01107	0.004617	NA	0.00446	0.003543	NA	0.0004127	0.00481	0.005712	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia lata"	"S"	482957	76	2	6	33	31	NA	36	51	NA	24	76	40	NA	0.03263	0.0132	0.03263	0.01353	0.008945	NA	0.01605	0.02008	NA	0.009905	0.02285	0.01758	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia diffusa"	"S"	488732	6	1	1	NA	2	NA	3	1	NA	1	1	6	NA	0.006601	0.006601	0.005438	NA	0.0005771	NA	0.001338	0.0003937	NA	0.0004127	0.0003006	0.002636	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
