name	taxRank	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
Delftia	G	2	3	1	1	4	5	2	1	0	2	2	3	2	2	4	1	3	3	3	2	1	1	1	3	3	4	1	1	4	1	4	3	0	5	3	0	3	3	0	3	1	1	2	1	1	1	6	3	3	2	0	0	2	2	3	2	2	2	2	3	1	2	2	2	2	1	3	2	1	1	3	1	1	2	1	4	5	1	1	2	2	2	3	2	2	1	3	2	3	3	1	1	1	3	1	0	1	1	1	4
Polynucleobacter	G	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	2	2	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	1	1	2	0	0	0	0	2	0	3	0	0	0	0	1	0	1	1	0	0	0	0	0
Hydrogenophaga	G	1	1	1	1	2	0	0	2	0	3	3	0	1	1	0	1	0	1	1	1	0	0	1	0	1	3	0	2	2	1	0	1	0	0	2	0	0	0	0	1	1	0	1	2	0	0	3	1	3	0	2	2	1	4	1	0	1	1	0	0	0	3	3	0	1	0	0	2	2	1	1	2	1	1	0	0	1	1	0	0	0	0	0	1	2	1	1	1	2	0	0	1	0	1	0	0	0	0	0	1
Pelomonas	G	0	1	1	0	1	2	0	0	2	1	2	0	2	0	1	0	1	0	0	2	2	0	0	0	1	1	1	1	2	0	0	0	1	2	0	1	1	2	2	2	2	1	0	0	1	1	1	0	0	1	0	1	2	0	0	0	1	0	2	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	2	2	1	2	2	0	1	1	0	1	1	1	2	0	1	2	0	0	1	0	1	2	1	0	1	1
Diaphorobacter	G	2	1	1	1	2	1	0	0	0	2	0	3	0	0	0	1	1	2	0	0	1	0	0	0	0	1	4	2	1	0	2	0	2	1	0	1	0	3	0	1	2	1	2	1	0	1	3	1	0	0	0	1	0	1	0	2	2	1	1	2	1	2	3	2	0	1	1	0	1	1	0	0	0	1	0	2	3	1	1	3	1	0	1	2	2	0	1	0	1	3	1	1	0	0	1	0	2	1	2	2
Cupriavidus	G	2	0	0	0	0	1	0	0	1	0	0	2	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	2	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	2	0	0	2	0	1	2	2	0	0	0	1	0	2	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	2	0	2	2	1	0	0	0	0	1	1	2	1	1	0	0	0	2
Ralstonia	G	0	0	0	0	1	0	0	0	1	0	1	2	1	0	1	1	0	1	1	1	0	1	2	0	2	0	1	0	0	0	0	2	1	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1
Janthinobacterium	G	1	0	0	0	0	0	0	1	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	0	0	2	0	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	2	2	0	0	0	1	0	0	2	0	0	0	1	0	1	0	1	1	0
Undibacterium	G	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	1	2	1	2	0	0	1	0	0	0	0	2	3	2	0	2	0	1	1	0	2	0	1	1	0	2	1	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0
MWH-UniP1 aquatic group	G	1	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	2	0	2	0	0	0	1	0	1	0	0	1	0	1	1	1	2	0	0	1	1	0	2	0	0	0	0	2	0	0	0	0	1	1	0	0	1	2	1	0	0	1	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
Escherichia-Shigella	G	16903	16981	16875	16975	16834	16999	17013	16904	17102	16937	16994	17010	16909	16969	17074	17020	17023	17097	17057	16933	16907	17033	17061	17118	16945	17088	17218	16986	16999	17117	16935	17091	17001	16949	16841	16987	16984	17160	16965	17095	16994	16963	16924	16980	17119	16921	17092	16943	17021	16955	16884	16977	17118	17089	16981	16973	16896	16951	17131	16951	17056	17148	16948	16897	17079	16932	16959	17040	16923	17092	16962	17109	17106	17145	17048	16957	17082	17183	16947	16971	16910	16938	17170	17126	17070	16921	16976	17027	17042	16916	16991	17074	17072	16922	16922	17123	17019	16984	17062	17046
Enterobacter	G	592	559	653	584	547	584	605	567	549	586	570	564	555	507	575	539	576	592	569	607	581	556	582	537	557	584	536	521	591	583	586	547	579	531	537	577	559	543	542	578	533	581	596	536	549	547	491	548	561	554	582	556	581	567	583	553	605	592	578	568	545	531	547	547	559	597	599	558	574	554	586	542	572	532	506	559	540	533	520	549	599	575	570	524	584	512	583	626	519	599	534	519	592	537	562	550	569	529	587	540
Serratia	G	58	70	63	72	73	64	67	87	67	62	81	76	68	64	64	66	74	71	67	68	58	59	62	45	65	62	55	78	57	50	59	71	65	69	71	71	65	68	78	77	68	64	48	70	72	56	83	71	50	60	66	60	54	67	56	72	65	65	67	43	59	71	72	49	80	56	76	54	55	52	43	79	62	55	53	64	54	58	69	59	53	52	54	68	65	78	69	63	57	63	61	70	53	57	59	56	70	57	49	60
Klebsiella	G	126	109	102	109	116	119	124	113	116	124	127	128	115	130	144	120	136	127	137	131	121	125	139	129	135	124	118	129	130	112	128	123	129	128	122	121	119	118	143	123	131	116	142	113	121	124	137	120	125	100	113	136	137	115	117	140	140	115	119	112	120	131	131	124	126	130	105	130	128	119	151	144	116	129	119	117	147	142	136	134	141	136	116	122	117	118	117	123	128	125	128	105	108	123	123	127	132	141	141	127
Yersinia	G	24	14	22	20	18	14	20	19	14	20	17	19	20	12	20	17	13	20	22	18	14	20	15	25	18	17	11	19	16	21	24	23	17	13	15	14	17	21	18	21	19	17	14	17	24	20	16	23	19	12	18	18	15	17	13	20	15	24	14	12	17	5	23	18	15	25	20	17	23	20	20	13	19	24	11	17	13	20	17	28	17	20	18	24	21	15	15	18	21	23	21	21	16	18	19	27	17	22	15	19
Pantoea	G	72	68	54	76	74	79	75	59	78	73	59	60	57	67	57	76	53	50	56	75	60	69	52	62	61	49	46	61	71	69	67	61	66	63	69	53	62	63	56	56	65	55	57	62	55	63	62	62	64	64	61	70	58	59	60	68	62	49	54	71	64	62	57	67	52	57	50	58	52	59	71	84	65	54	80	58	81	67	70	64	60	49	59	53	71	64	56	50	63	62	78	57	56	54	65	75	70	65	57	54
Edwardsiella	G	11	5	7	2	5	5	6	3	8	9	8	6	7	10	6	5	6	3	6	4	1	5	8	4	5	8	3	7	1	3	6	5	6	9	6	5	3	6	7	4	8	5	8	6	4	4	8	6	4	5	2	4	4	6	6	5	5	8	4	6	8	7	11	5	8	5	3	6	6	3	1	5	5	2	0	4	7	8	7	5	7	6	6	9	5	9	6	5	9	8	7	6	6	7	4	2	4	3	1	6
Salmonella	G	180	151	176	185	197	186	196	167	171	170	168	170	212	184	179	145	186	188	194	182	184	193	192	178	173	189	183	204	194	170	183	181	195	169	196	190	157	181	187	178	185	208	195	178	172	176	201	182	189	187	178	205	192	185	205	170	190	179	151	185	206	187	194	179	170	143	173	193	190	203	189	182	174	164	195	173	186	179	182	169	179	186	174	193	201	196	193	196	209	207	189	188	189	190	159	187	189	188	172	186
Raoultella	G	7	3	9	8	3	2	1	7	4	9	0	5	7	6	9	5	3	6	5	5	5	4	4	3	6	1	3	5	4	5	3	6	5	10	6	8	6	4	7	5	4	7	8	2	3	6	3	6	6	1	8	2	4	4	8	3	6	11	4	9	2	6	2	8	5	3	7	6	4	3	5	6	5	8	4	2	6	5	4	5	4	3	2	4	4	1	4	3	6	4	4	5	9	6	4	2	3	6	6	4
Providencia	G	7	8	6	3	4	5	8	4	7	6	8	5	7	11	6	7	6	1	8	11	7	5	6	7	3	5	3	7	10	5	3	9	6	2	8	5	8	6	8	5	6	10	9	4	9	3	3	7	0	7	7	6	7	7	5	4	8	6	3	6	5	4	5	4	2	3	2	8	3	6	8	7	3	5	5	0	8	2	8	9	12	6	5	7	4	6	5	9	7	7	5	8	6	6	9	5	2	3	5	5
Tatumella	G	0	1	2	0	2	1	1	2	1	1	0	0	1	0	0	3	3	0	0	0	0	1	1	0	0	0	0	0	1	3	0	0	1	1	0	3	2	0	1	3	0	0	1	0	2	2	0	1	1	6	3	0	1	1	0	2	0	1	1	2	1	2	2	1	1	0	1	0	0	2	1	3	0	1	2	2	0	1	0	0	2	0	2	1	1	0	1	0	0	0	0	1	2	1	2	1	0	1	0	0
Kluyvera	G	10	7	7	8	8	10	7	4	5	13	10	5	13	9	9	12	12	11	10	12	5	12	7	7	11	5	12	10	9	11	11	9	13	12	9	9	7	11	6	12	11	7	6	8	9	5	7	7	7	13	10	9	9	5	7	11	5	10	4	8	14	7	8	9	7	13	10	9	9	14	7	13	14	9	12	9	5	7	6	15	8	11	10	11	7	5	6	10	5	15	6	11	11	8	7	11	11	7	11	11
Citrobacter	G	65	57	73	57	66	56	67	60	56	61	48	49	81	61	54	64	77	60	50	64	48	60	66	75	62	74	64	61	54	51	70	66	74	70	73	64	49	60	61	70	48	64	56	55	83	62	48	56	60	60	71	66	62	58	62	56	63	61	55	62	61	64	61	69	66	62	58	72	67	67	59	68	60	70	42	66	73	68	51	74	53	49	66	57	75	52	70	62	66	72	62	86	60	61	72	80	60	64	63	74
Dickeya	G	0	6	5	3	10	6	6	6	9	3	4	5	6	9	6	10	7	4	5	4	6	5	6	6	2	4	3	6	8	7	4	8	3	3	4	3	9	5	2	6	4	5	3	8	8	7	6	7	5	3	10	5	7	9	6	7	7	9	11	7	4	3	7	2	7	8	4	8	7	6	10	8	4	5	2	7	6	6	3	4	5	6	8	5	6	6	7	6	10	4	6	6	5	5	4	4	4	7	2	6
Cronobacter	G	4	8	7	5	6	9	4	5	6	6	4	5	3	11	5	2	4	6	6	7	4	5	5	11	7	9	10	9	6	9	4	5	7	6	4	5	3	5	6	8	6	4	7	5	8	7	12	9	7	6	7	13	4	5	2	3	4	3	5	7	9	7	11	4	0	7	4	2	5	4	1	9	8	3	5	4	6	2	5	3	6	4	2	6	5	5	9	8	7	7	10	4	6	7	4	6	7	5	8	6
Pseudomonas	G	202	208	212	221	214	206	223	190	195	194	232	228	212	208	199	186	194	222	206	220	198	226	229	207	204	194	207	230	195	196	178	189	189	204	216	235	196	210	211	180	201	189	203	215	195	216	181	215	206	188	216	208	208	190	196	176	216	200	172	200	212	203	215	217	187	202	183	184	192	202	215	211	227	204	192	220	204	222	208	200	203	206	195	217	199	209	212	183	211	174	224	202	215	201	185	210	201	202	196	186
Vibrio	G	0	0	0	2	5	2	1	0	3	1	2	3	2	2	1	1	3	2	3	3	1	3	3	1	2	1	1	1	3	1	3	1	1	3	0	1	0	2	1	2	0	1	2	2	2	2	1	2	0	2	3	0	4	2	1	1	3	3	3	0	0	1	4	2	1	1	3	0	1	0	3	2	3	2	0	2	5	2	1	3	2	1	0	1	1	2	0	1	1	2	1	0	3	0	3	2	3	2	1	3
Haemophilus	G	0	0	2	2	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	2	1	1	1	0	1	2	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	3	0	0	0	1	0	0	0	1	2	1	0	1	1	0	1	0	0	1	1	0	2	1	0	0	0	1	1	1	1	0	0	0	1	0
Rhodobacter	G	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	1	0	1
Sphingomonas	G	1	0	1	0	0	1	0	0	1	0	1	0	2	0	1	0	0	0	2	1	1	3	0	0	0	0	0	0	0	0	2	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	1	0	0	1	1	1	1	0	1	2	2	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	2	0	1	0	1	0
Novosphingobium	G	0	3	0	2	3	1	0	1	1	1	0	4	0	3	0	1	2	1	1	1	0	2	2	0	1	5	1	1	0	1	3	0	2	0	0	2	1	0	0	1	0	0	1	2	0	1	0	1	0	0	0	0	2	0	1	0	1	3	0	0	0	1	2	1	3	0	1	0	0	1	0	1	3	1	0	1	0	0	1	1	1	0	0	1	1	2	2	1	1	2	0	3	2	1	1	1	1	0	0	0
Pseudarcicella	G	9	14	14	14	11	11	10	17	7	15	16	10	9	14	19	10	8	7	7	13	10	14	5	15	7	11	11	6	10	8	10	15	19	19	10	15	12	12	11	8	7	11	9	11	8	12	9	9	11	8	6	12	10	11	16	18	9	13	14	6	9	10	12	19	14	12	4	10	10	9	15	13	13	8	11	8	15	11	10	10	18	10	13	14	14	8	12	7	15	11	10	10	11	16	11	9	11	9	10	8
Flavobacterium	G	2	3	3	4	3	5	2	1	4	5	3	2	4	5	2	4	1	2	3	5	4	1	3	3	4	6	3	4	4	3	3	3	2	4	4	1	2	3	1	2	3	3	5	3	8	3	2	3	6	4	7	3	2	9	1	3	6	3	3	3	4	4	5	3	2	1	4	2	2	4	3	4	2	4	2	4	3	10	3	1	4	6	3	5	2	1	8	3	5	1	3	2	4	2	9	3	2	8	3	4
Arcobacter	G	0	3	1	4	3	3	3	4	1	4	2	1	2	2	1	2	3	5	0	2	4	2	0	3	2	1	3	2	7	0	1	4	2	2	4	5	4	1	3	4	3	4	1	4	4	0	2	3	1	4	4	2	1	2	1	4	4	2	1	4	4	3	1	1	5	2	2	1	3	1	1	2	4	2	4	7	2	1	3	1	1	2	4	1	3	2	2	1	3	0	4	2	2	3	2	2	3	1	0	3
Sulfurimonas	G	0	0	1	0	0	0	0	0	0	1	2	1	1	0	0	0	1	4	0	0	0	3	1	0	0	0	2	2	0	2	0	1	0	2	1	2	1	2	1	4	3	1	1	1	1	1	1	1	1	0	3	2	1	0	0	2	1	0	0	0	1	0	2	1	1	2	0	1	0	1	2	0	0	1	0	2	0	1	0	2	0	1	0	1	1	1	2	0	2	1	3	0	0	1	2	2	0	0	0	1
Faecalibacterium	G	0	3	2	1	1	3	0	0	2	1	0	0	0	0	0	1	0	1	1	1	2	1	0	1	0	3	1	2	1	2	2	0	1	1	2	0	1	2	1	1	0	1	2	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	1	0	1	0	2	2	1	0	0	1	1	0	1	0	0	0	3	1	2	0	1	0	1	1	0	0	1	1	0
Bacillus	G	5341	5425	5421	5339	5302	5339	5304	5500	5308	5406	5375	5364	5381	5349	5271	5382	5283	5281	5336	5251	5386	5353	5250	5357	5312	5271	5266	5372	5275	5259	5358	5399	5292	5347	5390	5357	5425	5300	5359	5259	5389	5355	5371	5437	5256	5470	5296	5313	5429	5289	5442	5398	5224	5265	5356	5399	5369	5329	5308	5347	5239	5260	5373	5334	5410	5429	5293	5345	5314	5291	5317	5292	5286	5346	5343	5390	5276	5197	5462	5293	5273	5412	5336	5284	5267	5286	5357	5214	5360	5386	5366	5324	5252	5414	5473	5273	5213	5334	5335	5315
Staphylococcus	G	2829	2816	2777	2724	2917	2785	2774	2686	2787	2776	2696	2732	2767	2785	2737	2703	2804	2775	2757	2831	2788	2741	2780	2769	2822	2790	2720	2756	2689	2861	2819	2621	2757	2841	2945	2752	2783	2754	2759	2691	2779	2791	2752	2745	2713	2795	2799	2808	2798	2778	2721	2701	2727	2801	2792	2789	2763	2801	2845	2757	2793	2779	2675	2826	2722	2771	2870	2756	2853	2753	2735	2681	2720	2770	2841	2769	2745	2798	2783	2810	2794	2745	2768	2686	2713	2845	2800	2801	2733	2727	2708	2722	2751	2735	2807	2769	2825	2767	2783	2750
Paenibacillus	G	1	0	3	3	0	3	6	1	5	4	3	2	1	2	2	1	1	4	3	3	3	0	0	4	0	1	3	2	3	3	1	2	2	4	2	1	2	0	0	2	1	5	3	2	0	2	0	1	3	2	2	0	1	3	0	1	1	1	2	1	2	3	0	1	2	2	0	1	3	2	2	1	2	2	5	2	0	2	3	5	1	6	1	3	3	4	3	2	3	1	1	3	1	2	3	2	1	2	1	2
Listeria	G	1160	1134	1140	1134	1182	1124	1141	1143	1115	1108	1201	1137	1180	1148	1133	1152	1127	1148	1163	1153	1178	1110	1130	1060	1175	1122	1113	1169	1176	1147	1160	1179	1119	1126	1110	1107	1129	1130	1140	1149	1146	1120	1071	1175	1224	1161	1121	1171	1124	1155	1167	1154	1177	1127	1120	1146	1155	1164	1079	1185	1167	1125	1217	1196	1126	1129	1140	1205	1151	1117	1128	1175	1112	1118	1158	1146	1168	1114	1127	1172	1191	1147	1123	1125	1165	1202	1105	1185	1129	1198	1119	1205	1122	1173	1128	1088	1176	1148	1157	1185
Trichococcus	G	1	0	0	1	0	1	1	0	0	0	0	0	2	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	2	2	0	0	0	0	1	0	0
Granulicatella	G	4	1	4	1	2	2	4	2	9	3	5	3	2	3	1	2	2	0	2	5	2	2	1	6	4	1	7	3	4	1	5	4	3	5	3	3	1	4	5	1	1	4	4	4	3	1	3	5	4	5	4	3	4	5	2	3	3	2	5	3	0	5	1	4	3	2	4	10	2	4	3	1	5	3	6	3	2	5	2	4	2	3	7	5	6	3	2	4	4	5	3	6	5	2	5	4	1	1	2	0
Jeotgalibaca	G	1	1	1	1	0	0	1	2	1	2	1	2	1	0	2	1	1	0	0	1	2	1	2	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	4	5	0	1	2	1	2	0	2	2	1	1	0	0	0	2	0	1	0	0	2	0	0	1	1	0	2	0	1	3	0	1	1	2	1	1	0	1	0	2	1	2	0	1	3	3	2	0	0	0	0	1	0	2	3	1	0	2	0	1	3
Lactobacillus	G	1321	1327	1375	1366	1379	1400	1339	1397	1412	1381	1345	1368	1343	1408	1428	1365	1370	1297	1358	1397	1372	1370	1387	1347	1410	1370	1383	1352	1419	1317	1364	1393	1416	1417	1366	1361	1343	1336	1434	1430	1396	1380	1501	1400	1340	1357	1388	1443	1316	1502	1354	1378	1385	1369	1446	1386	1395	1332	1317	1404	1379	1373	1386	1402	1378	1410	1445	1298	1363	1409	1400	1348	1409	1326	1381	1386	1362	1359	1387	1415	1414	1393	1270	1424	1347	1463	1368	1361	1405	1382	1417	1370	1439	1431	1322	1379	1382	1445	1374	1342
Streptococcus	G	35	16	38	30	27	34	40	38	34	35	24	31	44	22	34	34	31	33	40	35	32	36	37	34	27	38	34	34	26	30	31	27	40	23	23	44	33	37	34	35	38	43	35	41	37	23	22	32	30	35	20	32	42	22	24	36	32	28	37	38	41	34	35	34	27	35	23	45	42	27	38	39	33	34	29	40	41	29	24	36	34	37	29	17	28	24	33	38	32	31	27	36	32	24	33	32	35	33	31	35
Lactococcus	G	1	1	0	3	2	2	2	0	0	4	0	3	1	2	1	0	1	3	1	1	0	3	1	1	0	3	2	0	1	2	0	2	0	1	1	1	1	1	0	2	1	2	0	1	0	0	1	3	1	1	2	3	1	0	1	1	3	2	3	3	0	2	0	2	0	2	0	0	1	3	0	0	1	1	2	3	0	1	1	2	1	0	0	0	3	1	2	2	2	0	1	4	0	1	2	3	1	4	2	2
Pectobacterium	G	4	1	5	2	5	4	4	2	4	3	3	4	1	1	1	2	6	1	1	5	1	3	2	1	2	2	2	3	4	1	4	0	1	2	2	2	3	1	4	2	4	3	4	4	0	2	2	4	3	5	1	2	4	3	4	3	2	6	5	2	2	3	1	5	3	6	3	4	4	2	1	2	1	6	1	3	2	5	3	8	7	0	3	3	2	3	4	6	4	2	4	5	2	1	4	5	0	2	3	5
Rosenbergiella	G	1	3	0	2	1	1	2	0	1	4	0	0	1	0	3	1	1	2	0	2	1	1	1	2	2	2	1	2	1	1	1	0	3	1	2	3	4	1	6	2	0	3	1	0	1	2	2	0	1	2	2	0	4	3	0	0	1	3	1	0	2	1	1	4	3	0	3	2	0	0	1	2	4	0	2	1	0	1	3	3	2	1	3	0	3	2	1	0	0	3	3	2	4	3	3	3	0	2	1	5
Sodalis	G	1	2	2	0	1	2	1	4	1	4	4	2	2	2	1	2	1	2	0	2	2	1	0	4	2	1	0	3	0	2	2	4	1	1	0	2	2	0	1	1	1	2	1	1	0	0	0	4	1	2	1	1	2	2	0	2	0	0	3	2	3	1	1	6	0	0	2	3	1	2	1	1	2	0	0	2	2	5	0	1	3	1	1	1	1	1	4	2	1	0	1	1	4	0	1	0	2	1	2	1
Enterococcus	G	911	876	843	939	857	814	855	895	821	867	892	897	876	894	859	946	880	866	831	843	912	878	853	886	878	839	872	847	935	850	874	838	874	852	861	884	898	859	843	878	848	883	838	810	871	843	873	830	843	881	917	881	849	885	828	841	861	918	886	884	866	845	885	853	841	864	852	873	888	854	920	861	857	862	848	870	857	843	839	833	877	883	884	904	884	863	851	873	843	862	905	823	849	878	881	846	871	857	803	907
Erwinia	G	8	7	5	10	15	10	8	10	4	6	10	12	9	3	10	6	9	11	9	8	11	8	15	7	5	10	7	8	9	12	8	10	13	12	6	14	9	5	13	4	5	4	17	8	5	10	8	9	7	9	12	9	10	12	5	9	10	4	14	9	10	8	4	9	7	11	6	6	13	12	12	5	10	11	7	10	9	12	10	9	6	8	10	8	13	12	11	7	10	7	6	15	11	18	12	15	13	12	9	9
Kosakonia	G	14	23	12	13	19	21	15	18	17	13	16	15	24	14	16	16	9	19	12	19	18	13	19	16	20	16	16	14	13	12	15	25	12	13	16	13	21	20	13	14	16	23	19	14	17	15	19	19	13	17	21	18	12	11	20	17	13	10	18	17	13	17	14	14	9	18	11	13	17	16	17	18	13	14	9	13	16	17	13	16	15	20	15	14	15	14	13	16	14	13	11	14	12	15	16	18	11	12	13	13
