"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Variovorax sp. PMC12"	"S"	2126319	59	5	5	23	12	1	24	48	2	19	59	24	NA	0.04212	0.03131	0.02612	0.008662	0.003083	0.04212	0.009699	0.01726	0.000496	0.007096	0.01618	0.009671	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Serpentinomonas"	"G"	2490452	9622	311	653	2669	2239	23	2887	5282	56	3062	9622	3525	4	3.411	1.947	3.411	1.005	0.5753	0.9688	1.167	1.899	0.01389	1.144	2.638	1.42	0.7105	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Serpentinomonas mccroryi"	"S"	1458426	1691	74	69	213	300	2	526	586	10	451	1691	480	NA	0.4636	0.4634	0.3604	0.08021	0.07708	0.08425	0.2126	0.2107	0.00248	0.1684	0.4636	0.1934	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Serpentinomonas"
"Serpentinomonas raichei"	"S"	1458425	34	2	2	7	6	NA	11	26	NA	15	34	13	NA	0.01252	0.01252	0.01045	0.002636	0.001542	NA	0.004445	0.009348	NA	0.005602	0.009322	0.005238	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Serpentinomonas"
"Hydrogenophaga"	"G"	47420	4127	133	214	1108	971	14	1188	1904	28	1129	4127	1429	1	1.131	0.8328	1.118	0.4173	0.2495	0.5897	0.4801	0.6845	0.006945	0.4216	1.131	0.5758	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Hydrogenophaga sp. PBC"	"S"	795665	1548	50	94	484	329	10	426	747	11	465	1548	560	NA	0.491	0.3131	0.491	0.1823	0.08453	0.4212	0.1722	0.2686	0.002728	0.1737	0.4244	0.2256	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Hydrogenophaga sp. RAC07"	"S"	1842537	373	9	19	146	88	NA	115	221	2	103	373	137	NA	0.1023	0.05636	0.09924	0.05498	0.02261	NA	0.04647	0.07945	0.000496	0.03847	0.1023	0.0552	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Hydrogenophaga crassostreae"	"S"	1763535	391	7	17	108	110	1	95	194	3	122	391	147	NA	0.1072	0.04383	0.08879	0.04067	0.02826	0.04212	0.03839	0.06975	0.0007441	0.04556	0.1072	0.05923	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Hydrogenophaga"
"Curvibacter"	"G"	281915	2319	103	197	769	716	2	818	1617	26	911	2319	1030	1	1.029	0.645	1.029	0.2896	0.184	0.08425	0.3306	0.5813	0.006449	0.3402	0.6358	0.415	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Curvibacter sp. AEP1-3"	"S"	1844971	2319	103	197	769	716	2	818	1617	26	911	2319	1030	1	1.029	0.645	1.029	0.2896	0.184	0.08425	0.3306	0.5813	0.006449	0.3402	0.6358	0.415	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Curvibacter"
"Ramlibacter"	"G"	174951	2268	83	156	896	644	7	723	1425	11	715	2268	834	1	0.8148	0.5197	0.8148	0.3374	0.1655	0.2949	0.2922	0.5123	0.002728	0.267	0.6218	0.3361	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Ramlibacter tataouinensis"	"S"	94132	2268	83	156	896	644	7	723	1425	11	715	2268	834	1	0.8148	0.5197	0.8148	0.3374	0.1655	0.2949	0.2922	0.5123	0.002728	0.267	0.6218	0.3361	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ramlibacter"
"Ramlibacter tataouinensis TTB310"	"-"	365046	519	22	40	233	146	1	215	352	4	143	519	205	NA	0.2089	0.1378	0.2089	0.08775	0.03751	0.04212	0.08688	0.1266	0.0009921	0.0534	0.1423	0.0826	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ramlibacter>Ramlibacter&nbsp;tataouinensis"
"Candidatus Symbiobacter"	"G"	1436289	2416	81	179	878	659	7	770	1444	16	756	2416	1039	3	0.9349	0.5072	0.9349	0.3307	0.1693	0.2949	0.3112	0.5191	0.003968	0.2823	0.6624	0.4187	0.5329	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Candidatus Symbiobacter mobilis"	"S"	1436290	2416	81	179	878	659	7	770	1444	16	756	2416	1039	3	0.9349	0.5072	0.9349	0.3307	0.1693	0.2949	0.3112	0.5191	0.003968	0.2823	0.6624	0.4187	0.5329	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Candidatus&nbsp;Symbiobacter"
"Candidatus Symbiobacter mobilis CR"	"-"	946483	2416	81	179	878	659	7	770	1444	16	756	2416	1039	3	0.9349	0.5072	0.9349	0.3307	0.1693	0.2949	0.3112	0.5191	0.003968	0.2823	0.6624	0.4187	0.5329	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Candidatus&nbsp;Symbiobacter>Candidatus&nbsp;Symbiobacter&nbsp;mobilis"
"Simplicispira"	"G"	352450	1956	59	65	1635	211	2	277	306	6	220	1956	315	3	0.6157	0.3694	0.3395	0.6157	0.05422	0.08425	0.1119	0.11	0.001488	0.08216	0.5363	0.1269	0.5329	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Simplicispira suum"	"S"	2109915	1956	59	65	1635	211	2	277	306	6	220	1956	315	3	0.6157	0.3694	0.3395	0.6157	0.05422	0.08425	0.1119	0.11	0.001488	0.08216	0.5363	0.1269	0.5329	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Simplicispira"
"Ottowia"	"G"	219181	1558	50	90	553	447	4	409	612	5	333	1558	456	NA	0.4701	0.3131	0.4701	0.2083	0.1149	0.1685	0.1653	0.22	0.00124	0.1244	0.4271	0.1837	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Ottowia oryzae"	"S"	2109914	712	26	53	203	179	2	201	342	3	195	712	296	NA	0.2768	0.1628	0.2768	0.07645	0.04599	0.08425	0.08123	0.123	0.0007441	0.07282	0.1952	0.1193	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ottowia"
"Ottowia sp. oral taxon 894"	"S"	1658672	825	24	35	342	262	2	207	266	2	134	825	157	NA	0.2262	0.1503	0.1828	0.1288	0.06732	0.08425	0.08365	0.09563	0.000496	0.05004	0.2262	0.06326	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Ottowia"
"Delftia"	"G"	80865	2003	45	119	521	413	4	502	940	7	517	2003	599	2	0.6215	0.2818	0.6215	0.1962	0.1061	0.1685	0.2029	0.338	0.001736	0.1931	0.5492	0.2414	0.3552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Delftia sp. Cs1-4"	"S"	742013	207	4	12	60	65	NA	73	113	NA	64	207	76	1	0.1776	0.02505	0.06268	0.0226	0.0167	NA	0.0295	0.04063	NA	0.0239	0.05675	0.03062	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Delftia"
"Comamonas"	"G"	283	1216	40	66	443	237	5	276	478	2	302	1216	335	1	0.3447	0.2505	0.3447	0.1668	0.0609	0.2106	0.1115	0.1719	0.000496	0.1128	0.3334	0.135	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Comamonas testosteroni"	"S"	285	720	25	48	271	120	4	147	244	NA	168	720	186	1	0.2507	0.1565	0.2507	0.1021	0.03083	0.1685	0.0594	0.08772	NA	0.06274	0.1974	0.07495	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Comamonas testosteroni TK102"	"-"	1392005	304	8	20	102	53	2	64	117	NA	89	304	78	NA	0.1045	0.05009	0.1045	0.03841	0.01362	0.08425	0.02586	0.04206	NA	0.03324	0.08335	0.03143	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas>Comamonas&nbsp;testosteroni"
"Comamonas kerstersii"	"S"	225992	234	6	10	73	52	NA	64	120	NA	61	234	65	NA	0.06415	0.03757	0.05223	0.02749	0.01336	NA	0.02586	0.04314	NA	0.02278	0.06415	0.02619	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Comamonas"
"Verminephrobacter"	"G"	364316	1300	30	72	490	306	5	388	735	7	374	1300	466	1	0.3761	0.1879	0.3761	0.1845	0.07863	0.2106	0.1568	0.2642	0.001736	0.1397	0.3564	0.1878	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Verminephrobacter eiseniae"	"S"	364317	1300	30	72	490	306	5	388	735	7	374	1300	466	1	0.3761	0.1879	0.3761	0.1845	0.07863	0.2106	0.1568	0.2642	0.001736	0.1397	0.3564	0.1878	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Verminephrobacter"
"Verminephrobacter eiseniae EF01-2"	"-"	391735	1300	30	72	490	306	5	388	735	7	374	1300	466	1	0.3761	0.1879	0.3761	0.1845	0.07863	0.2106	0.1568	0.2642	0.001736	0.1397	0.3564	0.1878	0.1776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Verminephrobacter>Verminephrobacter&nbsp;eiseniae"
"Melaminivora"	"G"	1649468	517	10	18	174	81	NA	97	145	3	114	517	124	NA	0.1417	0.06262	0.09401	0.06553	0.02081	NA	0.0392	0.05213	0.0007441	0.04257	0.1417	0.04997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Melaminivora sp. SC2-7"	"S"	2116657	270	8	7	65	39	NA	49	68	2	49	270	67	NA	0.07402	0.05009	0.03656	0.02448	0.01002	NA	0.0198	0.02445	0.000496	0.0183	0.07402	0.027	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Melaminivora"
"Melaminivora sp. SC2-9"	"S"	2109913	230	2	7	80	35	NA	40	64	1	51	230	49	NA	0.06306	0.01252	0.03656	0.03013	0.008993	NA	0.01616	0.02301	0.000248	0.01905	0.06306	0.01974	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Melaminivora"
"Alicycliphilus"	"G"	201096	112	4	4	36	29	NA	27	58	1	28	112	36	NA	0.03071	0.02505	0.02089	0.01356	0.007451	NA	0.01091	0.02085	0.000248	0.01046	0.03071	0.01451	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Alicycliphilus denitrificans"	"S"	179636	112	4	4	36	29	NA	27	58	1	28	112	36	NA	0.03071	0.02505	0.02089	0.01356	0.007451	NA	0.01091	0.02085	0.000248	0.01046	0.03071	0.01451	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Alicycliphilus"
"Burkholderiaceae"	"F"	119060	10380	522	486	9540	6553	39	4447	5468	84	3637	10380	5661	11	3.593	3.269	2.538	3.593	1.684	1.643	1.797	1.966	0.02083	1.358	2.846	2.281	1.954	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Burkholderia"	"G"	32008	7053	347	323	6781	4361	26	3036	3415	59	2403	7053	3443	7	2.554	2.173	1.687	2.554	1.121	1.095	1.227	1.228	0.01463	0.8974	1.934	1.387	1.243	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"pseudomallei group"	"-"	111527	3265	142	138	2507	1724	11	1009	1424	31	871	3265	1395	3	0.9441	0.8892	0.7208	0.9441	0.443	0.4634	0.4077	0.512	0.007689	0.3253	0.8951	0.5621	0.5329	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia pseudomallei"	"S"	28450	1745	79	74	1418	885	7	463	744	12	392	1745	680	2	0.534	0.4947	0.3865	0.534	0.2274	0.2949	0.1871	0.2675	0.002976	0.1464	0.4784	0.274	0.3552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia pseudomallei MSHR491"	"-"	1249473	745	32	39	537	289	2	201	316	5	167	745	285	NA	0.2043	0.2004	0.2037	0.2022	0.07426	0.08425	0.08123	0.1136	0.00124	0.06237	0.2043	0.1148	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group>Burkholderia&nbsp;pseudomallei"
