"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Cyclobacteriaceae"	"F"	24725	2703	1041	175	2	1	877	911	714	10	NA	334	2703	82	0.3494	0.3151	0.3494	0.2445	0.07628	0.09681	0.1011	0.09638	0.0005739	NA	0.2342	0.3071	0.1737	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Algoriphagus"	"G"	24726	1371	774	149	2	1	494	459	378	3	NA	178	1371	41	0.2975	0.2343	0.2975	0.2445	0.07628	0.05453	0.05096	0.05102	0.0001722	NA	0.1248	0.1558	0.08686	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"uncultured"	"G"	24760	421	86	12	NA	NA	134	137	115	3	NA	51	421	14	0.04784	0.02604	0.02396	NA	NA	0.01479	0.01521	0.01552	0.0001722	NA	0.03577	0.04784	0.02966	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Marinoscillum"	"G"	24746	154	37	1	NA	NA	46	52	39	1	NA	19	154	5	0.0175	0.0112	0.001997	NA	NA	0.005078	0.005773	0.005264	5.739e-05	NA	0.01332	0.0175	0.01059	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fulvivirga"	"G"	24740	56	26	1	NA	NA	27	27	13	NA	NA	6	56	5	0.01059	0.007871	0.001997	NA	NA	0.00298	0.002997	0.001755	NA	NA	0.004208	0.006363	0.01059	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Nitritalea"	"G"	24753	144	20	3	NA	NA	23	45	35	NA	NA	16	144	2	0.01636	0.006055	0.00599	NA	NA	0.002539	0.004996	0.004724	NA	NA	0.01122	0.01636	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Reichenbachiella"	"G"	24755	83	16	2	NA	NA	14	18	11	NA	NA	8	83	3	0.009431	0.004844	0.003993	NA	NA	0.001545	0.001998	0.001485	NA	NA	0.00561	0.009431	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Ekhidna"	"G"	24736	70	15	3	NA	NA	30	55	37	NA	NA	9	70	2	0.007954	0.004541	0.00599	NA	NA	0.003311	0.006106	0.004994	NA	NA	0.006312	0.007954	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Aquiflexum"	"G"	24728	105	12	NA	NA	NA	19	20	17	NA	NA	16	105	4	0.01193	0.003633	NA	NA	NA	0.002097	0.00222	0.002295	NA	NA	0.01122	0.01193	0.008474	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Tunicatimonas"	"G"	24759	28	10	1	NA	NA	13	12	7	1	NA	6	28	3	0.006355	0.003027	0.001997	NA	NA	0.001435	0.001332	0.0009449	5.739e-05	NA	0.004208	0.003182	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium"	"G"	24734	58	9	NA	NA	NA	14	13	17	NA	NA	6	58	NA	0.006591	0.002725	NA	NA	NA	0.001545	0.001443	0.002295	NA	NA	0.004208	0.006591	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Catalinimonas"	"G"	24731	37	5	NA	NA	NA	7	11	5	NA	NA	2	37	1	0.004204	0.001514	NA	NA	NA	0.0007727	0.001221	0.0006749	NA	NA	0.001403	0.004204	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Rhodonellum"	"G"	24756	13	4	NA	NA	NA	2	3	1	1	NA	1	13	NA	0.001477	0.001211	NA	NA	NA	0.0002208	0.000333	0.000135	5.739e-05	NA	0.0007013	0.001477	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mongoliitalea"	"G"	24750	17	2	NA	NA	NA	5	5	NA	NA	NA	4	17	NA	0.002805	0.0006055	NA	NA	NA	0.0005519	0.0005551	NA	NA	NA	0.002805	0.001932	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Indibacter"	"G"	24742	3	2	NA	NA	NA	NA	2	NA	NA	NA	NA	3	NA	0.0006055	0.0006055	NA	NA	NA	NA	0.000222	NA	NA	NA	NA	0.0003409	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mongoliicoccus"	"G"	24749	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	0.000111	0.000135	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Marivirga"	"G"	24747	3	1	NA	NA	NA	NA	3	NA	NA	NA	NA	3	NA	0.0003409	0.0003027	NA	NA	NA	NA	0.000333	NA	NA	NA	NA	0.0003409	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Belliella"	"G"	24730	16	1	NA	NA	NA	3	5	2	NA	NA	NA	16	NA	0.001818	0.0003027	NA	NA	NA	0.0003311	0.0005551	0.00027	NA	NA	NA	0.001818	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Echinicola"	"G"	24735	4	1	NA	NA	NA	1	1	NA	NA	NA	NA	4	NA	0.0004545	0.0003027	NA	NA	NA	0.0001104	0.000111	NA	NA	NA	NA	0.0004545	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fabibacter"	"G"	24737	7	1	NA	NA	NA	2	1	NA	NA	NA	1	7	NA	0.0007954	0.0003027	NA	NA	NA	0.0002208	0.000111	NA	NA	NA	0.0007013	0.0007954	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Hymenobacteraceae"	"F"	24776	1560	278	28	1	2	343	418	317	3	NA	174	1560	71	0.1773	0.08416	0.0559	0.1222	0.1526	0.03786	0.0464	0.04279	0.0001722	NA	0.122	0.1773	0.1504	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Hymenobacter"	"G"	24778	616	98	12	1	2	149	163	126	1	NA	77	616	29	0.1526	0.02967	0.02396	0.1222	0.1526	0.01645	0.0181	0.01701	5.739e-05	NA	0.054	0.07	0.06143	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Nibribacter"	"G"	24779	399	74	8	NA	NA	81	90	86	NA	NA	33	399	18	0.04534	0.0224	0.01597	NA	NA	0.008941	0.009991	0.01161	NA	NA	0.02314	0.04534	0.03813	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Adhaeribacter"	"G"	24777	331	60	8	NA	NA	61	102	63	1	NA	43	331	20	0.04237	0.01816	0.01597	NA	NA	0.006733	0.01132	0.008504	5.739e-05	NA	0.03016	0.03761	0.04237	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Pontibacter"	"G"	24780	167	32	NA	NA	NA	40	52	37	1	NA	17	167	3	0.01898	0.009688	NA	NA	NA	0.004415	0.005773	0.004994	5.739e-05	NA	0.01192	0.01898	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Rufibacter"	"G"	24781	9	4	NA	NA	NA	7	1	2	NA	NA	3	9	NA	0.002104	0.001211	NA	NA	NA	0.0007727	0.000111	0.00027	NA	NA	0.002104	0.001023	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Microscillaceae"	"F"	24783	1299	250	28	1	NA	454	579	1054	7	NA	149	1299	46	0.1476	0.07568	0.0559	0.1222	NA	0.05011	0.06428	0.1423	0.0004018	NA	0.1045	0.1476	0.09745	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24793	1087	211	21	1	NA	374	487	975	6	NA	122	1087	39	0.1316	0.06388	0.04193	0.1222	NA	0.04128	0.05406	0.1316	0.0003444	NA	0.08556	0.1235	0.08262	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Chryseolinea"	"G"	24784	75	17	4	NA	NA	30	31	20	NA	NA	11	75	3	0.008522	0.005147	0.007986	NA	NA	0.003311	0.003441	0.0027	NA	NA	0.007714	0.008522	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Siphonobacter"	"G"	24791	38	6	1	NA	NA	10	10	12	NA	NA	6	38	NA	0.004318	0.001816	0.001997	NA	NA	0.001104	0.00111	0.00162	NA	NA	0.004208	0.004318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"OLB12"	"G"	24789	24	6	NA	NA	NA	18	21	24	NA	NA	6	13	1	0.004208	0.001816	NA	NA	NA	0.001987	0.002331	0.00324	NA	NA	0.004208	0.001477	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Mooreia"	"G"	24788	8	2	NA	NA	NA	5	NA	2	NA	NA	1	8	NA	0.000909	0.0006055	NA	NA	NA	0.0005519	NA	0.00027	NA	NA	0.0007013	0.000909	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Microscilla"	"G"	24787	13	2	NA	NA	NA	3	3	1	NA	NA	1	13	1	0.002118	0.0006055	NA	NA	NA	0.0003311	0.000333	0.000135	NA	NA	0.0007013	0.001477	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Thermoflexibacter"	"G"	24792	12	1	NA	NA	NA	3	6	2	1	NA	NA	12	NA	0.001364	0.0003027	NA	NA	NA	0.0003311	0.0006661	0.00027	5.739e-05	NA	NA	0.001364	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Ohtaekwangia"	"G"	24790	19	1	1	NA	NA	7	10	5	NA	NA	1	19	1	0.002159	0.0003027	0.001997	NA	NA	0.0007727	0.00111	0.0006749	NA	NA	0.0007013	0.002159	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Amoebophilaceae"	"F"	24715	440	109	14	NA	NA	178	230	109	4	NA	55	440	10	0.05	0.033	0.02795	NA	NA	0.01965	0.02553	0.01471	0.0002296	NA	0.03857	0.05	0.02118	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Candidatus Amoebophilus"	"G"	24716	328	91	12	NA	NA	144	193	80	4	NA	45	328	8	0.03727	0.02755	0.02396	NA	NA	0.0159	0.02143	0.0108	0.0002296	NA	0.03156	0.03727	0.01695	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"uncultured"	"G"	24719	61	10	NA	NA	NA	18	22	14	NA	NA	4	61	1	0.006931	0.003027	NA	NA	NA	0.001987	0.002442	0.00189	NA	NA	0.002805	0.006931	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Candidatus Paenicardinium"	"G"	24718	4	2	NA	NA	NA	1	1	2	NA	NA	2	4	NA	0.001403	0.0006055	NA	NA	NA	0.0001104	0.000111	0.00027	NA	NA	0.001403	0.0004545	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Candidatus Cardinium"	"G"	24717	5	1	NA	NA	NA	1	2	3	NA	NA	NA	5	NA	0.0005682	0.0003027	NA	NA	NA	0.0001104	0.000222	0.000405	NA	NA	NA	0.0005682	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Cytophagaceae"	"F"	24761	550	88	12	NA	NA	114	145	219	3	NA	42	550	14	0.0625	0.02664	0.02396	NA	NA	0.01258	0.0161	0.02956	0.0001722	NA	0.02945	0.0625	0.02966	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Cytophaga"	"G"	24762	445	66	10	NA	NA	78	96	165	3	NA	28	445	11	0.05057	0.01998	0.01997	NA	NA	0.00861	0.01066	0.02227	0.0001722	NA	0.01964	0.05057	0.0233	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Sporocytophaga"	"G"	24764	78	14	1	NA	NA	18	24	22	NA	NA	11	78	2	0.008863	0.004238	0.001997	NA	NA	0.001987	0.002664	0.00297	NA	NA	0.007714	0.008863	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Rhodocytophaga"	"G"	24763	23	8	NA	NA	NA	17	23	11	NA	NA	2	19	1	0.002553	0.002422	NA	NA	NA	0.001877	0.002553	0.001485	NA	NA	0.001403	0.002159	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Flammeovirgaceae"	"F"	24766	164	29	4	NA	NA	47	39	34	NA	NA	15	164	5	0.01864	0.008779	0.007986	NA	NA	0.005188	0.00433	0.004589	NA	NA	0.01052	0.01864	0.01059	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Flammeovirga"	"G"	24768	115	19	3	NA	NA	25	24	15	NA	NA	14	115	4	0.01307	0.005752	0.00599	NA	NA	0.00276	0.002664	0.002025	NA	NA	0.009818	0.01307	0.008474	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Perexilibacter"	"G"	24772	32	5	NA	NA	NA	6	4	6	NA	NA	NA	32	1	0.003636	0.001514	NA	NA	NA	0.0006623	0.0004441	0.0008099	NA	NA	NA	0.003636	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"uncultured"	"G"	24775	9	2	1	NA	NA	9	6	5	NA	NA	NA	3	NA	0.001997	0.0006055	0.001997	NA	NA	0.0009934	0.0006661	0.0006749	NA	NA	NA	0.0003409	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Rapidithrix"	"G"	24773	10	2	NA	NA	NA	3	3	2	NA	NA	NA	10	NA	0.001136	0.0006055	NA	NA	NA	0.0003311	0.000333	0.00027	NA	NA	NA	0.001136	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Luteivirga"	"G"	24771	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	0.000111	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Thermonemataceae"	"F"	24816	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001136	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Thermonema"	"G"	24817	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001136	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Thermonemataceae"
"MWH-CFBk5"	"F"	24782	7	1	NA	NA	NA	4	NA	4	NA	NA	1	7	NA	0.0007954	0.0003027	NA	NA	NA	0.0004415	NA	0.0005399	NA	NA	0.0007013	0.0007954	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Sphingobacteriales"	"O"	25002	167510	55526	6350	125	56	120478	167510	55746	546	17	6299	55772	4677	18.6	16.81	12.68	15.28	4.272	13.3	18.6	7.525	0.03134	2.114	4.417	6.337	9.908	"Bacteria>Bacteroidetes>Bacteroidia"
"NS11-12 marine group"	"F"	25015	164410	54309	6187	117	55	118068	164412	54427	524	14	5770	52115	4527	18.25	16.44	12.35	14.3	4.195	13.03	18.25	7.347	0.03007	1.741	4.047	5.922	9.59	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Sphingobacteriaceae"	"F"	25020	2509	575	80	1	NA	934	1160	734	11	2	410	2509	101	0.2875	0.1741	0.1597	0.1222	NA	0.1031	0.1288	0.09908	0.0006313	0.2488	0.2875	0.2851	0.214	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Pedobacter"	"G"	25027	1655	362	55	1	NA	581	648	442	7	1	238	1655	58	0.1881	0.1096	0.1098	0.1222	NA	0.06413	0.07194	0.05966	0.0004018	0.1244	0.1669	0.1881	0.1229	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Solitalea"	"G"	25031	224	59	5	NA	NA	74	121	86	1	1	69	224	16	0.1244	0.01786	0.009983	NA	NA	0.008168	0.01343	0.01161	5.739e-05	0.1244	0.04839	0.02545	0.03389	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacterium"	"G"	25032	184	44	7	NA	NA	75	127	60	2	NA	36	184	7	0.02525	0.01332	0.01398	NA	NA	0.008279	0.0141	0.008099	0.0001148	NA	0.02525	0.02091	0.01483	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Mucilaginibacter"	"G"	25023	239	41	5	NA	NA	73	88	81	NA	NA	31	239	6	0.02716	0.01241	0.009983	NA	NA	0.008058	0.009769	0.01093	NA	NA	0.02174	0.02716	0.01271	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Nubsella"	"G"	25024	97	33	NA	NA	NA	71	97	21	NA	NA	8	49	3	0.01077	0.00999	NA	NA	NA	0.007837	0.01077	0.002835	NA	NA	0.00561	0.005568	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"uncultured"	"G"	25033	20	6	1	NA	NA	14	20	6	NA	NA	5	20	2	0.004237	0.001816	0.001997	NA	NA	0.001545	0.00222	0.0008099	NA	NA	0.003507	0.002273	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Anseongella"	"G"	25021	4	3	NA	NA	NA	NA	3	NA	NA	NA	2	4	NA	0.001403	0.0009082	NA	NA	NA	NA	0.000333	NA	NA	NA	0.001403	0.0004545	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Parapedobacter"	"G"	25026	6	2	NA	NA	NA	4	3	2	NA	NA	NA	6	NA	0.0006818	0.0006055	NA	NA	NA	0.0004415	0.000333	0.00027	NA	NA	NA	0.0006818	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Olivibacter"	"G"	25025	5	2	2	NA	NA	3	5	5	NA	NA	3	5	2	0.004237	0.0006055	0.003993	NA	NA	0.0003311	0.0005551	0.0006749	NA	NA	0.002104	0.0005682	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Arcticibacter"	"G"	25022	4	1	NA	NA	NA	NA	1	NA	NA	NA	NA	4	NA	0.0004545	0.0003027	NA	NA	NA	NA	0.000111	NA	NA	NA	NA	0.0004545	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
