"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Pseudarcicella sp. HME7025"	"S"	2183547	384020	73748	8479	23	33	85125	91365	80394	703	27	50613	384024	15318	42.85	24.78	18.59	3.764	3.102	10.41	11.61	11.52	0.03989	3.76	34.93	42.85	34.01	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Pseudarcicella"
"Spirosoma"	"G"	107	29486	12780	1280	10	5	23639	29486	10964	23	3	1299	8930	781	4.295	4.295	2.806	1.637	0.4699	2.891	3.747	1.572	0.001305	0.4178	0.8965	0.9965	1.734	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Spirosoma pollinicola"	"S"	2057025	157	73	6	NA	NA	133	157	61	NA	NA	8	52	1	0.02453	0.02453	0.01315	NA	NA	0.01626	0.01995	0.008744	NA	NA	0.005521	0.005803	0.00222	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma montaniterrae"	"S"	1178516	17	12	NA	NA	NA	17	16	5	NA	NA	1	8	NA	0.004033	0.004033	NA	NA	NA	0.002079	0.002033	0.0007168	NA	NA	0.0006902	0.0008927	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma radiotolerans"	"S"	1379870	7	4	1	NA	NA	2	7	5	NA	1	NA	2	1	0.1393	0.001344	0.002192	NA	NA	0.0002446	0.0008895	0.0007168	NA	0.1393	NA	0.0002232	0.00222	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma aerolatum"	"S"	1211326	9	3	1	NA	NA	9	6	4	NA	NA	1	7	NA	0.002192	0.001008	0.002192	NA	NA	0.001101	0.0007624	0.0005734	NA	NA	0.0006902	0.0007811	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Spirosoma rigui"	"S"	564064	33	3	NA	NA	NA	12	33	20	NA	NA	1	6	NA	0.004193	0.001008	NA	NA	NA	0.001467	0.004193	0.002867	NA	NA	0.0006902	0.0006695	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
"Cytophaga"	"G"	978	2088	697	75	NA	NA	1548	2088	1208	4	NA	82	770	48	0.2653	0.2342	0.1644	NA	NA	0.1893	0.2653	0.1732	0.000227	NA	0.05659	0.08592	0.1066	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Cytophaga hutchinsonii"	"S"	985	2088	697	75	NA	NA	1548	2088	1208	4	NA	82	770	48	0.2653	0.2342	0.1644	NA	NA	0.1893	0.2653	0.1732	0.000227	NA	0.05659	0.08592	0.1066	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Cytophaga"
"Fibrella"	"G"	861914	599	99	12	NA	NA	263	427	166	3	NA	53	599	26	0.06684	0.03327	0.0263	NA	NA	0.03216	0.05426	0.0238	0.0001702	NA	0.03658	0.06684	0.05772	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Fibrella sp. ES10-3-2-2"	"S"	1834519	590	89	10	NA	NA	240	386	122	3	NA	52	590	21	0.06584	0.02991	0.02192	NA	NA	0.02935	0.04905	0.01749	0.0001702	NA	0.03589	0.06584	0.04662	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Fibrella"
"Fibrella aestuarina"	"S"	651143	41	2	NA	NA	NA	8	16	41	NA	NA	NA	6	1	0.005877	0.0006721	NA	NA	NA	0.0009782	0.002033	0.005877	NA	NA	NA	0.0006695	0.00222	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Fibrella"
"Leadbetterella"	"G"	319458	277	49	3	NA	1	129	201	277	1	NA	14	139	55	0.1221	0.01647	0.006576	NA	0.09398	0.01577	0.02554	0.03971	5.675e-05	NA	0.009662	0.01551	0.1221	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Leadbetterella byssophila"	"S"	316068	277	49	3	NA	1	129	201	277	1	NA	14	139	55	0.1221	0.01647	0.006576	NA	0.09398	0.01577	0.02554	0.03971	5.675e-05	NA	0.009662	0.01551	0.1221	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Leadbetterella"
"Runella"	"G"	105	208	41	4	NA	NA	208	125	36	2	NA	63	61	28	0.06216	0.01378	0.008768	NA	NA	0.02543	0.01588	0.005161	0.0001135	NA	0.04348	0.006807	0.06216	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Runella slithyformis"	"S"	106	51	16	1	NA	NA	51	23	3	NA	NA	26	17	6	0.01794	0.005377	0.002192	NA	NA	0.006236	0.002923	0.0004301	NA	NA	0.01794	0.001897	0.01332	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Runella"
"Runella sp. SP2"	"S"	2268026	120	11	3	NA	NA	120	70	3	1	NA	29	13	21	0.04662	0.003697	0.006576	NA	NA	0.01467	0.008895	0.0004301	5.675e-05	NA	0.02001	0.001451	0.04662	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Runella"
"Runella sp. HYN0085"	"S"	2259595	17	1	NA	NA	NA	12	4	4	1	NA	5	17	NA	0.003451	0.000336	NA	NA	NA	0.001467	0.0005083	0.0005734	5.675e-05	NA	0.003451	0.001897	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Runella"
"Arcticibacterium"	"G"	2173039	81	18	6	NA	NA	45	81	22	NA	1	3	19	2	0.1393	0.006049	0.01315	NA	NA	0.005503	0.01029	0.003154	NA	0.1393	0.00207	0.00212	0.00444	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Arcticibacterium luteifluviistationis"	"S"	1784714	81	18	6	NA	NA	45	81	22	NA	1	3	19	2	0.1393	0.006049	0.01315	NA	NA	0.005503	0.01029	0.003154	NA	0.1393	0.00207	0.00212	0.00444	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Arcticibacterium"
"Dyadobacter"	"G"	120831	27	10	2	NA	1	22	27	7	NA	NA	3	17	3	0.09398	0.00336	0.004384	NA	0.09398	0.00269	0.003431	0.001003	NA	NA	0.00207	0.001897	0.00666	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Dyadobacter fermentans"	"S"	94254	27	10	2	NA	1	22	27	7	NA	NA	3	17	3	0.09398	0.00336	0.004384	NA	0.09398	0.00269	0.003431	0.001003	NA	NA	0.00207	0.001897	0.00666	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Dyadobacter"
"Flammeovirgaceae"	"F"	200667	14241	6083	616	1	4	10919	14241	5128	9	NA	575	4177	391	2.044	2.044	1.35	0.1637	0.3759	1.335	1.81	0.7351	0.0005107	NA	0.3968	0.4661	0.868	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Flammeovirga"	"G"	59739	13559	5858	593	1	4	10529	13559	4823	8	NA	556	3991	372	1.969	1.969	1.3	0.1637	0.3759	1.287	1.723	0.6914	0.000454	NA	0.3837	0.4453	0.8258	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Flammeovirga sp. MY04"	"S"	1191459	13559	5858	593	1	4	10529	13559	4823	8	NA	556	3991	372	1.969	1.969	1.3	0.1637	0.3759	1.287	1.723	0.6914	0.000454	NA	0.3837	0.4453	0.8258	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Flammeovirga"
"unclassified Flammeovirgaceae"	"-"	340671	525	205	20	NA	NA	284	525	218	1	NA	14	140	19	0.06889	0.06889	0.04384	NA	NA	0.03473	0.06671	0.03125	5.675e-05	NA	0.009662	0.01562	0.04218	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Flammeovirgaceae bacterium 311"	"S"	1257021	525	205	20	NA	NA	284	525	218	1	NA	14	140	19	0.06889	0.06889	0.04384	NA	NA	0.03473	0.06671	0.03125	5.675e-05	NA	0.009662	0.01562	0.04218	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>unclassified&nbsp;Flammeovirgaceae"
"Marivirga"	"G"	869806	129	11	2	NA	NA	86	129	79	NA	NA	5	40	NA	0.01639	0.003697	0.004384	NA	NA	0.01052	0.01639	0.01132	NA	NA	0.003451	0.004463	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae"
"Marivirga tractuosa"	"S"	1006	129	11	2	NA	NA	86	129	79	NA	NA	5	40	NA	0.01639	0.003697	0.004384	NA	NA	0.01052	0.01639	0.01132	NA	NA	0.003451	0.004463	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Flammeovirgaceae>Marivirga"
"Amoebophilaceae"	"F"	1501348	18085	4728	558	3	8	12357	18085	6051	12	3	519	4023	475	2.298	1.589	1.223	0.491	0.7519	1.511	2.298	0.8674	0.000681	0.4178	0.3582	0.4489	1.055	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Candidatus Cardinium"	"G"	273135	3771	1382	125	NA	2	2935	3771	1370	3	1	134	1043	76	0.4792	0.4644	0.274	NA	0.188	0.3589	0.4792	0.1964	0.0001702	0.1393	0.09248	0.1164	0.1687	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae"
"Cardinium endosymbiont of Sogatella furcifera"	"S"	650378	2866	1050	92	NA	1	2214	2866	1064	2	NA	106	760	53	0.3642	0.3529	0.2017	NA	0.09398	0.2707	0.3642	0.1525	0.0001135	NA	0.07316	0.08481	0.1177	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Cardinium endosymbiont of Encarsia pergandiella"	"S"	249402	860	320	33	NA	1	691	860	295	1	1	25	264	22	0.1393	0.1075	0.07234	NA	0.09398	0.0845	0.1093	0.04229	5.675e-05	0.1393	0.01725	0.02946	0.04884	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Candidatus Cardinium hertigii"	"S"	247481	13	2	NA	NA	NA	9	13	5	NA	NA	1	7	NA	0.001652	0.0006721	NA	NA	NA	0.001101	0.001652	0.0007168	NA	NA	0.0006902	0.0007811	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Cardinium"
"Candidatus Amoebophilus"	"G"	281119	5732	642	115	1	4	3551	5732	1889	4	1	148	1113	233	0.7284	0.2157	0.2521	0.1637	0.3759	0.4342	0.7284	0.2708	0.000227	0.1393	0.1021	0.1242	0.5173	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae"
"Candidatus Amoebophilus asiaticus"	"S"	281120	5732	642	115	1	4	3551	5732	1889	4	1	148	1113	233	0.7284	0.2157	0.2521	0.1637	0.3759	0.4342	0.7284	0.2708	0.000227	0.1393	0.1021	0.1242	0.5173	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Amoebophilaceae>Candidatus&nbsp;Amoebophilus"
"Cyclobacteriaceae"	"F"	563798	1210	750	145	3	2	926	1210	572	2	NA	48	347	39	0.491	0.252	0.3178	0.491	0.188	0.1132	0.1538	0.082	0.0001135	NA	0.03313	0.03872	0.08658	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Algoriphagus"	"G"	246875	594	594	128	3	1	287	245	219	1	NA	19	64	6	0.491	0.1996	0.2806	0.491	0.09398	0.03509	0.03113	0.03139	5.675e-05	NA	0.01311	0.007142	0.01332	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Algoriphagus sp. M8-2"	"S"	1727163	521	521	113	1	1	255	208	183	1	NA	16	46	5	0.2477	0.1751	0.2477	0.1637	0.09398	0.03118	0.02643	0.02623	5.675e-05	NA	0.01104	0.005133	0.0111	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Algoriphagus machipongonensis"	"S"	388413	61	61	15	2	NA	31	37	35	NA	NA	3	18	1	0.3273	0.0205	0.03288	0.3273	NA	0.003791	0.004702	0.005017	NA	NA	0.00207	0.002009	0.00222	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Algoriphagus"
"Belliella"	"G"	232244	145	53	5	NA	NA	95	145	59	NA	NA	5	42	3	0.01843	0.01781	0.01096	NA	NA	0.01162	0.01843	0.008458	NA	NA	0.003451	0.004687	0.00666	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Belliella baltica"	"S"	232259	145	53	5	NA	NA	95	145	59	NA	NA	5	42	3	0.01843	0.01781	0.01096	NA	NA	0.01162	0.01843	0.008458	NA	NA	0.003451	0.004687	0.00666	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Belliella"
"Cyclobacterium"	"G"	68288	584	33	4	NA	NA	396	584	199	1	NA	18	162	27	0.07421	0.01109	0.008768	NA	NA	0.04842	0.07421	0.02853	5.675e-05	NA	0.01242	0.01808	0.05994	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium amurskyense"	"S"	320787	584	33	4	NA	NA	396	584	199	1	NA	18	159	26	0.07421	0.01109	0.008768	NA	NA	0.04842	0.07421	0.02853	5.675e-05	NA	0.01242	0.01774	0.05772	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Cyclobacterium"
"Echinicola"	"G"	390846	33	3	1	NA	1	14	33	10	NA	NA	NA	9	1	0.09398	0.001008	0.002192	NA	0.09398	0.001712	0.004193	0.001434	NA	NA	NA	0.001004	0.00222	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Echinicola vietnamensis"	"S"	390884	21	1	1	NA	NA	5	21	5	NA	NA	NA	6	NA	0.002668	0.000336	0.002192	NA	NA	0.0006114	0.002668	0.0007168	NA	NA	NA	0.0006695	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Echinicola"
"Aquiflexum"	"G"	280472	7	3	NA	NA	NA	4	5	7	NA	NA	3	3	NA	0.00207	0.001008	NA	NA	NA	0.0004891	0.0006354	0.001003	NA	NA	0.00207	0.0003348	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae"
"Aquiflexum balticum"	"S"	280473	7	3	NA	NA	NA	4	5	7	NA	NA	3	3	NA	0.00207	0.001008	NA	NA	NA	0.0004891	0.0006354	0.001003	NA	NA	0.00207	0.0003348	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cyclobacteriaceae>Aquiflexum"
"Hymenobacteraceae"	"F"	1853232	2227	634	70	NA	1	1615	2227	894	NA	NA	99	643	58	0.283	0.2131	0.1534	NA	0.09398	0.1975	0.283	0.1282	NA	NA	0.06832	0.07175	0.1288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Hymenobacter"	"G"	89966	1190	403	47	NA	NA	908	1190	411	NA	NA	46	357	33	0.1512	0.1354	0.103	NA	NA	0.111	0.1512	0.05892	NA	NA	0.03175	0.03984	0.07326	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae"
"Hymenobacter swuensis"	"S"	1446467	29	27	3	NA	NA	29	28	11	NA	NA	2	21	3	0.009073	0.009073	0.006576	NA	NA	0.003546	0.003558	0.001577	NA	NA	0.00138	0.002343	0.00666	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. PAMC 26554"	"S"	1484116	21	7	1	NA	NA	19	21	6	NA	NA	NA	2	NA	0.002668	0.002352	0.002192	NA	NA	0.002323	0.002668	0.0008601	NA	NA	NA	0.0002232	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sedentarius"	"S"	1411621	22	4	NA	NA	NA	22	18	12	NA	NA	NA	3	1	0.00269	0.001344	NA	NA	NA	0.00269	0.002287	0.00172	NA	NA	NA	0.0003348	0.00222	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. sh-6"	"S"	2319843	24	3	NA	NA	NA	9	24	10	NA	NA	1	2	2	0.00444	0.001008	NA	NA	NA	0.001101	0.00305	0.001434	NA	NA	0.0006902	0.0002232	0.00444	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
"Hymenobacter sp. APR13"	"S"	1356852	7	1	NA	NA	NA	7	6	3	NA	NA	NA	NA	1	0.00222	0.000336	NA	NA	NA	0.000856	0.0007624	0.0004301	NA	NA	NA	NA	0.00222	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Hymenobacteraceae>Hymenobacter"
