"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Runella"	"G"	24812	344	70	9	NA	NA	235	192	60	4	NA	90	344	41	0.08551	0.02064	0.01785	NA	NA	0.02544	0.02085	0.007901	0.0002292	NA	0.06192	0.03859	0.08551	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Lacihabitans"	"G"	24804	285	52	3	NA	NA	130	209	285	1	NA	16	170	54	0.1126	0.01534	0.00595	NA	NA	0.01407	0.02269	0.03753	5.729e-05	NA	0.01101	0.01907	0.1126	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Dyadobacter"	"G"	24797	197	42	4	NA	NA	51	59	35	NA	NA	25	197	6	0.0221	0.01239	0.007933	NA	NA	0.005521	0.006406	0.004609	NA	NA	0.0172	0.0221	0.01251	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"uncultured"	"G"	24815	106	21	4	1	NA	41	42	89	2	NA	4	106	3	0.1458	0.006193	0.007933	0.1458	NA	0.004438	0.00456	0.01172	0.0001146	NA	0.002752	0.01189	0.006257	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Emticicia"	"G"	24798	33	19	4	NA	NA	28	14	6	NA	NA	4	33	NA	0.007933	0.005603	0.007933	NA	NA	0.003031	0.00152	0.0007901	NA	NA	0.002752	0.003702	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Larkinella"	"G"	24805	83	15	2	NA	NA	11	22	19	NA	NA	13	83	4	0.009312	0.004424	0.003966	NA	NA	0.001191	0.002388	0.002502	NA	NA	0.008944	0.009312	0.008343	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Spirosoma"	"G"	24813	74	14	NA	NA	NA	8	17	6	NA	NA	5	74	NA	0.008302	0.004129	NA	NA	NA	0.000866	0.001846	0.0007901	NA	NA	0.00344	0.008302	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fibrella"	"G"	24799	30	7	2	NA	NA	7	3	7	NA	NA	5	30	2	0.004171	0.002064	0.003966	NA	NA	0.0007577	0.0003257	0.0009218	NA	NA	0.00344	0.003366	0.004171	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Persicitalea"	"G"	24808	12	2	1	NA	NA	1	3	3	1	NA	NA	12	1	0.002086	0.0005898	0.001983	NA	NA	0.0001082	0.0003257	0.000395	5.729e-05	NA	NA	0.001346	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Leadbetterella"	"G"	24806	19	1	NA	NA	NA	6	6	2	NA	NA	2	19	NA	0.002132	0.0002949	NA	NA	NA	0.0006495	0.0006514	0.0002634	NA	NA	0.001376	0.002132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fluviimonas"	"G"	24802	18	1	NA	NA	NA	18	10	NA	NA	NA	NA	NA	NA	0.001948	0.0002949	NA	NA	NA	0.001948	0.001086	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Cyclobacteriaceae"	"F"	24725	690	690	132	2	1	342	307	278	2	NA	55	577	22	0.2915	0.2035	0.2618	0.2915	0.09025	0.03702	0.03333	0.03661	0.0001146	NA	0.03784	0.06474	0.04588	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Algoriphagus"	"G"	24726	627	627	129	2	1	275	195	152	1	NA	30	289	13	0.2915	0.1849	0.2558	0.2915	0.09025	0.02977	0.02117	0.02002	5.729e-05	NA	0.02064	0.03242	0.02711	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"uncultured"	"G"	24760	91	18	2	NA	NA	23	49	52	NA	NA	10	91	1	0.01021	0.005308	0.003966	NA	NA	0.00249	0.00532	0.006847	NA	NA	0.00688	0.01021	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Nitritalea"	"G"	24753	54	7	NA	NA	NA	3	10	14	NA	NA	5	54	2	0.006058	0.002064	NA	NA	NA	0.0003247	0.001086	0.001844	NA	NA	0.00344	0.006058	0.004171	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Marinoscillum"	"G"	24746	36	7	NA	NA	NA	10	15	17	NA	NA	1	36	1	0.004039	0.002064	NA	NA	NA	0.001082	0.001629	0.002239	NA	NA	0.000688	0.004039	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium"	"G"	24734	10	4	NA	NA	NA	5	3	5	NA	NA	2	10	NA	0.001376	0.00118	NA	NA	NA	0.0005412	0.0003257	0.0006584	NA	NA	0.001376	0.001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fulvivirga"	"G"	24740	10	4	NA	NA	NA	3	2	1	1	NA	1	10	1	0.002086	0.00118	NA	NA	NA	0.0003247	0.0002171	0.0001317	5.729e-05	NA	0.000688	0.001122	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Aquiflexum"	"G"	24728	22	4	1	NA	NA	2	7	3	NA	NA	1	22	1	0.002468	0.00118	0.001983	NA	NA	0.0002165	0.00076	0.000395	NA	NA	0.000688	0.002468	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Belliella"	"G"	24730	2	2	NA	NA	NA	NA	2	1	NA	NA	1	1	NA	0.000688	0.0005898	NA	NA	NA	NA	0.0002171	0.0001317	NA	NA	0.000688	0.0001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Reichenbachiella"	"G"	24755	3	2	NA	NA	NA	1	NA	3	NA	NA	NA	1	NA	0.0005898	0.0005898	NA	NA	NA	0.0001082	NA	0.000395	NA	NA	NA	0.0001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Rhodonellum"	"G"	24756	3	2	NA	NA	NA	3	1	NA	NA	NA	NA	3	NA	0.0005898	0.0005898	NA	NA	NA	0.0003247	0.0001086	NA	NA	NA	NA	0.0003366	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mongoliitalea"	"G"	24750	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002949	0.0002949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Tunicatimonas"	"G"	24759	5	1	NA	NA	NA	4	2	1	NA	NA	NA	5	NA	0.000561	0.0002949	NA	NA	NA	0.000433	0.0002171	0.0001317	NA	NA	NA	0.000561	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mariniradius"	"G"	24745	4	1	NA	NA	NA	NA	1	NA	NA	NA	NA	4	1	0.002086	0.0002949	NA	NA	NA	NA	0.0001086	NA	NA	NA	NA	0.0004488	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Catalinimonas"	"G"	24731	4	1	NA	NA	NA	NA	3	NA	NA	NA	1	4	NA	0.000688	0.0002949	NA	NA	NA	NA	0.0003257	NA	NA	NA	0.000688	0.0004488	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Imperialibacter"	"G"	24741	3	1	NA	NA	NA	1	3	2	NA	NA	1	1	NA	0.000688	0.0002949	NA	NA	NA	0.0001082	0.0003257	0.0002634	NA	NA	0.000688	0.0001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cecembia"	"G"	24732	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002949	0.0002949	NA	NA	NA	NA	0.0001086	NA	NA	NA	NA	0.0001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Roseivirga"	"G"	24757	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002949	0.0002949	NA	NA	NA	NA	0.0001086	NA	NA	NA	NA	0.0001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Ekhidna"	"G"	24736	20	1	NA	NA	NA	5	5	20	NA	NA	NA	10	1	0.002634	0.0002949	NA	NA	NA	0.0005412	0.0005428	0.002634	NA	NA	NA	0.001122	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Echinicola"	"G"	24735	1	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.000688	0.0002949	NA	NA	NA	NA	0.0001086	NA	NA	NA	0.000688	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Microscillaceae"	"F"	24783	885	78	10	1	NA	184	228	885	3	NA	49	475	11	0.1458	0.023	0.01983	0.1458	NA	0.01992	0.02475	0.1165	0.0001719	NA	0.03371	0.05329	0.02294	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24793	838	55	9	1	NA	123	186	838	3	NA	30	385	9	0.1458	0.01622	0.01785	0.1458	NA	0.01331	0.02019	0.1103	0.0001719	NA	0.02064	0.04319	0.01877	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Chryseolinea"	"G"	24784	25	7	1	NA	NA	10	8	1	NA	NA	NA	25	NA	0.002805	0.002064	0.001983	NA	NA	0.001082	0.0008685	0.0001317	NA	NA	NA	0.002805	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Siphonobacter"	"G"	24791	17	6	NA	NA	NA	15	9	11	NA	NA	5	17	1	0.00344	0.001769	NA	NA	NA	0.001624	0.0009771	0.001448	NA	NA	0.00344	0.001907	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"OLB12"	"G"	24789	25	6	NA	NA	NA	20	16	25	NA	NA	9	10	NA	0.006192	0.001769	NA	NA	NA	0.002165	0.001737	0.003292	NA	NA	0.006192	0.001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Thermoflexibacter"	"G"	24792	10	1	NA	NA	NA	3	2	1	NA	NA	3	10	NA	0.002064	0.0002949	NA	NA	NA	0.0003247	0.0002171	0.0001317	NA	NA	0.002064	0.001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Ohtaekwangia"	"G"	24790	7	1	NA	NA	NA	1	1	2	NA	NA	NA	7	NA	0.0007854	0.0002949	NA	NA	NA	0.0001082	0.0001086	0.0002634	NA	NA	NA	0.0007854	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Mooreia"	"G"	24788	4	1	NA	NA	NA	4	3	1	NA	NA	NA	1	1	0.002086	0.0002949	NA	NA	NA	0.000433	0.0003257	0.0001317	NA	NA	NA	0.0001122	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Hymenobacteraceae"	"F"	24776	297	47	5	NA	NA	65	93	59	NA	NA	40	297	15	0.03332	0.01386	0.009916	NA	NA	0.007036	0.0101	0.007769	NA	NA	0.02752	0.03332	0.03129	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Hymenobacter"	"G"	24778	163	20	2	NA	NA	30	41	34	NA	NA	27	163	4	0.01858	0.005898	0.003966	NA	NA	0.003247	0.004451	0.004477	NA	NA	0.01858	0.01829	0.008343	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Pontibacter"	"G"	24780	28	10	1	NA	NA	5	15	6	NA	NA	1	28	NA	0.003141	0.002949	0.001983	NA	NA	0.0005412	0.001629	0.0007901	NA	NA	0.000688	0.003141	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Adhaeribacter"	"G"	24777	41	9	1	NA	NA	13	18	6	NA	NA	5	41	9	0.01877	0.002654	0.001983	NA	NA	0.001407	0.001954	0.0007901	NA	NA	0.00344	0.0046	0.01877	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Nibribacter"	"G"	24779	52	8	1	NA	NA	14	15	13	NA	NA	4	52	2	0.005834	0.002359	0.001983	NA	NA	0.001515	0.001629	0.001712	NA	NA	0.002752	0.005834	0.004171	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Cytophagaceae"	"F"	24761	218	34	4	NA	NA	49	74	186	1	NA	16	218	2	0.02449	0.01003	0.007933	NA	NA	0.005304	0.008034	0.02449	5.729e-05	NA	0.01101	0.02446	0.004171	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Cytophaga"	"G"	24762	187	28	4	NA	NA	36	60	162	1	NA	13	187	1	0.02133	0.008257	0.007933	NA	NA	0.003897	0.006514	0.02133	5.729e-05	NA	0.008944	0.02098	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Sporocytophaga"	"G"	24764	22	6	NA	NA	NA	12	7	11	NA	NA	3	22	1	0.002468	0.001769	NA	NA	NA	0.001299	0.00076	0.001448	NA	NA	0.002064	0.002468	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Amoebophilaceae"	"F"	24715	85	19	1	NA	NA	23	29	19	NA	NA	3	85	3	0.009536	0.005603	0.001983	NA	NA	0.00249	0.003148	0.002502	NA	NA	0.002064	0.009536	0.006257	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Candidatus Amoebophilus"	"G"	24716	45	11	NA	NA	NA	16	18	14	NA	NA	1	45	2	0.005049	0.003244	NA	NA	NA	0.001732	0.001954	0.001844	NA	NA	0.000688	0.005049	0.004171	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"uncultured"	"G"	24719	20	6	NA	NA	NA	3	7	2	NA	NA	1	20	1	0.002244	0.001769	NA	NA	NA	0.0003247	0.00076	0.0002634	NA	NA	0.000688	0.002244	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Candidatus Cardinium"	"G"	24717	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002949	0.0002949	NA	NA	NA	NA	0.0001086	NA	NA	NA	NA	0.0001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Flammeovirgaceae"	"F"	24766	39	6	1	NA	NA	13	15	7	NA	NA	4	39	1	0.004376	0.001769	0.001983	NA	NA	0.001407	0.001629	0.0009218	NA	NA	0.002752	0.004376	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Flammeovirga"	"G"	24768	20	4	NA	NA	NA	6	7	4	NA	NA	1	20	NA	0.002244	0.00118	NA	NA	NA	0.0006495	0.00076	0.0005267	NA	NA	0.000688	0.002244	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Sediminitomix"	"G"	24774	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002949	0.0002949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Flexithrix"	"G"	24769	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0002949	0.0002949	NA	NA	NA	NA	0.0001086	0.0001317	NA	NA	NA	0.0001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"MWH-CFBk5"	"F"	24782	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002949	0.0002949	NA	NA	NA	NA	NA	0.0001317	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Sphingobacteriales"	"O"	25002	173210	56978	6460	58	50	123945	173209	56839	574	17	6223	55548	4727	18.8	16.8	12.81	8.455	4.513	13.42	18.8	7.485	0.03289	2.261	4.282	6.232	9.859	"Bacteria>Bacteroidetes>Bacteroidia"
"NS11-12 marine group"	"F"	25015	171960	56523	6372	57	50	123041	171958	56334	561	13	5974	54153	4683	18.67	16.67	12.64	8.309	4.513	13.32	18.67	7.418	0.03214	1.729	4.11	6.076	9.767	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Sphingobacteriaceae"	"F"	25020	879	214	39	NA	NA	296	471	282	6	2	197	879	31	0.266	0.06311	0.07735	NA	NA	0.03204	0.05114	0.03713	0.0003438	0.266	0.1355	0.09862	0.06466	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Pedobacter"	"G"	25027	310	96	26	NA	NA	121	154	64	1	1	46	310	9	0.133	0.02831	0.05156	NA	NA	0.0131	0.01672	0.008428	5.729e-05	0.133	0.03165	0.03478	0.01877	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Solitalea"	"G"	25031	339	73	7	NA	NA	73	139	133	1	1	114	339	17	0.133	0.02153	0.01388	NA	NA	0.007902	0.01509	0.01751	5.729e-05	0.133	0.07843	0.03803	0.03546	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Mucilaginibacter"	"G"	25023	123	16	3	NA	NA	34	59	51	1	NA	20	123	1	0.0138	0.004719	0.00595	NA	NA	0.00368	0.006406	0.006716	5.729e-05	NA	0.01376	0.0138	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacterium"	"G"	25032	40	10	1	NA	NA	25	35	15	NA	NA	2	40	1	0.004488	0.002949	0.001983	NA	NA	0.002706	0.0038	0.001975	NA	NA	0.001376	0.004488	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Nubsella"	"G"	25024	50	7	NA	NA	NA	26	50	9	1	NA	2	23	1	0.005428	0.002064	NA	NA	NA	0.002814	0.005428	0.001185	5.729e-05	NA	0.001376	0.00258	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"uncultured"	"G"	25033	14	3	1	NA	NA	4	14	4	1	NA	6	12	NA	0.004128	0.0008847	0.001983	NA	NA	0.000433	0.00152	0.0005267	5.729e-05	NA	0.004128	0.001346	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Anseongella"	"G"	25021	2	1	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	0.0002949	0.0002949	NA	NA	NA	0.0001082	0.0001086	NA	NA	NA	NA	0.0002244	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"env.OPS 17"	"F"	25035	108	80	12	NA	NA	107	108	19	3	1	9	50	1	0.133	0.02359	0.0238	NA	NA	0.01158	0.01173	0.002502	0.0001719	0.133	0.006192	0.00561	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobiaceae"	"F"	25012	158	45	7	NA	NA	89	158	39	1	NA	11	103	1	0.01715	0.01327	0.01388	NA	NA	0.009634	0.01715	0.005136	5.729e-05	NA	0.007568	0.01156	0.002086	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobium"	"G"	25013	38	15	1	NA	NA	17	38	8	NA	NA	1	23	NA	0.004424	0.004424	0.001983	NA	NA	0.00184	0.004126	0.001053	NA	NA	0.000688	0.00258	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Lentimicrobiaceae"
"AKYH767"	"F"	25004	177	26	14	NA	NA	177	147	83	NA	NA	22	153	2	0.02777	0.007668	0.02777	NA	NA	0.01916	0.01596	0.01093	NA	NA	0.01514	0.01717	0.004171	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"LiUU-11-161"	"F"	25014	29	6	3	NA	NA	19	29	12	NA	NA	1	14	NA	0.00595	0.001769	0.00595	NA	NA	0.002057	0.003148	0.00158	NA	NA	0.000688	0.001571	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"KD1-131"	"F"	25010	14	4	NA	NA	NA	5	8	2	NA	NA	NA	14	3	0.006257	0.00118	NA	NA	NA	0.0005412	0.0008685	0.0002634	NA	NA	NA	0.001571	0.006257	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"uncultured"	"F"	25037	2	2	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0005898	0.0005898	NA	NA	NA	NA	0.0001086	NA	NA	NA	NA	0.0001122	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"ST-12K33"	"F"	25019	9	2	NA	NA	NA	1	3	NA	NA	NA	NA	9	NA	0.00101	0.0005898	NA	NA	NA	0.0001082	0.0003257	NA	NA	NA	NA	0.00101	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"S15A-MN91"	"F"	25017	9	2	1	NA	NA	2	9	1	1	NA	NA	9	NA	0.001983	0.0005898	0.001983	NA	NA	0.0002165	0.0009771	0.0001317	5.729e-05	NA	NA	0.00101	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"E6aC02"	"F"	25007	6	2	NA	NA	NA	6	6	3	NA	NA	NA	3	NA	0.0006514	0.0005898	NA	NA	NA	0.0006495	0.0006514	0.000395	NA	NA	NA	0.0003366	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"GWF2-29-10"	"F"	25009	2	2	NA	NA	NA	2	2	1	NA	NA	NA	2	NA	0.0005898	0.0005898	NA	NA	NA	0.0002165	0.0002171	0.0001317	NA	NA	NA	0.0002244	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"KD3-93"	"F"	25011	17	1	1	NA	NA	5	9	2	NA	NA	NA	17	NA	0.001983	0.0002949	0.001983	NA	NA	0.0005412	0.0009771	0.0002634	NA	NA	NA	0.001907	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Flavobacteriales"	"O"	24819	24718	4213	761	11	9	5232	6867	5938	121	21	5388	24718	2464	5.139	1.242	1.509	1.603	0.8123	0.5664	0.7455	0.7819	0.006932	2.793	3.707	2.773	5.139	"Bacteria>Bacteroidetes>Bacteroidia"
