"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Prochlorococcus marinus str. MIT 9312"	"-"	74546	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus>Prochlorococcus&nbsp;marinus"
"Prochlorococcus sp. MIT 0604"	"S"	1501268	306	306	9	298	NA	239	NA	NA	NA	NA	NA	13	NA	0.1835	0.1527	0.1282	0.1835	NA	0.1242	NA	NA	NA	NA	NA	0.01456	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus"
"Synechococcaceae"	"F"	1890426	36037	36037	903	31448	2	23626	2	NA	1	NA	1	1498	2	19.36	17.99	12.86	19.36	2.174	12.28	1.786	NA	0.0005501	NA	1.786	1.678	1.19	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Synechococcus"	"G"	1129	36027	36027	902	31429	2	23608	2	NA	1	NA	1	1490	2	19.35	17.98	12.85	19.35	2.174	12.27	1.786	NA	0.0005501	NA	1.786	1.669	1.19	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae"
"Synechococcus sp. PCC 7502"	"S"	1173263	35107	35107	883	30631	2	22943	2	NA	1	NA	1	1419	1	18.86	17.52	12.58	18.86	2.174	11.93	1.786	NA	0.0005501	NA	1.786	1.589	0.5952	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. WH 8102"	"S"	84588	460	460	12	393	NA	288	NA	NA	NA	NA	NA	19	NA	0.242	0.2296	0.1709	0.242	NA	0.1497	NA	NA	NA	NA	NA	0.02128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. PCC 6312"	"S"	195253	221	221	3	207	NA	194	NA	NA	NA	NA	NA	14	NA	0.1275	0.1103	0.04274	0.1275	NA	0.1009	NA	NA	NA	NA	NA	0.01568	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. JA-3-3Ab"	"S"	321327	82	82	2	63	NA	48	NA	NA	NA	NA	NA	6	NA	0.04092	0.04092	0.02849	0.03879	NA	0.02495	NA	NA	NA	NA	NA	0.006719	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. PCC 7336"	"S"	195250	43	43	NA	27	NA	31	NA	NA	NA	NA	NA	11	NA	0.02146	0.02146	NA	0.01663	NA	0.01612	NA	NA	NA	NA	NA	0.01232	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. JA-2-3B'a(2-13)"	"S"	321332	43	43	NA	43	NA	31	NA	NA	NA	NA	NA	4	NA	0.02648	0.02146	NA	0.02648	NA	0.01612	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus sp. SynAce01"	"S"	1916956	13	12	NA	9	NA	13	NA	NA	NA	NA	NA	2	NA	0.006758	0.005989	NA	0.005542	NA	0.006758	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus lividus"	"S"	33070	9	7	NA	5	NA	9	NA	NA	NA	NA	NA	1	NA	0.004679	0.003494	NA	0.003079	NA	0.004679	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Synechococcus lividus PCC 6715"	"-"	1917166	9	7	NA	5	NA	9	NA	NA	NA	NA	NA	1	NA	0.004679	0.003494	NA	0.003079	NA	0.004679	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus>Synechococcus&nbsp;lividus"
"Synechococcus sp. KORDI-52"	"S"	585425	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	0.0004991	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Synechococcus"
"Cyanobium"	"G"	167375	6	2	1	1	NA	2	NA	NA	NA	NA	NA	6	NA	0.01425	0.0009982	0.01425	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.006719	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae"
"Cyanobium gracile"	"S"	59930	5	2	1	1	NA	2	NA	NA	NA	NA	NA	5	NA	0.01425	0.0009982	0.01425	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Cyanobium"
"Cyanobium gracile PCC 6307"	"-"	292564	5	2	1	1	NA	2	NA	NA	NA	NA	NA	5	NA	0.01425	0.0009982	0.01425	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Synechococcaceae>Cyanobium>Cyanobium&nbsp;gracile"
"Leptolyngbyaceae"	"F"	1890438	692	625	15	692	NA	462	NA	NA	1	NA	NA	45	NA	0.4261	0.3119	0.2137	0.4261	NA	0.2402	NA	NA	0.0005501	NA	NA	0.05039	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Leptolyngbya"	"G"	47251	692	625	15	692	NA	462	NA	NA	1	NA	NA	45	NA	0.4261	0.3119	0.2137	0.4261	NA	0.2402	NA	NA	0.0005501	NA	NA	0.05039	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae"
"Leptolyngbya sp. NIES-3755"	"S"	1752064	559	559	10	533	NA	374	NA	NA	NA	NA	NA	17	NA	0.3282	0.279	0.1425	0.3282	NA	0.1944	NA	NA	NA	NA	NA	0.01904	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Leptolyngbya sp. O-77"	"S"	1080068	124	42	4	124	NA	69	NA	NA	1	NA	NA	28	NA	0.07636	0.02096	0.05698	0.07636	NA	0.03587	NA	NA	0.0005501	NA	NA	0.03136	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Leptolyngbya boryana"	"S"	1184	34	21	1	34	NA	17	NA	NA	NA	NA	NA	NA	NA	0.02094	0.01048	0.01425	0.02094	NA	0.008838	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Leptolyngbya sp. PCC 7376"	"S"	111781	3	3	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001497	0.001497	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Prochlorotrichaceae"	"F"	2303730	36	36	1	25	NA	21	NA	NA	NA	NA	NA	NA	NA	0.01797	0.01797	0.01425	0.01539	NA	0.01092	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Halomicronema"	"G"	170610	36	36	1	25	NA	21	NA	NA	NA	NA	NA	NA	NA	0.01797	0.01797	0.01425	0.01539	NA	0.01092	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochlorotrichaceae"
"Halomicronema hongdechloris"	"S"	1209493	36	36	1	25	NA	21	NA	NA	NA	NA	NA	NA	NA	0.01797	0.01797	0.01425	0.01539	NA	0.01092	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochlorotrichaceae>Halomicronema"
"Halomicronema hongdechloris C2206"	"-"	1641165	36	36	1	25	NA	21	NA	NA	NA	NA	NA	NA	NA	0.01797	0.01797	0.01425	0.01539	NA	0.01092	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochlorotrichaceae>Halomicronema>Halomicronema&nbsp;hongdechloris"
"Chamaesiphonaceae"	"F"	1890431	6	6	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.002994	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Chamaesiphon"	"G"	217161	6	6	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.002994	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Chamaesiphonaceae"
"Chamaesiphon minutus"	"S"	1173032	6	6	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.002994	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Chamaesiphonaceae>Chamaesiphon"
"Chamaesiphon minutus PCC 6605"	"-"	1173020	6	6	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.002994	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Chamaesiphonaceae>Chamaesiphon>Chamaesiphon&nbsp;minutus"
"Merismopediaceae"	"F"	1890428	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Synechocystis"	"G"	1142	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Merismopediaceae"
"Acaryochloridaceae"	"F"	1890429	10	1	NA	NA	NA	2	NA	NA	NA	NA	NA	10	NA	0.0112	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Acaryochloris"	"G"	155977	10	1	NA	NA	NA	2	NA	NA	NA	NA	NA	10	NA	0.0112	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Acaryochloridaceae"
"Acaryochloris marina"	"S"	155978	10	1	NA	NA	NA	2	NA	NA	NA	NA	NA	10	NA	0.0112	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Acaryochloridaceae>Acaryochloris"
"Acaryochloris marina MBIC11017"	"-"	329726	10	1	NA	NA	NA	2	NA	NA	NA	NA	NA	10	NA	0.0112	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.0112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Acaryochloridaceae>Acaryochloris>Acaryochloris&nbsp;marina"
"Nostocales"	"O"	1161	11824	11824	297	10785	NA	6489	1	1	3	1	NA	535	1	6.641	5.901	4.231	6.641	NA	3.373	0.8929	1.562	0.00165	0.8333	NA	0.5991	0.5952	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Rivulariaceae"	"F"	1185	8877	8877	204	7895	NA	4527	NA	NA	1	NA	NA	175	1	4.861	4.43	2.906	4.861	NA	2.353	NA	NA	0.0005501	NA	NA	0.196	0.5952	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Calothrix"	"G"	1186	8844	8844	203	7876	NA	4514	NA	NA	1	NA	NA	175	1	4.85	4.414	2.892	4.85	NA	2.347	NA	NA	0.0005501	NA	NA	0.196	0.5952	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Calothrix sp. NIES-3974"	"S"	2005462	8786	8786	199	7809	NA	4472	NA	NA	1	NA	NA	166	1	4.809	4.385	2.835	4.809	NA	2.325	NA	NA	0.0005501	NA	NA	0.1859	0.5952	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix parietina"	"S"	32054	29	27	2	29	NA	16	NA	NA	NA	NA	NA	4	NA	0.02849	0.01348	0.02849	0.01786	NA	0.008318	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. PCC 6303"	"-"	1170562	29	27	2	29	NA	16	NA	NA	NA	NA	NA	4	NA	0.02849	0.01348	0.02849	0.01786	NA	0.008318	NA	NA	NA	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix>Calothrix&nbsp;parietina"
"Calothrix sp. NIES-4101"	"S"	2005461	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001497	0.001497	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Calothrix sp. PCC 7507"	"S"	99598	5	2	NA	5	NA	1	NA	NA	NA	NA	NA	NA	NA	0.003079	0.0009982	NA	0.003079	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Calothrix"
"Rivularia"	"G"	373984	31	31	1	19	NA	13	NA	NA	NA	NA	NA	NA	NA	0.01547	0.01547	0.01425	0.0117	NA	0.006758	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Rivularia sp. PCC 7116"	"S"	373994	31	31	1	19	NA	13	NA	NA	NA	NA	NA	NA	NA	0.01547	0.01547	0.01425	0.0117	NA	0.006758	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Rivularia"
"Microchaete"	"G"	188910	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae"
"Microchaete diplosiphon"	"S"	1197	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Microchaete"
"Fremyella diplosiphon NIES-3275"	"-"	1973485	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Rivulariaceae>Microchaete>Microchaete&nbsp;diplosiphon"
"Aphanizomenonaceae"	"F"	1892259	776	776	16	715	NA	418	1	1	1	1	NA	87	NA	1.562	0.3873	0.2279	0.4403	NA	0.2173	0.8929	1.562	0.0005501	0.8333	NA	0.09743	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Dolichospermum"	"G"	748770	708	708	14	622	NA	341	1	1	NA	1	NA	20	NA	1.562	0.3533	0.1994	0.383	NA	0.1773	0.8929	1.562	NA	0.8333	NA	0.0224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae"
"Dolichospermum compactum"	"S"	136073	708	708	14	622	NA	341	1	1	NA	1	NA	20	NA	1.562	0.3533	0.1994	0.383	NA	0.1773	0.8929	1.562	NA	0.8333	NA	0.0224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Aphanizomenonaceae>Dolichospermum"
