"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Runella"	"G"	24812	344	70	9	NA	NA	235	192	60	4	NA	90	344	41	0.08293	0.01997	0.0172	NA	NA	0.02421	0.01994	0.007467	0.0002269	NA	0.05861	0.03667	0.08293	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Lacihabitans"	"G"	24804	285	52	3	NA	NA	130	209	285	1	NA	16	170	54	0.1092	0.01483	0.005733	NA	NA	0.01339	0.02171	0.03547	5.673e-05	NA	0.01042	0.01812	0.1092	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Dyadobacter"	"G"	24797	197	42	4	NA	NA	51	59	35	NA	NA	25	197	6	0.021	0.01198	0.007644	NA	NA	0.005254	0.006128	0.004355	NA	NA	0.01628	0.021	0.01214	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"uncultured"	"G"	24815	106	21	4	1	NA	41	42	89	2	NA	4	106	3	0.1433	0.00599	0.007644	0.1433	NA	0.004224	0.004362	0.01108	0.0001135	NA	0.002605	0.0113	0.006068	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Emticicia"	"G"	24798	33	19	4	NA	NA	28	14	6	NA	NA	4	33	NA	0.007644	0.005419	0.007644	NA	NA	0.002885	0.001454	0.0007467	NA	NA	0.002605	0.003518	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Larkinella"	"G"	24805	83	15	2	NA	NA	11	22	19	NA	NA	13	83	4	0.008848	0.004278	0.003822	NA	NA	0.001133	0.002285	0.002364	NA	NA	0.008466	0.008848	0.00809	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Spirosoma"	"G"	24813	74	14	NA	NA	NA	8	17	6	NA	NA	5	74	NA	0.007889	0.003993	NA	NA	NA	0.0008242	0.001766	0.0007467	NA	NA	0.003256	0.007889	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fibrella"	"G"	24799	30	7	2	NA	NA	7	3	7	NA	NA	5	30	2	0.004045	0.001997	0.003822	NA	NA	0.0007212	0.0003116	0.0008711	NA	NA	0.003256	0.003198	0.004045	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Persicitalea"	"G"	24808	12	2	1	NA	NA	1	3	3	1	NA	NA	12	1	0.002023	0.0005704	0.001911	NA	NA	0.000103	0.0003116	0.0003733	5.673e-05	NA	NA	0.001279	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Fluviimonas"	"G"	24802	18	1	NA	NA	NA	18	10	NA	NA	NA	NA	NA	NA	0.001855	0.0002852	NA	NA	NA	0.001855	0.001039	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Leadbetterella"	"G"	24806	19	1	NA	NA	NA	6	6	2	NA	NA	2	19	NA	0.002025	0.0002852	NA	NA	NA	0.0006182	0.0006232	0.0002489	NA	NA	0.001302	0.002025	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Cyclobacteriaceae"	"F"	24725	690	690	132	2	1	342	307	278	2	NA	55	577	22	0.2865	0.1968	0.2522	0.2865	0.0878	0.03524	0.03189	0.03459	0.0001135	NA	0.03582	0.06151	0.0445	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Algoriphagus"	"G"	24726	627	627	129	2	1	275	195	152	1	NA	30	289	13	0.2865	0.1788	0.2465	0.2865	0.0878	0.02833	0.02025	0.01892	5.673e-05	NA	0.01954	0.03081	0.02629	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"uncultured"	"G"	24760	91	18	2	NA	NA	23	49	52	NA	NA	10	91	1	0.009701	0.005134	0.003822	NA	NA	0.00237	0.005089	0.006471	NA	NA	0.006512	0.009701	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Marinoscillum"	"G"	24746	36	7	NA	NA	NA	10	15	17	NA	NA	1	36	1	0.003838	0.001997	NA	NA	NA	0.00103	0.001558	0.002116	NA	NA	0.0006512	0.003838	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Nitritalea"	"G"	24753	54	7	NA	NA	NA	3	10	14	NA	NA	5	54	2	0.005757	0.001997	NA	NA	NA	0.0003091	0.001039	0.001742	NA	NA	0.003256	0.005757	0.004045	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Aquiflexum"	"G"	24728	22	4	1	NA	NA	2	7	3	NA	NA	1	22	1	0.002345	0.001141	0.001911	NA	NA	0.0002061	0.000727	0.0003733	NA	NA	0.0006512	0.002345	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fulvivirga"	"G"	24740	10	4	NA	NA	NA	3	2	1	1	NA	1	10	1	0.002023	0.001141	NA	NA	NA	0.0003091	0.0002077	0.0001244	5.673e-05	NA	0.0006512	0.001066	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cyclobacterium"	"G"	24734	10	4	NA	NA	NA	5	3	5	NA	NA	2	10	NA	0.001302	0.001141	NA	NA	NA	0.0005151	0.0003116	0.0006222	NA	NA	0.001302	0.001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Rhodonellum"	"G"	24756	3	2	NA	NA	NA	3	1	NA	NA	NA	NA	3	NA	0.0005704	0.0005704	NA	NA	NA	0.0003091	0.0001039	NA	NA	NA	NA	0.0003198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Reichenbachiella"	"G"	24755	3	2	NA	NA	NA	1	NA	3	NA	NA	NA	1	NA	0.0005704	0.0005704	NA	NA	NA	0.000103	NA	0.0003733	NA	NA	NA	0.0001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Belliella"	"G"	24730	2	2	NA	NA	NA	NA	2	1	NA	NA	1	1	NA	0.0006512	0.0005704	NA	NA	NA	NA	0.0002077	0.0001244	NA	NA	0.0006512	0.0001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Echinicola"	"G"	24735	1	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	0.0006512	0.0002852	NA	NA	NA	NA	0.0001039	NA	NA	NA	0.0006512	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Ekhidna"	"G"	24736	20	1	NA	NA	NA	5	5	20	NA	NA	NA	10	1	0.002489	0.0002852	NA	NA	NA	0.0005151	0.0005193	0.002489	NA	NA	NA	0.001066	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Roseivirga"	"G"	24757	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.0001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Cecembia"	"G"	24732	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.0001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Imperialibacter"	"G"	24741	3	1	NA	NA	NA	1	3	2	NA	NA	1	1	NA	0.0006512	0.0002852	NA	NA	NA	0.000103	0.0003116	0.0002489	NA	NA	0.0006512	0.0001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Catalinimonas"	"G"	24731	4	1	NA	NA	NA	NA	3	NA	NA	NA	1	4	NA	0.0006512	0.0002852	NA	NA	NA	NA	0.0003116	NA	NA	NA	0.0006512	0.0004264	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mariniradius"	"G"	24745	4	1	NA	NA	NA	NA	1	NA	NA	NA	NA	4	1	0.002023	0.0002852	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.0004264	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Tunicatimonas"	"G"	24759	5	1	NA	NA	NA	4	2	1	NA	NA	NA	5	NA	0.000533	0.0002852	NA	NA	NA	0.0004121	0.0002077	0.0001244	NA	NA	NA	0.000533	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Mongoliitalea"	"G"	24750	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Microscillaceae"	"F"	24783	885	78	10	1	NA	184	228	885	3	NA	49	475	11	0.1433	0.02225	0.01911	0.1433	NA	0.01896	0.02368	0.1101	0.0001702	NA	0.03191	0.05064	0.02225	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24793	838	55	9	1	NA	123	186	838	3	NA	30	385	9	0.1433	0.01569	0.0172	0.1433	NA	0.01267	0.01932	0.1043	0.0001702	NA	0.01954	0.04104	0.0182	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Chryseolinea"	"G"	24784	25	7	1	NA	NA	10	8	1	NA	NA	NA	25	NA	0.002665	0.001997	0.001911	NA	NA	0.00103	0.0008309	0.0001244	NA	NA	NA	0.002665	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"OLB12"	"G"	24789	25	6	NA	NA	NA	20	16	25	NA	NA	9	10	NA	0.005861	0.001711	NA	NA	NA	0.002061	0.001662	0.003111	NA	NA	0.005861	0.001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Siphonobacter"	"G"	24791	17	6	NA	NA	NA	15	9	11	NA	NA	5	17	1	0.003256	0.001711	NA	NA	NA	0.001545	0.0009348	0.001369	NA	NA	0.003256	0.001812	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Mooreia"	"G"	24788	4	1	NA	NA	NA	4	3	1	NA	NA	NA	1	1	0.002023	0.0002852	NA	NA	NA	0.0004121	0.0003116	0.0001244	NA	NA	NA	0.0001066	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Ohtaekwangia"	"G"	24790	7	1	NA	NA	NA	1	1	2	NA	NA	NA	7	NA	0.0007462	0.0002852	NA	NA	NA	0.000103	0.0001039	0.0002489	NA	NA	NA	0.0007462	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Thermoflexibacter"	"G"	24792	10	1	NA	NA	NA	3	2	1	NA	NA	3	10	NA	0.001954	0.0002852	NA	NA	NA	0.0003091	0.0002077	0.0001244	NA	NA	0.001954	0.001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Hymenobacteraceae"	"F"	24776	297	47	5	NA	NA	65	93	59	NA	NA	40	297	15	0.03166	0.01341	0.009555	NA	NA	0.006697	0.009659	0.007342	NA	NA	0.02605	0.03166	0.03034	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Hymenobacter"	"G"	24778	163	20	2	NA	NA	30	41	34	NA	NA	27	163	4	0.01758	0.005704	0.003822	NA	NA	0.003091	0.004258	0.004231	NA	NA	0.01758	0.01738	0.00809	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Pontibacter"	"G"	24780	28	10	1	NA	NA	5	15	6	NA	NA	1	28	NA	0.002985	0.002852	0.001911	NA	NA	0.0005151	0.001558	0.0007467	NA	NA	0.0006512	0.002985	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Adhaeribacter"	"G"	24777	41	9	1	NA	NA	13	18	6	NA	NA	5	41	9	0.0182	0.002567	0.001911	NA	NA	0.001339	0.00187	0.0007467	NA	NA	0.003256	0.004371	0.0182	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Nibribacter"	"G"	24779	52	8	1	NA	NA	14	15	13	NA	NA	4	52	2	0.005543	0.002282	0.001911	NA	NA	0.001442	0.001558	0.001618	NA	NA	0.002605	0.005543	0.004045	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Cytophagaceae"	"F"	24761	218	34	4	NA	NA	49	74	186	1	NA	16	218	2	0.02324	0.009697	0.007644	NA	NA	0.005048	0.007686	0.02315	5.673e-05	NA	0.01042	0.02324	0.004045	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Cytophaga"	"G"	24762	187	28	4	NA	NA	36	60	162	1	NA	13	187	1	0.02016	0.007986	0.007644	NA	NA	0.003709	0.006232	0.02016	5.673e-05	NA	0.008466	0.01993	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Sporocytophaga"	"G"	24764	22	6	NA	NA	NA	12	7	11	NA	NA	3	22	1	0.002345	0.001711	NA	NA	NA	0.001236	0.000727	0.001369	NA	NA	0.001954	0.002345	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Amoebophilaceae"	"F"	24715	85	19	1	NA	NA	23	29	19	NA	NA	3	85	3	0.009061	0.005419	0.001911	NA	NA	0.00237	0.003012	0.002364	NA	NA	0.001954	0.009061	0.006068	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Candidatus Amoebophilus"	"G"	24716	45	11	NA	NA	NA	16	18	14	NA	NA	1	45	2	0.004797	0.003137	NA	NA	NA	0.001648	0.00187	0.001742	NA	NA	0.0006512	0.004797	0.004045	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"uncultured"	"G"	24719	20	6	NA	NA	NA	3	7	2	NA	NA	1	20	1	0.002132	0.001711	NA	NA	NA	0.0003091	0.000727	0.0002489	NA	NA	0.0006512	0.002132	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Candidatus Cardinium"	"G"	24717	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.0001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Amoebophilaceae"
"Flammeovirgaceae"	"F"	24766	39	6	1	NA	NA	13	15	7	NA	NA	4	39	1	0.004157	0.001711	0.001911	NA	NA	0.001339	0.001558	0.0008711	NA	NA	0.002605	0.004157	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Flammeovirga"	"G"	24768	20	4	NA	NA	NA	6	7	4	NA	NA	1	20	NA	0.002132	0.001141	NA	NA	NA	0.0006182	0.000727	0.0004978	NA	NA	0.0006512	0.002132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Flexithrix"	"G"	24769	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	NA	0.0001039	0.0001244	NA	NA	NA	0.0001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Sediminitomix"	"G"	24774	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"MWH-CFBk5"	"F"	24782	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Sphingobacteriales"	"O"	25002	173210	56978	6460	58	50	123945	173209	56839	574	17	6223	55548	4727	17.99	16.25	12.34	8.309	4.39	12.77	17.99	7.073	0.03256	2.211	4.053	5.922	9.561	"Bacteria>Bacteroidetes>Bacteroidia"
"NS11-12 marine group"	"F"	25015	171960	56523	6372	57	50	123041	171958	56334	561	13	5974	54153	4683	17.86	16.12	12.18	8.166	4.39	12.68	17.86	7.01	0.03183	1.691	3.89	5.773	9.472	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Sphingobacteriaceae"	"F"	25020	879	214	39	NA	NA	296	471	282	6	2	197	879	31	0.2601	0.06104	0.07453	NA	NA	0.0305	0.04892	0.03509	0.0003404	0.2601	0.1283	0.0937	0.0627	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Pedobacter"	"G"	25027	310	96	26	NA	NA	121	154	64	1	1	46	310	9	0.13	0.02738	0.04968	NA	NA	0.01247	0.01599	0.007964	5.673e-05	0.13	0.02996	0.03305	0.0182	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Solitalea"	"G"	25031	339	73	7	NA	NA	73	139	133	1	1	114	339	17	0.13	0.02082	0.01338	NA	NA	0.007521	0.01444	0.01655	5.673e-05	0.13	0.07424	0.03614	0.03438	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Mucilaginibacter"	"G"	25023	123	16	3	NA	NA	34	59	51	1	NA	20	123	1	0.01311	0.004564	0.005733	NA	NA	0.003503	0.006128	0.006347	5.673e-05	NA	0.01302	0.01311	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacterium"	"G"	25032	40	10	1	NA	NA	25	35	15	NA	NA	2	40	1	0.004264	0.002852	0.001911	NA	NA	0.002576	0.003635	0.001867	NA	NA	0.001302	0.004264	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Nubsella"	"G"	25024	50	7	NA	NA	NA	26	50	9	1	NA	2	23	1	0.005193	0.001997	NA	NA	NA	0.002679	0.005193	0.00112	5.673e-05	NA	0.001302	0.002452	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"uncultured"	"G"	25033	14	3	1	NA	NA	4	14	4	1	NA	6	12	NA	0.003907	0.0008557	0.001911	NA	NA	0.0004121	0.001454	0.0004978	5.673e-05	NA	0.003907	0.001279	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Anseongella"	"G"	25021	2	1	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	0.0002132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"env.OPS 17"	"F"	25035	108	80	12	NA	NA	107	108	19	3	1	9	50	1	0.13	0.02282	0.02293	NA	NA	0.01102	0.01122	0.002364	0.0001702	0.13	0.005861	0.00533	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobiaceae"	"F"	25012	158	45	7	NA	NA	89	158	39	1	NA	11	103	1	0.01641	0.01283	0.01338	NA	NA	0.00917	0.01641	0.004853	5.673e-05	NA	0.007164	0.01098	0.002023	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobium"	"G"	25013	38	15	1	NA	NA	17	38	8	NA	NA	1	23	NA	0.004278	0.004278	0.001911	NA	NA	0.001751	0.003947	0.0009955	NA	NA	0.0006512	0.002452	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Lentimicrobiaceae"
"AKYH767"	"F"	25004	177	26	14	NA	NA	177	147	83	NA	NA	22	153	2	0.02675	0.007416	0.02675	NA	NA	0.01824	0.01527	0.01033	NA	NA	0.01433	0.01631	0.004045	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"LiUU-11-161"	"F"	25014	29	6	3	NA	NA	19	29	12	NA	NA	1	14	NA	0.005733	0.001711	0.005733	NA	NA	0.001958	0.003012	0.001493	NA	NA	0.0006512	0.001492	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"KD1-131"	"F"	25010	14	4	NA	NA	NA	5	8	2	NA	NA	NA	14	3	0.006068	0.001141	NA	NA	NA	0.0005151	0.0008309	0.0002489	NA	NA	NA	0.001492	0.006068	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"GWF2-29-10"	"F"	25009	2	2	NA	NA	NA	2	2	1	NA	NA	NA	2	NA	0.0005704	0.0005704	NA	NA	NA	0.0002061	0.0002077	0.0001244	NA	NA	NA	0.0002132	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"E6aC02"	"F"	25007	6	2	NA	NA	NA	6	6	3	NA	NA	NA	3	NA	0.0006232	0.0005704	NA	NA	NA	0.0006182	0.0006232	0.0003733	NA	NA	NA	0.0003198	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"S15A-MN91"	"F"	25017	9	2	1	NA	NA	2	9	1	1	NA	NA	9	NA	0.001911	0.0005704	0.001911	NA	NA	0.0002061	0.0009348	0.0001244	5.673e-05	NA	NA	0.0009594	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"ST-12K33"	"F"	25019	9	2	NA	NA	NA	1	3	NA	NA	NA	NA	9	NA	0.0009594	0.0005704	NA	NA	NA	0.000103	0.0003116	NA	NA	NA	NA	0.0009594	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"uncultured"	"F"	25037	2	2	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0005704	0.0005704	NA	NA	NA	NA	0.0001039	NA	NA	NA	NA	0.0001066	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"KD3-93"	"F"	25011	17	1	1	NA	NA	5	9	2	NA	NA	NA	17	NA	0.001911	0.0002852	0.001911	NA	NA	0.0005151	0.0009348	0.0002489	NA	NA	NA	0.001812	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
